section_id,x_centroid,y_centroid
OR52YW26_2_2,2330.7909788198804,5612.412661500601
OR52YW26_2_2,2318.5538653165586,5622.270738764624
OR52YW26_2_2,2307.6087008528975,5630.988431120687
OR52YW26_2_2,2284.426422885914,5648.470961406658
OR52YW26_2_2,2274.691804200649,5655.350298857569
OR52YW26_2_2,2261.2441449189305,5664.682732021852
OR52YW26_2_2,2238.061866951947,5679.155036714024
OR52YW26_2_2,2221.0266864730147,5688.429858950514
OR52YW26_2_2,2214.879588984964,5691.714962646074
OR52YW26_2_2,2191.6973110179806,5702.236475198518
OR52YW26_2_2,2168.515033050997,5710.612886837603
OR52YW26_2_2,2145.332755084014,5716.9659482676525
OR52YW26_2_2,2122.1504771170303,5721.434991763336
OR52YW26_2_2,2121.52224628596,5721.509419043459
OR52YW26_2_2,2098.968199150047,5724.231770421255
OR52YW26_2_2,2075.7859211830637,5725.3561778582125
OR52YW26_2_2,2052.6036432160804,5724.8790610872165
OR52YW26_2_2,2029.4213652490969,5722.808711171617
OR52YW26_2_2,2021.1734246026704,5721.509419043459
OR52YW26_2_2,2006.2390872821136,5719.187475674937
OR52YW26_2_2,1983.0568093151303,5713.949144703052
OR52YW26_2_2,1959.874531348147,5706.851784550704
OR52YW26_2_2,1936.6922533811635,5697.595300485591
OR52YW26_2_2,1918.4916999928448,5688.429858950514
OR52YW26_2_2,1913.5099754141802,5685.878448164297
OR52YW26_2_2,1890.327697447197,5671.732573741488
OR52YW26_2_2,1868.639328809731,5655.350298857569
OR52YW26_2_2,1867.1454194802136,5654.166548970898
OR52YW26_2_2,1843.96314151323,5633.111639617768
OR52YW26_2_2,1833.6873583244108,5622.270738764624
OR52YW26_2_2,1820.7808635462468,5607.330645366026
OR52YW26_2_2,1806.7323969569527,5589.191178671678
OR52YW26_2_2,1797.5985855792635,5575.637840143098
OR52YW26_2_2,1785.2077070720711,5556.111618578733
OR52YW26_2_2,1774.41630761228,5535.546906953815
OR52YW26_2_2,1767.8855590127498,5523.032058485788
OR52YW26_2_2,1754.1993091825689,5489.952498392843
OR52YW26_2_2,1751.2340296452967,5480.293058724848
OR52YW26_2_2,1743.5022174133776,5456.872938299898
OR52YW26_2_2,1736.27790913967,5423.793378206952
OR52YW26_2_2,1732.6824549034811,5390.713818114007
OR52YW26_2_2,1732.668307099853,5357.634258021062
OR52YW26_2_2,1736.2619681445105,5324.554697928117
OR52YW26_2_2,1743.5035279172014,5291.475137835172
OR52YW26_2_2,1751.2340296452967,5267.765482216255
OR52YW26_2_2,1753.9971668348783,5258.395577742227
OR52YW26_2_2,1766.5710478890792,5225.316017649281
OR52YW26_2_2,1774.41630761228,5208.2522837629995
OR52YW26_2_2,1781.350351800321,5192.236457556336
OR52YW26_2_2,1797.5985855792635,5159.77428690127
OR52YW26_2_2,1797.9016513801016,5159.156897463391
OR52YW26_2_2,1815.7476069712504,5126.077337370446
OR52YW26_2_2,1820.7808635462468,5117.544846730764
OR52YW26_2_2,1835.5910847667365,5092.997777277501
OR52YW26_2_2,1843.96314151323,5080.111710682176
OR52YW26_2_2,1857.8000525600673,5059.918217184555
OR52YW26_2_2,1867.1454194802136,5047.064426363133
OR52YW26_2_2,1882.948069483443,5026.83865709161
OR52YW26_2_2,1890.327697447197,5017.803996515506
OR52YW26_2_2,1911.5462806067271,4993.759096998665
OR52YW26_2_2,1913.5099754141802,4991.59983710841
OR52YW26_2_2,1936.6922533811635,4967.543635236319
OR52YW26_2_2,1943.6772281203746,4960.67953690572
OR52YW26_2_2,1959.874531348147,4945.027228630286
OR52YW26_2_2,1978.8102382447883,4927.599976812775
OR52YW26_2_2,1983.0568093151303,4923.730451658832
OR52YW26_2_2,2006.2390872821136,4903.24797965161
OR52YW26_2_2,2016.484287812356,4894.52041671983
OR52YW26_2_2,2029.4213652490969,4883.588851878758
OR52YW26_2_2,2052.6036432160804,4864.984109862084
OR52YW26_2_2,2057.250734848591,4861.440856626885
OR52YW26_2_2,2075.7859211830637,4847.340806773019
OR52YW26_2_2,2098.968199150047,4831.256689507468
OR52YW26_2_2,2103.6121820418534,4828.361296533939
OR52YW26_2_2,2122.1504771170303,4816.664282349665
OR52YW26_2_2,2145.332755084014,4804.270284068062
OR52YW26_2_2,2166.504777170169,4795.281736440994
