soup_batch,soup_library,celltype,mean_prop,sd_prop,cv_prop,min_prop,max_prop,fold_range,n_individuals
batch2,lman_run1,Astro-3,0.09385963782069574,0.017971391193906228,0.1914709198882461,0.08086253369272237,0.11436809226333494,1.4143469502326242,3
batch2,lman_run1,Endo,0.002216154948097229,0.0014236424362637982,0.6423930048240196,0.0013477088948787063,0.003859141341051616,2.8621011959728873,3
batch2,lman_run1,Epen,0,0,NA,0,0,1,3
batch2,lman_run1,GABA-1-1,0.0608539202158726,0.0024480728685451567,0.04022867976066105,0.05929919137466307,0.06367583212735166,1.0738048335297374,3
batch2,lman_run1,GABA-1-2,0.010848062000168185,0.004637835691057342,0.427526657847774,0.0076886112445939455,0.016172506738544475,2.1032931606152383,3
batch2,lman_run1,GABA-2-1,0.0020872774516624082,0.0019488091899934224,0.9336608261835516,0,0.003859141341051616,3860.1413410516166,3
batch2,lman_run1,GABA-2-2,0.009437788347531758,0.0018742719027722446,0.19859227964806167,0.008086253369272238,0.011577424023154847,1.4316880521077053,3
batch2,lman_run1,GABA-2-3,0.03549990950538549,0.009574265156236824,0.2696982975346562,0.02691013935607881,0.04582210242587601,1.7027559413059665,3
batch2,lman_run1,GABA-3,0.019165290798606207,0.007924092010647895,0.41346056753932336,0.01078167115902965,0.02653159671972986,2.4606701186014446,3
batch2,lman_run1,GABA-4-1,0.001862021621952488,8.691416252228221e-4,0.4667731109972038,9.610764055742432e-4,0.0026954177897574125,2.80270649413544,3
batch2,lman_run1,GABA-4-2,0.06658652602256997,0.00946958155086724,0.1422146809049245,0.05595754944524843,0.07412398921832884,1.3246410057654374,3
batch2,lman_run1,GABA-5-1,0.0054203611216261495,0.0047057466722567175,0.8681610997248386,0.0013477088948787063,0.010571840461316675,7.8392309129595565,3
batch2,lman_run1,GABA-5-2,0.009116811390725567,0.0017136900570946306,0.18797033125396767,0.008086253369272238,0.011095031355523395,1.3720395354105142,3
batch2,lman_run1,GABA-6,0.017881304868920006,0.006890894221387532,0.385368644620829,0.010571840461316675,0.02425876010781671,2.2945357207059907,3
batch2,lman_run1,GABA-7,0.011328600202955307,0.0042008999543698715,0.3708225093223766,0.008683068017366137,0.016172506738544475,1.8624343690308722,3
batch2,lman_run1,GABA-8,0.007093992212895929,0.0016490783586154557,0.2324612586432858,0.005390835579514825,0.008683068017366137,1.6105958516909293,3
batch2,lman_run1,GABA-Im,0.003018906417586762,0.002049985424250341,0.6790490133473722,0.0013477088948787063,0.005306319343945972,3.935111100771139,3
