region,reduction,soup_batch,celltype_hybrid,n_cells,n_birds,bird_var_ratio
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-HVCra-Int,692,3,0.026397112038590853
nido,dims30nn50mindist0.4,batch1,Glut-DACH2-HVCx,342,3,0.024258606306961972
nido,dims30nn50mindist0.4,batch1,Glut-Im,432,3,0.005556593464369541
nido,dims30nn50mindist0.4,batch1,Glut-NB,556,3,0.01616536658855916
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-1,216,3,0.0449906196458828
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-5,1032,3,0.0702762244134133
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-6,903,3,0.10169530625053602
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-7,829,3,1.5033875421288645e-4
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-8,670,3,0.07432581380372139
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-LMANco,684,3,0.03405669199982353
nido,dims30nn50mindist0.4,batch2,Glut-DACH2-LMANsh,1172,3,0.012027888569117628
nido,dims30nn50mindist0.4,batch2,Glut-Im,668,3,0.006501308832693842
nido,dims30nn50mindist0.4,batch2,Glut-NB,67,3,0.024084950719402642
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-1,2345,3,0.010659291626001322
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-2,959,3,0.008178778142945986
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-3,724,3,0.011300133464665851
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-4,260,3,0.025386097414325515
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-5,149,3,0.015280846966060135
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-HVCra,3017,3,0.11833312363677617
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-HVCra-Int,692,3,0.026461055436004965
nido,dims30nn50mindist0.5,batch1,Glut-DACH2-HVCx,342,3,0.03304562340421169
nido,dims30nn50mindist0.5,batch1,Glut-Im,432,3,0.003717397641898823
nido,dims30nn50mindist0.5,batch1,Glut-NB,556,3,0.017157296715558434
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-1,216,3,0.030786018801313486
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-5,1032,3,0.07615519147391403
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-6,903,3,0.10765464740720287
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-7,829,3,5.152079267531917e-4
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-8,670,3,0.07867657382816362
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-LMANco,684,3,0.03221210662675189
nido,dims30nn50mindist0.5,batch2,Glut-DACH2-LMANsh,1172,3,0.01618914800347937
nido,dims30nn50mindist0.5,batch2,Glut-Im,668,3,0.006097882569346846
nido,dims30nn50mindist0.5,batch2,Glut-NB,67,3,0.025163767269138604
