region,lab_a,lab_b,cophenetic_r,baker_gamma,ari
ALL,0.25,0.05,0.9942511141224889,0.9986645484996376,0.9396955703083559
ALL,0.25,0.01,0.9815962339440155,0.9937711063448368,0.8196125387606192
ALL,0.25,0.001,0.8827928235025179,0.8954706629469126,0.6331600881187734
ALL,0.1,none,0.9122499284297507,0.9222719622598536,0.6213480535566416
ALL,0.1,0.5,0.998852854898707,1,1
ALL,0.1,0.25,0.9992335935640347,0.9993298606262163,0.9602362019939482
ALL,0.1,0.1,1,1,1
ALL,0.1,0.05,0.99676921566264165,0.999044302023267,0.9602362019939482
ALL,0.1,0.01,0.9863789105250488,0.9948585079198267,0.8495023983661573
ALL,0.1,0.001,0.8929814647274834,0.8968359361685767,0.6536696568823084
ALL,0.05,none,0.9297516675976181,0.9218199904787209,0.6196925582461088
ALL,0.05,0.5,0.9921164058726465,0.999044302023267,0.9602362019939482
ALL,0.05,0.25,0.9942511141224889,0.9986645484996376,0.9396955703083559
ALL,0.05,0.1,0.99676921566264165,0.999044302023267,0.9602362019939482
ALL,0.05,0.05,1,1,1
ALL,0.05,0.01,0.9936567280829532,0.9949190346703852,0.8472142253299266
ALL,0.05,0.001,0.9151414281609203,0.8965056360468856,0.6524235364700015
ALL,0.01,none,0.9476733640980135,0.929729700383557,0.7318929087464061
ALL,0.01,0.5,0.9788905153230132,0.9948585079198267,0.8495023983661573
ALL,0.01,0.25,0.9815962339440155,0.9937711063448368,0.8196125387606192
ALL,0.01,0.1,0.9863789105250488,0.9948585079198267,0.8495023983661573
ALL,0.01,0.05,0.9936567280829532,0.9949190346703852,0.8472142253299266
ALL,0.01,0.01,0.9999999999999999,1,1
ALL,0.01,0.001,0.9381255817863576,0.908686983465322,0.723180085473461
ALL,0.001,none,0.9583894840204381,0.928649314316684,0.7744873053398942
ALL,0.001,0.5,0.8756037930708488,0.8968359361685767,0.6536696568823084
ALL,0.001,0.25,0.8827928235025179,0.8954706629469126,0.6331600881187734
ALL,0.001,0.1,0.8929814647274834,0.8968359361685767,0.6536696568823084
ALL,0.001,0.05,0.9151414281609203,0.8965056360468856,0.6524235364700015
ALL,0.001,0.01,0.9381255817863576,0.908686983465322,0.723180085473461
ALL,0.001,0.001,1,1,1
