mouse_label,n_cells,Class,Subclass,neurotransmitter,region,roi,region_spread,roi_spread,description
0053 L2 IT ENT-po Glut_3,60,01 IT-ET Glut,011 L2 IT ENT-po Glut,Glut,HPF,ENT,HPF 100%,ENT 100%,01 IT-ET Glut / 011 L2 IT ENT-po Glut; NT Glut; ENT
0163 OB Dopa-Gaba_2,58,05 OB-IMN GABA,044 OB Dopa-Gaba,GABA,Isocortex-1,PAL,Isocortex-1 24%; STR 22%; PAL 22%,PAL 22%; OLF 19%; STRv 16%,05 OB-IMN GABA / 044 OB Dopa-Gaba; NT GABA; PAL
0418 PVR Six3 Sox3 Gaba_8,58,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; PAL
0432 RT-ZI Gnb3 Gaba_2,57,12 HY GABA,093 RT-ZI Gnb3 Gaba,GABA,PAL,PAL,PAL 91%; STR 9%,PAL 91%; sAMY 9%,12 HY GABA / 093 RT-ZI Gnb3 Gaba; NT GABA; PAL
0191 Sncg Gaba_7,57,06 CTX-CGE GABA,047 Sncg Gaba,GABA,Isocortex-1,AI,Isocortex-1 84%; CTXsp 9%; OLF 4%,AI 60%; MOp 11%; CTXsp 9%,06 CTX-CGE GABA / 047 Sncg Gaba; NT GABA; AI
0519 AVPV-MEPO-SFO Tbr1 Glut_1,54,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,Glut,PAL,PAL,PAL 100%,PAL 100%,13 CNU-HYa Glut / 116 AVPV-MEPO-SFO Tbr1 Glut; NT Glut; PAL
12 HY GABA [class],54,12 HY GABA,107 DMH Hmx2 Gaba,GABA,STR,sAMY,STR 52%; Isocortex-1 28%; PAL 19%,sAMY 43%; AI 30%; PAL 19%,12 HY GABA / 107 DMH Hmx2 Gaba; NT GABA; sAMY
0400 SI-MPO-LPO Lhx8 Gaba_5,50,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 92%; STR 8%,PAL 92%; sAMY 6%; STRv 2%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0255 NDB-SI-MA-STRv Lhx8 Gaba_12,50,08 CNU-MGE GABA,057 NDB-SI-MA-STRv Lhx8 Gaba,GABA,STR,sAMY,STR 52%; PAL 34%; CTXsp 14%,sAMY 52%; PAL 34%; CTXsp 14%,08 CNU-MGE GABA / 057 NDB-SI-MA-STRv Lhx8 Gaba; NT GABA; sAMY
0133 OB Eomes Ms4a15 Glut_4,50,03 OB-CR Glut,035 OB Eomes Ms4a15 Glut,Glut,OLF,OLF,OLF 100%,OLF 100%,03 OB-CR Glut / 035 OB Eomes Ms4a15 Glut; NT Glut; OLF
0546 MPN-MPO-PVpo Hmx2 Glut_1,49,14 HY Glut,124 MPN-MPO-PVpo Hmx2 Glut,Glut,PAL,PAL,PAL 88%; STR 10%; Isocortex-1 2%,PAL 88%; sAMY 10%; AI 2%,14 HY Glut / 124 MPN-MPO-PVpo Hmx2 Glut; NT Glut; PAL
0043 L2/3 IT PIR-ENTl Glut_5,48,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,HPF,ENT,HPF 75%; OLF 15%; Isocortex-1 6%,ENT 75%; OLF 15%; AUD-TEa-PERI-ECT 4%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; ENT
0576 LHA-AHN-PVH Otp Trh Glut_3,48,14 HY Glut,131 LHA-AHN-PVH Otp Trh Glut,Glut,PAL,PAL,PAL 98%; STR 2%,PAL 98%; sAMY 2%,14 HY Glut / 131 LHA-AHN-PVH Otp Trh Glut; NT Glut; PAL
0196 RHP-COA Ndnf Gaba_4,47,06 CTX-CGE GABA,048 RHP-COA Ndnf Gaba,GABA,HPF,HIP,HPF 100%,HIP 89%; RHP 11%,06 CTX-CGE GABA / 048 RHP-COA Ndnf Gaba; NT GABA; HIP
0011 L5/6 IT TPE-ENT Glut_5,47,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,Isocortex-1,RSP,Isocortex-1 89%; HPF 11%,RSP 79%; ACA 9%; ENT 9%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; RSP
0416 PVR Six3 Sox3 Gaba_6,46,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,STR,LSX,STR 61%; PAL 39%,LSX 61%; PAL 39%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; LSX
14 HY Glut [class],43,14 HY Glut,130 LHA Pmch Glut,Glut,STR,sAMY,STR 44%; PAL 35%; Isocortex-1 21%,sAMY 42%; PAL 35%; AI 21%,14 HY Glut / 130 LHA Pmch Glut; NT Glut; sAMY
0002 CLA-EPd-CTX Car3 Glut_2,42,01 IT-ET Glut,001 CLA-EPd-CTX Car3 Glut,Glut,CTXsp,CTXsp,CTXsp 95%; Isocortex-1 2%; HPF 2%,CTXsp 95%; AI 2%; ENT 2%,01 IT-ET Glut / 001 CLA-EPd-CTX Car3 Glut; NT Glut; CTXsp
0579 AHN-RCH-LHA Otp Fezf1 Glut_1,41,14 HY Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,Glut,PAL,PAL,PAL 95%; STR 5%,PAL 95%; sAMY 5%,14 HY Glut / 132 AHN-RCH-LHA Otp Fezf1 Glut; NT Glut; PAL
0422 BST-MPN Six3 Nrgn Gaba_3,41,11 CNU-HYa GABA,090 BST-MPN Six3 Nrgn Gaba,GABA,PAL,PAL,PAL 59%; STR 37%; Isocortex-1 5%,PAL 59%; sAMY 32%; LSX 5%,11 CNU-HYa GABA / 090 BST-MPN Six3 Nrgn Gaba; NT GABA; PAL
0466 ZI Pax6 Gaba_8,40,12 HY GABA,101 ZI Pax6 Gaba,GABA,PAL,PAL,PAL 90%; STR 10%,PAL 90%; sAMY 10%,12 HY GABA / 101 ZI Pax6 Gaba; NT GABA; PAL
0417 PVR Six3 Sox3 Gaba_7,39,11 CNU-HYa GABA,089 PVR Six3 Sox3 Gaba,GABA,PAL,PAL,PAL 77%; STR 23%,PAL 77%; LSX 23%,11 CNU-HYa GABA / 089 PVR Six3 Sox3 Gaba; NT GABA; PAL
0520 AVPV-MEPO-SFO Tbr1 Glut_2,37,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,Glut,PAL,PAL,PAL 97%; STR 3%,PAL 97%; sAMY 3%,13 CNU-HYa Glut / 116 AVPV-MEPO-SFO Tbr1 Glut; NT Glut; PAL
0298 NDB-SI-ant Prdm12 Gaba_4,37,11 CNU-HYa GABA,066 NDB-SI-ant Prdm12 Gaba,GABA,PAL,PAL,PAL 78%; STR 19%; OLF 3%,PAL 78%; STRv 14%; LSX 5%,11 CNU-HYa GABA / 066 NDB-SI-ant Prdm12 Gaba; NT GABA; PAL
0213 Pvalb Gaba_9,35,07 CTX-MGE GABA,052 Pvalb Gaba,GABA,HPF,RHP,HPF 57%; Isocortex-1 43%,RHP 43%; ACA 17%; MOp 9%,07 CTX-MGE GABA / 052 Pvalb Gaba; NT GABA; RHP
0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3,34,19 MB Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,Glut,PAL,PAL,PAL 97%; STR 3%,PAL 97%; LSX 3%,19 MB Glut / 168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut; NT Glut; PAL
1189 VLMC NN_3,32,33 Vascular,330 VLMC NN,nan,HPF,HIP,HPF 75%; PAL 19%; STR 6%,HIP 75%; PAL 19%; STRd 3%,33 Vascular / 330 VLMC NN; NT none; HIP
0172 OB-STR-CTX Inh IMN_7,31,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,nan,CTXsp,CTXsp,CTXsp 68%; HPF 19%; Isocortex-1 13%,CTXsp 68%; AUD-TEa-PERI-ECT 10%; ENT 10%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT none; CTXsp
0471 DMH-LHA Gsx1 Gaba_2,31,12 HY GABA,102 DMH-LHA Gsx1 Gaba,GABA,PAL,PAL,PAL 94%; STR 6%,PAL 94%; LSX 3%; sAMY 3%,12 HY GABA / 102 DMH-LHA Gsx1 Gaba; NT GABA; PAL
0461 ZI Pax6 Gaba_3,28,12 HY GABA,101 ZI Pax6 Gaba,GABA,PAL,PAL,PAL 96%; STR 4%,PAL 96%; sAMY 4%,12 HY GABA / 101 ZI Pax6 Gaba; NT GABA; PAL
0525 LHA Barhl2 Glut_2,28,13 CNU-HYa Glut,117 LHA Barhl2 Glut,Glut,PAL,PAL,PAL 82%; STR 18%,PAL 82%; LSX 14%; sAMY 4%,13 CNU-HYa Glut / 117 LHA Barhl2 Glut; NT Glut; PAL
0656 TH Prkcd Grin2c Glut_3,27,18 TH Glut,151 TH Prkcd Grin2c Glut,Glut,STR,LSX,STR 100%,LSX 100%,18 TH Glut / 151 TH Prkcd Grin2c Glut; NT Glut; LSX
135 STN-PSTN Pitx2 Glut [subclass],27,14 HY Glut,135 STN-PSTN Pitx2 Glut,Glut,PAL,PAL,PAL 85%; STR 11%; Isocortex-1 4%,PAL 85%; sAMY 7%; AI 4%,14 HY Glut / 135 STN-PSTN Pitx2 Glut; NT Glut; PAL
0398 SI-MPO-LPO Lhx8 Gaba_3,27,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 56%; STR 44%,PAL 56%; LSX 41%; sAMY 4%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0458 AHN Onecut3 Gaba_3,25,12 HY GABA,100 AHN Onecut3 Gaba,GABA,PAL,PAL,PAL 96%; STR 4%,PAL 96%; sAMY 4%,12 HY GABA / 100 AHN Onecut3 Gaba; NT GABA; PAL
1198 B cells NN_1,24,34 Immune,338 Lymphoid NN,nan,Isocortex-1,AUD-TEa-PERI-ECT,Isocortex-1 58%; STR 25%; HPF 8%,AUD-TEa-PERI-ECT 12%; MO-FRP 12%; PL-ILA-ORB 12%,34 Immune / 338 Lymphoid NN; NT none; AUD-TEa-PERI-ECT
0484 PVpo-VMPO-MPN Hmx2 Gaba_3,23,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,GABA,PAL,PAL,PAL 83%; STR 17%,PAL 83%; sAMY 9%; LSX 9%,12 HY GABA / 106 PVpo-VMPO-MPN Hmx2 Gaba; NT GABA; PAL
0293 IA Mgp Gaba_4,22,09 CNU-LGE GABA,065 IA Mgp Gaba,GABA,OLF,OLF,OLF 50%; CTXsp 41%; Isocortex-1 9%,OLF 50%; CTXsp 41%; AI 9%,09 CNU-LGE GABA / 065 IA Mgp Gaba; NT GABA; OLF
0171 OB-STR-CTX Inh IMN_6,21,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,GABA,STR,STRv,STR 76%; PAL 19%; OLF 5%,STRv 57%; STRd 19%; PAL 19%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT GABA; STRv
0465 ZI Pax6 Gaba_7,21,12 HY GABA,101 ZI Pax6 Gaba,GABA,PAL,PAL,PAL 81%; STR 19%,PAL 81%; LSX 14%; sAMY 5%,12 HY GABA / 101 ZI Pax6 Gaba; NT GABA; PAL
0577 LHA-AHN-PVH Otp Trh Glut_4,21,14 HY Glut,131 LHA-AHN-PVH Otp Trh Glut,Glut,PAL,PAL,PAL 90%; STR 10%,PAL 90%; sAMY 10%,14 HY Glut / 131 LHA-AHN-PVH Otp Trh Glut; NT Glut; PAL
0549 MPN-MPO-PVpo Hmx2 Glut_4,20,14 HY Glut,124 MPN-MPO-PVpo Hmx2 Glut,Glut,PAL,PAL,PAL 90%; STR 10%,PAL 90%; sAMY 10%,14 HY Glut / 124 MPN-MPO-PVpo Hmx2 Glut; NT Glut; PAL
0012 L5/6 IT TPE-ENT Glut_6,20,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,HPF,RHP,HPF 100%,RHP 70%; ENT 30%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; RHP
0500 LGv-ZI Otx2 Gaba_5,19,12 HY GABA,109 LGv-ZI Otx2 Gaba,GABA,PAL,PAL,PAL 89%; HPF 5%; STR 5%,PAL 89%; HIP 5%; LSX 5%,12 HY GABA / 109 LGv-ZI Otx2 Gaba; NT GABA; PAL
1030 Pineal Crx Glut_1,19,25 Pineal Glut,262 Pineal Crx Glut,Glut,Isocortex-1,RSP,Isocortex-1 100%,RSP 100%,25 Pineal Glut / 262 Pineal Crx Glut; NT Glut; RSP
151 TH Prkcd Grin2c Glut [subclass],19,18 TH Glut,151 TH Prkcd Grin2c Glut,Glut,STR,LSX,STR 63%; PAL 37%,LSX 63%; PAL 37%,18 TH Glut / 151 TH Prkcd Grin2c Glut; NT Glut; LSX
101 ZI Pax6 Gaba [subclass],18,12 HY GABA,101 ZI Pax6 Gaba,GABA,PAL,PAL,PAL 78%; STR 22%,PAL 78%; sAMY 17%; LSX 6%,12 HY GABA / 101 ZI Pax6 Gaba; NT GABA; PAL
1196 Monocytes NN_1,18,34 Immune,336 Monocytes NN,nan,Isocortex-1,PL-ILA-ORB,Isocortex-1 56%; HPF 17%; OLF 11%,PL-ILA-ORB 17%; SS-GU-VISC 17%; HIP 11%,34 Immune / 336 Monocytes NN; NT none; PL-ILA-ORB
0459 ZI Pax6 Gaba_1,18,12 HY GABA,101 ZI Pax6 Gaba,GABA,PAL,PAL,PAL 78%; STR 22%,PAL 78%; sAMY 22%,12 HY GABA / 101 ZI Pax6 Gaba; NT GABA; PAL
19 MB Glut [class],16,19 MB Glut,167 PRC-PAG Tcf7l2 Irx2 Glut,Glut,PAL,PAL,PAL 62%; STR 31%; CTXsp 6%,PAL 62%; LSX 19%; sAMY 12%,19 MB Glut / 167 PRC-PAG Tcf7l2 Irx2 Glut; NT Glut; PAL
0590 PVH-SO-PVa Otp Glut_6,16,14 HY Glut,133 PVH-SO-PVa Otp Glut,Glut,PAL,PAL,STR 50%; PAL 50%,sAMY 50%; PAL 50%,14 HY Glut / 133 PVH-SO-PVa Otp Glut; NT Glut; PAL
0574 LHA-AHN-PVH Otp Trh Glut_1,16,14 HY Glut,131 LHA-AHN-PVH Otp Trh Glut,Glut,PAL,PAL,PAL 62%; STR 38%,PAL 62%; sAMY 38%,14 HY Glut / 131 LHA-AHN-PVH Otp Trh Glut; NT Glut; PAL
0529 ADP-MPO Trp73 Glut_3,16,13 CNU-HYa Glut,118 ADP-MPO Trp73 Glut,Glut,PAL,PAL,PAL 94%; HPF 6%,PAL 94%; HIP 6%,13 CNU-HYa Glut / 118 ADP-MPO Trp73 Glut; NT Glut; PAL
0548 MPN-MPO-PVpo Hmx2 Glut_3,15,14 HY Glut,124 MPN-MPO-PVpo Hmx2 Glut,Glut,PAL,PAL,PAL 100%,PAL 100%,14 HY Glut / 124 MPN-MPO-PVpo Hmx2 Glut; NT Glut; PAL
0401 SI-MPO-LPO Lhx8 Gaba_6,15,11 CNU-HYa GABA,085 SI-MPO-LPO Lhx8 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,11 CNU-HYa GABA / 085 SI-MPO-LPO Lhx8 Gaba; NT GABA; PAL
0421 BST-MPN Six3 Nrgn Gaba_2,14,11 CNU-HYa GABA,090 BST-MPN Six3 Nrgn Gaba,GABA,PAL,PAL,PAL 64%; STR 36%,PAL 64%; LSX 36%,11 CNU-HYa GABA / 090 BST-MPN Six3 Nrgn Gaba; NT GABA; PAL
0496 LGv-ZI Otx2 Gaba_1,14,12 HY GABA,109 LGv-ZI Otx2 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,12 HY GABA / 109 LGv-ZI Otx2 Gaba; NT GABA; PAL
0629 MM-ant Foxb1 Glut_1,14,16 HY MM Glut,143 MM-ant Foxb1 Glut,Glut,STR,sAMY,STR 57%; Isocortex-1 36%; Isocortex-2 7%,sAMY 57%; AI 43%,16 HY MM Glut / 143 MM-ant Foxb1 Glut; NT Glut; sAMY
0522 AVPV-MEPO-SFO Tbr1 Glut_4,14,13 CNU-HYa Glut,116 AVPV-MEPO-SFO Tbr1 Glut,Glut,PAL,PAL,PAL 100%,PAL 100%,13 CNU-HYa Glut / 116 AVPV-MEPO-SFO Tbr1 Glut; NT Glut; PAL
Unassigned,13,29 CB Glut,314 CB Granule Glut,Glut,STR,sAMY,STR 62%; Isocortex-1 23%; HPF 15%,sAMY 46%; AUD-TEa-PERI-ECT 23%; HIP 15%,29 CB Glut / 314 CB Granule Glut; NT Glut; sAMY
139 PH-LHA Foxb1 Glut [subclass],13,14 HY Glut,139 PH-LHA Foxb1 Glut,Glut,STR,sAMY,STR 77%; PAL 23%,sAMY 77%; PAL 23%,14 HY Glut / 139 PH-LHA Foxb1 Glut; NT Glut; sAMY
098 AHN-SBPV-PVHd Pdrm12 Gaba [subclass],12,12 HY GABA,098 AHN-SBPV-PVHd Pdrm12 Gaba,GABA,STR,sAMY,STR 42%; Isocortex-1 33%; PAL 25%,sAMY 42%; AI 33%; PAL 25%,12 HY GABA / 098 AHN-SBPV-PVHd Pdrm12 Gaba; NT GABA; sAMY
106 PVpo-VMPO-MPN Hmx2 Gaba [subclass],12,12 HY GABA,106 PVpo-VMPO-MPN Hmx2 Gaba,GABA,PAL,PAL,PAL 67%; STR 25%; Isocortex-1 8%,PAL 67%; sAMY 17%; AI 8%,12 HY GABA / 106 PVpo-VMPO-MPN Hmx2 Gaba; NT GABA; PAL
0473 DMH-LHA Gsx1 Gaba_4,12,12 HY GABA,102 DMH-LHA Gsx1 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,12 HY GABA / 102 DMH-LHA Gsx1 Gaba; NT GABA; PAL
133 PVH-SO-PVa Otp Glut [subclass],12,14 HY Glut,133 PVH-SO-PVa Otp Glut,Glut,Isocortex-1,AI,Isocortex-1 50%; PAL 33%; STR 17%,AI 50%; PAL 33%; sAMY 17%,14 HY Glut / 133 PVH-SO-PVa Otp Glut; NT Glut; AI
097 PVHd-SBPV Six3 Prox1 Gaba [subclass],11,12 HY GABA,097 PVHd-SBPV Six3 Prox1 Gaba,GABA,Isocortex-1,AI,Isocortex-1 36%; STR 36%; PAL 27%,AI 36%; sAMY 36%; PAL 27%,12 HY GABA / 097 PVHd-SBPV Six3 Prox1 Gaba; NT GABA; AI
0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,11,12 HY GABA,098 AHN-SBPV-PVHd Pdrm12 Gaba,GABA,PAL,PAL,PAL 100%,PAL 100%,12 HY GABA / 098 AHN-SBPV-PVHd Pdrm12 Gaba; NT GABA; PAL
0872 SCsg Gabrr2 Gaba_1,11,20 MB GABA,213 SCsg Gabrr2 Gaba,GABA,HPF,HIP,HPF 82%; STR 9%; PAL 9%,HIP 82%; sAMY 9%; PAL 9%,20 MB GABA / 213 SCsg Gabrr2 Gaba; NT GABA; HIP
1199 ILC NN_2,10,34 Immune,338 Lymphoid NN,nan,HPF,RHP,Isocortex-1 30%; HPF 30%; STR 30%,RHP 20%; sAMY 20%; MO-FRP 10%,34 Immune / 338 Lymphoid NN; NT none; RHP
0526 LHA Barhl2 Glut_3,10,13 CNU-HYa Glut,117 LHA Barhl2 Glut,Glut,PAL,PAL,PAL 100%,PAL 100%,13 CNU-HYa Glut / 117 LHA Barhl2 Glut; NT Glut; PAL
132 AHN-RCH-LHA Otp Fezf1 Glut [subclass],10,14 HY Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,Glut,STR,sAMY,STR 50%; PAL 30%; Isocortex-1 20%,sAMY 40%; PAL 30%; AI 20%,14 HY Glut / 132 AHN-RCH-LHA Otp Fezf1 Glut; NT Glut; sAMY
124 MPN-MPO-PVpo Hmx2 Glut [subclass],10,14 HY Glut,124 MPN-MPO-PVpo Hmx2 Glut,Glut,PAL,PAL,PAL 70%; STR 20%; Isocortex-1 10%,PAL 70%; sAMY 20%; AI 10%,14 HY Glut / 124 MPN-MPO-PVpo Hmx2 Glut; NT Glut; PAL
129 VMH Nr5a1 Glut [subclass],10,14 HY Glut,129 VMH Nr5a1 Glut,Glut,STR,sAMY,STR 60%; Isocortex-1 40%,sAMY 50%; AI 40%; LSX 10%,14 HY Glut / 129 VMH Nr5a1 Glut; NT Glut; sAMY
