,Astrocytes,COPs+NFOLs,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TCF7L2,Ex_TSHZ2_NR4A2,Inh_CGE_like_CACNA1B,Inh_CGE_like_CACNA2D3,Inh_CGE_like_MAN1A1,Inh_LGE_like_FOXP1_DGKH,Inh_LGE_like_FOXP1_SGCG,Inh_LGE_like_FOXP2,Inh_LGE_like_Pre,Inh_MGE_like_ANO1,Inh_MGE_like_LHX8,Inh_MGE_like_SST_ABI3BP,Inh_MGE_like_SST_PVALB,Inh_MGE_like_SST_SLC24A2,Inh_MGE_like_ST18,Inh_MGE_like_ST18_PVALB,Inh_OB_CPA6,Inh_OB_FGFRL1,Microglia,OPCs,Oligodendrocytes,Vascular
GABA-3,0.0858,0.1179,0.1348,0.1383,0.1203,0.1035,0.0957,0.1111,0.0971,0.0916,0.0892,0.0929,0.0986,0.1091,0.0943,0.088,0.189,0.0904,0.1002,0.1053,0.1591,0.1133,0.1544,0.1499,0.1072,0.0869,0.1257,0.1286,0.3046,0.1155,0.3691,0.4302,0.334,0.1419,0.1458,0.2642,0.2871,0.4188,0.2141,0.7911,1.0,0.4815,0.6615,0.6193,0.1697,0.1756,0.3208,0.1229,0.1316,0.2229
GABA-4-1,0.0783,0.1154,0.1273,0.1241,0.0881,0.0816,0.0828,0.0854,0.1036,0.0867,0.0805,0.1735,0.2065,0.0943,0.1908,0.096,0.189,0.0793,0.0896,0.0996,0.1516,0.108,0.2454,0.1424,0.1016,0.2252,0.1181,0.121,0.1974,0.1057,0.3645,0.3503,0.2065,0.2249,0.1307,0.2567,0.1814,0.4334,0.2279,0.658,0.9854,0.8421,0.5835,0.7968,0.1621,0.1566,0.3491,0.1128,0.2593,0.244
GABA-4-2,0.0969,0.1203,0.1494,0.3161,0.1397,0.1267,0.1098,0.1341,0.113,0.1041,0.1015,0.1003,0.1183,0.1244,0.1068,0.0992,0.2077,0.098,0.1083,0.1113,0.1808,0.1165,0.1428,0.1368,0.1147,0.1028,0.1315,0.146,0.3897,0.1223,0.2252,0.2466,0.2353,0.1867,0.1702,0.1655,0.1569,0.3288,0.4145,0.2733,0.8479,0.4037,0.4841,0.9271,0.1753,0.1611,0.3921,0.129,0.1531,0.1054
GABA-5-1,0.0864,0.1225,0.1495,0.1454,0.1378,0.1067,0.0998,0.1344,0.0967,0.0952,0.0854,0.1951,0.1107,0.1312,0.1014,0.0887,0.1252,0.1049,0.1151,0.1956,0.1281,0.1031,0.1752,0.1692,0.0925,0.0912,0.3552,0.1174,0.376,0.0938,0.8486,0.8054,1.0,0.1415,0.1539,0.1885,0.2136,0.2476,0.2238,0.2778,0.235,0.4072,0.4275,0.2045,0.1816,0.1637,0.2778,0.3349,0.2744,0.2873
GABA-5-2,0.1057,0.1343,0.1903,0.1382,0.1103,0.2378,0.091,0.1154,0.1396,0.0895,0.1586,0.161,0.1577,0.1036,0.1871,0.0841,0.1181,0.0853,0.0977,0.0867,0.1273,0.0996,0.1744,0.1621,0.1318,0.0804,0.1544,0.1128,0.3126,0.0926,1.0,0.5216,0.898,0.124,0.1468,0.2295,0.3266,0.2405,0.1973,0.3886,0.3458,0.2546,0.3793,0.189,0.3968,0.168,0.316,0.3463,0.3027,0.2632
GABA-6,0.4835,0.1254,0.1598,0.1355,0.1231,0.11,0.1041,0.1384,0.1134,0.0956,0.2962,0.0967,0.1302,0.1518,0.117,0.107,0.1481,0.099,0.1117,0.0979,0.1277,0.1028,0.3348,0.169,0.1055,0.1085,0.121,0.1415,0.1854,0.1002,0.48,0.2579,0.2881,0.1556,0.1642,0.1919,0.2064,1.0,0.2239,0.3275,0.3522,0.2453,0.4915,0.2341,0.2148,0.1988,0.3935,0.1328,0.3,0.119
GABA-7,0.1,0.1376,0.1619,0.1468,0.1253,0.1155,0.1062,0.1231,0.1049,0.1091,0.0988,0.1036,0.1106,0.1138,0.1011,0.0978,0.1663,0.1076,0.1275,0.1211,0.1762,0.1298,0.1876,0.2009,0.1191,0.1023,0.1405,0.1578,0.3652,0.1173,0.3767,0.26,0.2902,0.1349,0.1539,0.194,0.2169,0.2741,0.226,0.7445,0.5292,0.3297,1.0,0.5511,0.1816,0.1711,0.1436,0.1502,0.1323,0.1122
GABA-8,0.078,0.1101,0.365,0.127,0.3858,0.2529,0.1475,0.2026,0.2268,0.4757,0.1396,0.0814,0.0975,0.2013,0.2725,0.0802,0.1466,0.1637,0.1077,0.2277,0.1421,0.1179,0.1678,0.1812,0.0865,0.0893,0.094,0.1208,0.5986,0.0826,0.2164,0.2704,0.2544,0.1238,0.214,0.2893,0.1888,0.2277,1.0,0.4509,0.2402,0.5085,0.4177,0.1971,0.305,0.1513,0.2045,0.1305,0.1125,0.0957
GABA-Im,0.0435,0.0834,0.0996,0.1077,0.1362,0.0668,0.1104,0.1362,0.0933,0.1282,0.1933,0.0882,0.0896,0.0689,0.1593,0.0999,0.0893,0.187,0.0649,0.1056,0.1035,0.1169,0.1467,0.1917,0.0579,0.0563,0.0995,0.0863,0.2457,0.063,0.3509,0.4255,0.411,0.3618,0.4219,0.3998,0.753,0.1932,0.2365,0.7599,0.7015,0.849,0.8879,0.5366,0.4674,0.2589,0.3737,0.2279,0.071,0.1758
Glut-CACNA1H-1,0.066,0.0671,0.3367,0.4865,0.8712,0.9042,0.6699,0.3284,0.1301,0.2044,0.1393,0.5075,0.1185,0.1118,0.1846,0.4111,0.115,0.2476,0.1345,0.2262,0.5075,0.6199,0.0935,0.098,0.3745,0.295,0.4071,0.224,0.2233,0.8901,0.0745,0.0758,0.0788,0.1087,0.1059,0.1031,0.0837,0.082,0.0957,0.0718,0.0855,0.0804,0.0731,0.0893,0.0913,0.0874,0.0773,0.0706,0.0694,0.0682
Glut-CACNA1H-2,0.0546,0.0557,0.4356,0.4988,0.9439,0.7431,0.7817,0.7258,0.1315,0.1578,0.1755,0.4179,0.1892,0.4006,0.1628,0.3675,0.0821,0.3276,0.1146,0.1636,0.2286,0.5123,0.1296,0.1608,0.2564,0.4343,0.2401,0.1457,0.1787,0.6738,0.066,0.0618,0.0675,0.1453,0.1255,0.1255,0.153,0.0724,0.076,0.0631,0.0707,0.0742,0.0605,0.0645,0.1508,0.0867,0.1955,0.0592,0.0568,0.1379
Glut-CACNA1H-3,0.0612,0.0623,0.2473,0.4681,0.7668,0.8584,0.6597,0.3754,0.1298,0.2109,0.1776,0.586,0.1788,0.1426,0.1941,0.4188,0.1102,0.1869,0.1253,0.3526,0.3211,0.6439,0.0933,0.2053,0.3475,0.4066,0.4586,0.1574,0.1579,0.8704,0.0711,0.0683,0.0725,0.203,0.1548,0.104,0.1593,0.0772,0.0887,0.067,0.0789,0.074,0.0697,0.0807,0.0866,0.0845,0.0756,0.0658,0.0646,0.0634
Glut-CACNA1H-4,0.0649,0.0683,0.4039,0.1335,0.826,0.9563,0.7559,0.5116,0.1174,0.129,0.2611,0.3133,0.3377,0.7258,0.2771,0.2916,0.0994,0.7223,0.1249,0.1139,0.121,0.4248,0.148,0.2254,0.1958,0.2456,0.2342,0.1382,0.1687,0.4574,0.0748,0.0777,0.0734,0.1571,0.146,0.102,0.0863,0.0844,0.0882,0.072,0.0762,0.0826,0.0707,0.0793,0.0946,0.097,0.2654,0.0695,0.0671,0.2138
Glut-CACNA1H-RA,0.0742,0.0776,0.2975,0.4933,0.5413,0.6353,0.385,0.1581,0.2081,0.185,0.2545,0.2894,0.117,0.1063,0.2387,0.1342,0.1428,0.1303,0.164,0.1774,0.8879,0.7012,0.2479,0.0996,0.5868,0.2631,0.3291,0.3044,0.3734,0.7561,0.0841,0.0886,0.0855,0.2465,0.1113,0.1017,0.0827,0.0919,0.1087,0.08,0.1039,0.0902,0.087,0.12,0.0975,0.0956,0.0813,0.0753,0.0788,0.0764
Glut-DACH2-1,0.0596,0.0642,0.3519,0.0967,0.1449,0.1663,0.3127,0.2155,0.6213,0.2549,0.5574,0.5215,0.6804,0.6228,1.0,0.8338,0.1732,0.4482,0.2676,0.3232,0.1054,0.1734,0.1421,0.1282,0.1958,0.5127,0.2331,0.1702,0.1027,0.1196,0.0695,0.0681,0.0709,0.2281,0.1384,0.0995,0.085,0.081,0.074,0.0654,0.0756,0.0724,0.0618,0.0774,0.0917,0.0941,0.2557,0.0607,0.0667,0.199
Glut-DACH2-2,0.0716,0.075,0.2178,0.1087,0.1241,0.1942,0.2874,0.2007,0.759,0.1678,0.5336,0.3602,0.8174,0.6109,0.9625,0.772,0.1144,0.4044,0.1614,0.1748,0.1174,0.1207,0.179,0.1888,0.1907,0.6932,0.255,0.1555,0.0876,0.1358,0.0844,0.0787,0.0829,0.2394,0.1316,0.1115,0.0949,0.097,0.0911,0.0774,0.0894,0.0801,0.0762,0.086,0.1062,0.1037,0.3406,0.0738,0.0815,0.1814
Glut-DACH2-3,0.0588,0.0599,0.5973,0.0933,0.1487,0.1149,0.3904,0.1744,0.3322,0.6199,0.2557,0.7843,0.3949,0.4793,0.4148,0.4181,0.437,0.9708,0.4988,0.8151,0.1229,0.1916,0.1265,0.1549,0.1992,0.3685,0.1888,0.1596,0.1333,0.1188,0.0686,0.0659,0.0701,0.1834,0.0987,0.1654,0.0821,0.0802,0.0748,0.0646,0.0732,0.0716,0.0673,0.0765,0.0841,0.0863,0.2743,0.0622,0.061,0.1288
Glut-DACH2-4,0.065,0.0661,0.29,0.1077,0.195,0.1174,0.2549,0.114,0.4777,0.4766,0.2432,0.9708,0.2163,0.1291,0.5397,0.634,0.2217,0.6904,0.3805,0.623,0.3998,0.5239,0.097,0.0995,0.526,0.5838,0.4983,0.1434,0.0845,0.2127,0.0721,0.0708,0.0763,0.1108,0.1048,0.1021,0.081,0.0863,0.0827,0.0734,0.0794,0.0778,0.0748,0.0883,0.0925,0.0947,0.2176,0.0672,0.0683,0.0695
Glut-DACH2-5,0.0776,0.081,0.1509,0.1148,0.1267,0.1337,0.4227,0.156,0.9417,0.1808,0.5524,0.3478,0.7709,0.4202,0.7955,0.6536,0.1418,0.216,0.1967,0.2837,0.1204,0.1234,0.2039,0.2204,0.2319,0.5826,0.2447,0.1615,0.103,0.1376,0.0904,0.0889,0.092,0.1462,0.1301,0.1175,0.0937,0.0954,0.1051,0.0835,0.0971,0.0875,0.0822,0.099,0.1122,0.1097,0.3353,0.0798,0.0847,0.2036
Glut-DACH2-6,0.0734,0.078,0.2248,0.1193,0.1334,0.1376,0.3517,0.1225,0.5579,1.0,0.2435,0.6748,0.193,0.1259,0.363,0.4858,0.1296,0.3901,0.5986,0.7911,0.405,0.4184,0.0948,0.1009,0.3924,0.2893,0.2651,0.1518,0.1133,0.1632,0.0833,0.0895,0.0863,0.1162,0.1106,0.1032,0.0806,0.1055,0.108,0.0819,0.0968,0.093,0.0848,0.0988,0.0878,0.0912,0.2926,0.0768,0.0757,0.1832
Glut-DACH2-7,0.0684,0.0707,0.2861,0.1072,0.1273,0.1315,0.284,0.1406,0.7948,0.4065,0.6895,0.6804,0.437,0.236,0.8486,0.6255,0.1101,0.3092,0.4195,0.4642,0.1164,0.1234,0.1467,0.1634,0.3093,0.7619,0.3926,0.2022,0.0948,0.1359,0.0801,0.0834,0.0817,0.1198,0.1131,0.1045,0.0772,0.0887,0.0927,0.0758,0.0851,0.0786,0.0744,0.0868,0.097,0.0994,0.2271,0.0719,0.0695,0.0673
Glut-DACH2-8,0.0736,0.077,0.2509,0.1195,0.1261,0.1336,0.5551,0.1227,0.4331,0.8521,0.3676,0.7561,0.152,0.1298,0.2874,0.3251,0.4445,0.3743,0.7834,1.0,0.2363,0.2944,0.095,0.1034,0.3067,0.3011,0.2706,0.147,0.1135,0.1634,0.0835,0.085,0.088,0.1164,0.1108,0.1057,0.0808,0.099,0.1011,0.0795,0.097,0.0897,0.0865,0.1082,0.0914,0.0932,0.2448,0.1958,0.0782,0.0747
Glut-DACH2-HVCra,0.0613,0.0636,0.1774,0.2192,0.1299,0.1585,0.1452,0.1255,0.5162,0.1721,0.462,0.3488,0.3023,0.3632,0.7744,0.4717,0.1138,0.1576,0.5229,0.3379,0.2437,0.2842,0.1927,0.0959,0.3566,0.6079,0.8924,0.5599,0.1668,0.1397,0.0774,0.0727,0.0757,0.2413,0.3597,0.0985,0.1188,0.0934,0.0867,0.0685,0.0827,0.0712,0.0672,0.0888,0.0809,0.0791,0.3987,0.0647,0.0659,0.1452
Glut-DACH2-HVCra-Pre,0.0664,0.0687,0.2639,0.1063,0.1226,0.1306,0.1772,0.1926,0.696,0.1696,0.5339,0.5658,0.4899,0.5551,0.8778,0.7605,0.1092,0.3835,0.3029,0.2207,0.1636,0.1769,0.0918,0.0962,0.3537,0.6653,0.5946,0.3841,0.0939,0.1448,0.0808,0.0778,0.0793,0.1984,0.2415,0.1036,0.0825,0.0878,0.0898,0.0736,0.0842,0.0749,0.0723,0.086,0.101,0.0985,0.1667,0.0698,0.071,0.0675
Glut-DACH2-HVCx,0.077,0.0793,0.236,0.1295,0.1456,0.1332,0.2533,0.1261,0.3001,0.2695,0.2209,0.7955,0.1503,0.1229,0.4875,0.2328,0.137,0.3176,0.5433,0.3788,0.6793,0.8879,0.1045,0.1116,0.6162,0.3295,0.7948,0.3537,0.1091,0.2591,0.0855,0.0869,0.0884,0.1198,0.1169,0.1142,0.0899,0.1024,0.1004,0.0829,0.0984,0.0914,0.0842,0.1068,0.0948,0.0966,0.0931,0.0781,0.0816,0.0804
Glut-DACH2-LMANco,0.0843,0.0877,0.2604,0.1301,0.1334,0.1443,0.1875,0.1271,0.3779,0.6811,0.255,0.4961,0.1485,0.2685,0.1805,0.1627,0.8959,0.234,0.3955,0.8247,0.2126,0.1682,0.1004,0.1039,0.2607,0.2805,0.4237,0.1951,0.5068,0.2034,0.0987,0.0972,0.1021,0.1215,0.1118,0.1077,0.0902,0.1141,0.1189,0.0928,0.1164,0.1097,0.1057,0.1405,0.0942,0.0957,0.2216,0.0865,0.2065,0.2458
Glut-DACH2-LMANsh,0.0714,0.0747,0.1498,0.1112,0.1204,0.1275,0.2683,0.1399,0.8778,0.4156,0.525,0.586,0.5834,0.1612,0.6123,0.6987,0.3117,0.1996,0.3856,0.6579,0.1238,0.1172,0.1553,0.1011,0.3384,0.7198,0.3584,0.2197,0.1059,0.1355,0.0842,0.0827,0.0874,0.1314,0.1141,0.1085,0.0858,0.0891,0.0989,0.0759,0.0927,0.0798,0.0785,0.0947,0.1034,0.0967,0.291,0.0736,0.0772,0.0725
Glut-GABA,0.0398,0.042,0.2193,0.0743,0.1257,0.167,0.1682,0.1491,0.7262,0.2066,0.5391,0.3636,0.3464,0.2342,0.824,0.4773,0.0825,0.389,0.2558,0.3232,0.123,0.0992,0.2384,0.0892,0.2916,0.4015,0.3773,0.4092,0.1114,0.0888,0.1201,0.0511,0.0526,0.6899,0.698,0.5318,0.143,0.0575,0.3806,0.06,0.1302,0.1229,0.0456,0.0593,0.241,0.1326,0.1706,0.0431,0.0443,0.0758
Glut-Im,0.066,0.0719,0.3353,0.1006,0.1222,0.2169,0.2966,0.1954,0.4844,0.4231,1.0,0.3773,0.4844,0.4849,0.4662,0.8092,0.1407,0.4136,0.2224,0.3022,0.1119,0.1151,0.4841,0.43,0.4002,0.5861,0.2058,0.1444,0.0894,0.126,0.0732,0.0774,0.0789,0.1346,0.1185,0.0981,0.0914,0.0856,0.0874,0.0745,0.0804,0.0821,0.0683,0.0759,0.0935,0.0958,0.1436,0.0694,0.0706,0.1893
Glut-NB,0.0656,0.0931,0.3009,0.1618,0.242,0.5116,0.2152,0.2922,0.359,0.1217,0.8046,0.1718,0.1978,0.4258,0.4433,0.2553,0.3086,0.3026,0.2254,0.0851,0.144,0.0889,1.0,0.8733,0.3576,0.1996,0.1717,0.1688,0.0754,0.0953,0.0976,0.1297,0.1114,0.0909,0.2796,0.0784,0.4887,0.0714,0.0833,0.1146,0.069,0.0769,0.0702,0.0678,0.1256,0.1495,0.3485,0.1014,0.0727,0.2988
Glut-NSC,0.8486,0.2402,0.1013,0.1304,0.11,0.1077,0.0957,0.3006,0.0825,0.0802,0.182,0.1547,0.1967,0.2793,0.1897,0.0813,0.1125,0.0864,0.0838,0.079,0.1033,0.0975,0.7931,0.3283,0.1784,0.0851,0.1606,0.1054,0.1421,0.0923,0.3471,0.1742,0.1887,0.1151,0.1379,0.1563,0.6072,0.1512,0.1618,0.2753,0.1238,0.1341,0.1465,0.127,0.3517,0.1971,0.6033,0.4119,0.4119,0.8227
Glut-SATB2-1,0.0778,0.0824,0.2317,0.1237,0.1511,0.1303,0.2275,0.1378,0.347,0.1886,0.5195,0.3222,0.2361,0.1464,0.4294,0.254,0.1206,0.2061,0.2628,0.1741,0.1562,0.2511,0.1657,0.2834,0.917,0.6397,0.8195,0.8223,0.1053,0.142,0.164,0.0922,0.0907,0.1269,0.1177,0.1622,0.0877,0.0992,0.0974,0.0863,0.0956,0.0939,0.085,0.1012,0.1099,0.1076,0.3573,0.0812,0.0801,0.2339
Micro,0.5497,0.2869,0.1977,0.1373,0.114,0.1106,0.0967,0.1159,0.1123,0.0991,0.0979,0.0956,0.1178,0.1317,0.2489,0.1242,0.3007,0.0945,0.103,0.1073,0.1266,0.1003,0.2442,0.2136,0.1199,0.1089,0.251,0.1291,0.2427,0.1044,0.1907,0.1729,0.2053,0.1403,0.1545,0.1977,0.2568,0.1587,0.1631,0.1784,0.1436,0.147,0.1678,0.1506,0.2329,0.2228,1.0,0.43,0.5039,0.7438
OPC,0.674,0.8338,0.115,0.1577,0.1281,0.1233,0.1096,0.1364,0.1021,0.0947,0.0982,0.0936,0.119,0.1307,0.1049,0.1007,0.1335,0.0994,0.2617,0.0958,0.1169,0.1113,0.2433,0.232,0.1035,0.097,0.1131,0.1211,0.1622,0.108,0.2044,0.2219,0.2127,0.1257,0.1394,0.1669,0.27,0.1536,0.1775,0.1834,0.1426,0.1497,0.172,0.1461,0.1898,0.1968,0.4766,1.0,0.6952,0.4266
Oligo-1,0.2714,0.5773,0.1021,0.1271,0.1128,0.1035,0.0984,0.1183,0.1225,0.0972,0.2237,0.0961,0.1322,0.1349,0.2239,0.1247,0.2058,0.095,0.2377,0.1009,0.1145,0.0996,0.2447,0.2334,0.1094,0.1111,0.1204,0.1296,0.1378,0.1079,0.1982,0.1789,0.1912,0.1441,0.1636,0.2657,0.4028,0.155,0.1511,0.1848,0.1592,0.1408,0.1475,0.1734,0.2233,0.2141,0.4885,0.4885,1.0,0.4856
Oligo-2,0.4213,0.6624,0.178,0.1155,0.0994,0.088,0.0856,0.0947,0.2212,0.0868,0.0892,0.0845,0.1088,0.2495,0.1952,0.1131,0.1796,0.0834,0.2417,0.0905,0.1179,0.0933,0.4105,0.2218,0.1067,0.1029,0.1109,0.1233,0.1262,0.1012,0.1942,0.1673,0.1866,0.2884,0.1359,0.2693,0.377,0.1476,0.1395,0.3163,0.1434,0.1325,0.152,0.1567,0.3353,0.3116,0.6327,0.4768,0.8764,0.6973
Oligo-3,0.9148,0.3234,0.1881,0.1314,0.1169,0.1044,0.0949,0.1213,0.1111,0.0937,0.0974,0.0915,0.119,0.1287,0.1076,0.1149,0.1813,0.0926,0.1093,0.1014,0.1261,0.0961,0.3965,0.2107,0.1059,0.0987,0.1129,0.1236,0.2516,0.1029,0.2023,0.1877,0.1947,0.1343,0.144,0.1557,0.2538,0.1699,0.1754,0.1515,0.1477,0.1373,0.1601,0.1648,0.2938,0.2907,0.7779,0.4232,0.8453,0.7496
