,Astrocytes,COPs+NFOLs,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TCF7L2,Ex_TSHZ2_NR4A2,Inh_CGE_like_CACNA1B,Inh_CGE_like_CACNA2D3,Inh_CGE_like_MAN1A1,Inh_LGE_like_FOXP1_DGKH,Inh_LGE_like_FOXP1_SGCG,Inh_LGE_like_FOXP2,Inh_LGE_like_Pre,Inh_MGE_like_ANO1,Inh_MGE_like_LHX8,Inh_MGE_like_SST_ABI3BP,Inh_MGE_like_SST_PVALB,Inh_MGE_like_SST_SLC24A2,Inh_MGE_like_ST18,Inh_MGE_like_ST18_PVALB,Inh_OB_CPA6,Inh_OB_FGFRL1,Microglia,OPCs,Oligodendrocytes,Vascular
GABA-3,0.2022,0.2828,0.3406,0.3524,0.2988,0.2705,0.253,0.2883,0.2397,0.2241,0.2189,0.2153,0.2617,0.279,0.2315,0.2033,0.38,0.2273,0.2573,0.2587,0.3531,0.2603,0.3455,0.3442,0.259,0.2078,0.2848,0.307,0.4623,0.265,0.5599,0.6254,0.5625,0.3479,0.3471,0.3722,0.3738,0.6875,0.5545,0.8759,3.1864,0.7241,0.7118,0.706,0.3721,0.3776,0.3528,0.2957,0.3067,0.2408
GABA-4-1,0.2083,0.3222,0.3449,0.3535,0.2778,0.2441,0.251,0.2674,0.2798,0.2548,0.2179,0.2359,0.2789,0.2792,0.2588,0.2514,0.4228,0.2206,0.2671,0.2824,0.3814,0.2913,0.3682,0.361,0.2807,0.2469,0.3179,0.3355,0.466,0.2847,0.5684,0.594,0.5649,0.3672,0.3617,0.4125,0.4117,0.6967,0.5778,0.7688,2.6398,1.2235,0.6905,0.7456,0.3981,0.3936,0.4127,0.3136,0.3627,0.292
GABA-4-2,0.2325,0.3069,0.3539,0.4085,0.3605,0.3321,0.3088,0.35,0.2894,0.2705,0.252,0.2442,0.3144,0.3231,0.2839,0.2408,0.4213,0.2601,0.2854,0.2943,0.3765,0.2917,0.3303,0.3304,0.2884,0.245,0.3166,0.3505,0.4913,0.3009,0.5172,0.549,0.5247,0.3914,0.3738,0.3635,0.3481,0.6505,0.5648,0.5998,1.9902,0.6162,0.6248,1.6897,0.3738,0.3709,0.3872,0.3192,0.3471,0.2624
GABA-5-1,0.2101,0.2986,0.3494,0.3381,0.3238,0.283,0.2626,0.3316,0.2352,0.2293,0.2085,0.2015,0.284,0.3198,0.252,0.2056,0.2868,0.2652,0.2821,0.2376,0.2881,0.2321,0.4027,0.4028,0.2117,0.2039,0.2605,0.2808,0.4664,0.2102,0.668,0.9862,2.9316,0.3178,0.3431,0.4323,0.4526,0.5466,0.4832,0.583,0.5134,0.5613,0.5781,0.4549,0.4389,0.4033,0.2741,0.3776,0.2728,0.2152
GABA-5-2,0.2576,0.3395,0.314,0.3505,0.2919,0.2399,0.2067,0.3138,0.1662,0.1882,0.1699,0.1483,0.2204,0.2619,0.1711,0.1635,0.2976,0.1925,0.2393,0.185,0.2993,0.221,0.4424,0.443,0.1782,0.1548,0.2271,0.286,0.4487,0.1884,2.6995,0.981,1.5925,0.312,0.356,0.4472,0.5093,0.5654,0.4742,0.61,0.5113,0.5673,0.6024,0.4542,0.4931,0.45,0.3371,0.4208,0.3244,0.2595
GABA-6,0.2768,0.3338,0.3781,0.3622,0.3431,0.2891,0.2817,0.3707,0.2714,0.2107,0.2519,0.2149,0.3491,0.3755,0.308,0.2531,0.3421,0.2535,0.2763,0.2336,0.3155,0.2421,0.3848,0.3876,0.2527,0.256,0.3009,0.3457,0.4212,0.2384,0.6193,0.602,0.618,0.3659,0.3858,0.4111,0.424,3.28,0.4979,0.6386,0.6734,0.5921,0.6181,0.5818,0.459,0.4306,0.3827,0.3489,0.3417,0.2879
GABA-7,0.2045,0.3127,0.3567,0.3456,0.3083,0.2701,0.2484,0.307,0.2269,0.2387,0.1994,0.2158,0.2525,0.263,0.2164,0.1878,0.3595,0.2491,0.2963,0.2722,0.3821,0.2783,0.3931,0.4311,0.2585,0.2097,0.289,0.3369,0.484,0.2501,0.5947,0.6173,0.622,0.3042,0.3398,0.4076,0.4582,0.6089,0.514,0.6786,0.6685,0.6462,3.1415,0.6182,0.4011,0.3895,0.305,0.3393,0.2987,0.2331
GABA-8,0.2282,0.316,0.9235,0.3633,0.3336,0.2939,0.307,0.3458,0.277,0.3019,0.2398,0.2538,0.317,0.3243,0.2865,0.2472,0.3742,0.2956,0.3159,0.3005,0.3581,0.2991,0.417,0.4421,0.2669,0.2675,0.2821,0.3218,0.6133,0.2582,0.5084,0.5803,0.5581,0.3378,0.3662,0.4291,0.4594,0.5437,2.4801,0.5981,0.5599,0.5972,0.5819,0.5008,0.4336,0.4001,0.3528,0.353,0.3059,0.2785
GABA-Pre,0.1264,0.2752,0.3237,0.3444,0.2877,0.2494,0.2319,0.2855,0.1641,0.1854,0.1568,0.1475,0.2116,0.2539,0.1769,0.15,0.2895,0.2096,0.2256,0.1842,0.2942,0.2396,0.4548,0.4624,0.1962,0.1793,0.2326,0.292,0.5215,0.1987,0.5872,0.7067,0.6091,0.3425,0.3681,0.4984,0.9904,0.5828,0.6774,0.8312,1.0659,1.2413,1.2341,0.6825,0.4722,0.4145,0.3174,0.3296,0.2447,0.2072
Glut-Arco-1,0.1007,0.1678,0.5365,1.1128,0.9267,1.7052,0.6732,0.5409,0.502,0.5948,0.5243,0.6136,0.4868,0.4534,0.5111,0.5359,0.4304,0.5559,0.5196,0.5474,0.5837,0.7057,0.3403,0.3667,0.6004,0.5287,0.5505,0.5455,0.4044,1.4097,0.2562,0.272,0.2648,0.414,0.4005,0.3767,0.2663,0.287,0.3625,0.2411,0.3113,0.3013,0.2437,0.3136,0.3237,0.3167,0.2346,0.1968,0.1707,0.1439
Glut-Arco-2,0.0881,0.1471,0.6483,0.7524,1.7539,1.2685,0.9912,1.4494,0.4905,0.5705,0.5594,0.6196,0.5494,0.529,0.5315,0.5514,0.3438,0.5934,0.5163,0.4957,0.5511,0.7225,0.3544,0.3955,0.5918,0.6004,0.5521,0.5304,0.3418,0.8318,0.2333,0.237,0.2383,0.4086,0.4182,0.3832,0.2836,0.249,0.2835,0.2366,0.2513,0.2744,0.2167,0.2229,0.3478,0.3521,0.2283,0.1814,0.1481,0.1399
Glut-Arco-3,0.1401,0.1903,0.5403,0.6396,1.2368,1.2757,0.6244,0.506,0.5102,0.5907,0.5209,0.6264,0.479,0.4399,0.5056,0.5635,0.4193,0.5414,0.5145,0.5464,0.585,0.6444,0.3586,0.3832,0.6019,0.546,0.5639,0.5388,0.3651,0.8619,0.2686,0.2745,0.2832,0.4073,0.408,0.4076,0.3069,0.2963,0.3495,0.2598,0.3017,0.2958,0.2579,0.2982,0.3463,0.3431,0.2732,0.2316,0.2072,0.185
Glut-Arco-4,0.2451,0.2865,0.4849,0.4559,0.6032,0.7055,0.4575,0.3643,0.4866,0.5037,0.4618,0.5508,0.3969,0.366,0.4501,0.5324,0.4434,0.4112,0.4427,0.4804,0.5737,1.0062,0.5476,0.4615,0.6145,0.5665,0.6667,0.4948,0.3393,0.7625,0.3255,0.2873,0.327,0.4134,0.4235,0.4504,0.4361,0.3293,0.3446,0.2959,0.3074,0.3135,0.3195,0.3453,0.3997,0.3792,0.4328,0.2866,0.3495,0.3395
Glut-Arco-5,0.0878,0.158,0.5908,0.5636,0.9981,1.4928,0.7689,0.666,0.5016,0.547,0.5845,0.6028,0.6191,1.1712,0.6042,0.5484,0.3356,0.6958,0.5303,0.4733,0.5046,0.5972,0.3318,0.3951,0.5782,0.5903,0.565,0.5436,0.3502,0.6172,0.2176,0.2403,0.2254,0.4633,0.4458,0.3812,0.2698,0.2586,0.3102,0.2098,0.2345,0.2591,0.1814,0.2233,0.3398,0.3395,0.2356,0.1832,0.1452,0.1293
Glut-HVC-1,0.1581,0.1998,0.4766,0.4586,0.514,0.4948,0.5567,0.5154,0.6283,0.5663,0.5749,0.6104,0.6064,0.5597,0.8071,0.5954,0.4763,0.5692,0.8149,0.5794,0.4844,0.4877,0.3155,0.3468,0.5745,0.6457,1.5557,0.7732,0.3468,0.5021,0.2961,0.3032,0.2985,0.5002,0.4631,0.3762,0.2836,0.3318,0.331,0.2466,0.3335,0.2776,0.2368,0.3151,0.318,0.3135,0.259,0.2084,0.205,0.165
Glut-HVC-1a,0.0986,0.1451,0.5147,0.4299,0.5283,0.533,1.1341,0.5488,0.7569,0.6115,0.7073,0.716,0.7301,0.6926,1.7184,0.7347,0.4151,0.6573,0.6099,0.5998,0.4552,0.4805,0.2542,0.2979,0.626,0.7225,0.6795,0.5829,0.28,0.5094,0.2261,0.2339,0.232,0.5194,0.4715,0.3731,0.222,0.2515,0.2577,0.1929,0.2518,0.2101,0.1724,0.2427,0.3068,0.3055,0.1955,0.1535,0.1461,0.1005
Glut-HVC-2,0.1211,0.1761,0.5374,0.4977,0.5517,0.5213,0.5982,0.5031,0.5962,0.6415,0.544,0.7942,0.5403,0.4735,0.6116,0.5636,0.5023,0.6055,1.1059,0.6367,1.0948,1.0043,0.325,0.3676,0.6758,0.6103,1.0748,0.6,0.3635,0.5922,0.2519,0.2752,0.2868,0.4462,0.4011,0.375,0.2756,0.3354,0.3312,0.2433,0.3297,0.3087,0.248,0.3426,0.312,0.3154,0.2951,0.1784,0.1931,0.1745
Glut-LMAN-1,0.1211,0.171,0.5034,0.3908,0.4441,0.4713,0.6048,0.4971,1.7775,0.6311,0.6556,0.6722,0.7289,0.5967,0.7644,0.7205,0.5213,0.6321,0.6177,1.1816,0.4157,0.4101,0.2643,0.2941,0.589,0.7358,0.581,0.5139,0.3378,0.461,0.2341,0.2434,0.2534,0.4682,0.4137,0.3527,0.2342,0.2736,0.3094,0.2112,0.2865,0.2422,0.2171,0.2798,0.297,0.2921,0.2183,0.1578,0.1928,0.1416
Glut-LMAN-2,0.1279,0.2012,0.4966,0.4526,0.4613,0.4869,0.5596,0.4514,0.5759,0.7759,0.5065,0.6272,0.494,0.4318,0.5424,0.5019,1.3491,0.5798,0.6048,1.1488,0.5483,0.5165,0.2893,0.3092,0.5728,0.5191,0.558,0.5482,0.6784,0.5403,0.2987,0.3105,0.3162,0.4205,0.3586,0.3304,0.23,0.3668,0.4047,0.2728,0.3968,0.3571,0.333,0.4477,0.2781,0.2951,0.2558,0.1853,0.2153,0.1628
Glut-NC-1,0.127,0.1531,0.6335,0.3873,0.5121,0.5268,0.8089,0.5742,0.9625,0.641,1.0376,1.0437,1.2071,1.2571,1.8602,2.0528,0.3989,0.8796,0.6382,0.6339,0.4225,0.471,0.3029,0.3329,0.6206,1.0122,0.6286,0.5557,0.2492,0.4902,0.1955,0.2011,0.1985,0.5336,0.4815,0.3786,0.2506,0.2471,0.2192,0.1839,0.2318,0.2132,0.1414,0.219,0.3445,0.3421,0.257,0.1503,0.1723,0.1335
Glut-NC-2,0.1312,0.1667,0.5121,0.383,0.4793,0.4964,0.6437,0.5235,0.9775,0.6052,0.7615,0.7099,1.473,0.7864,1.6819,0.8568,0.4239,0.6605,0.5965,0.6047,0.4342,0.4427,0.2671,0.2975,0.6231,0.7883,0.628,0.5482,0.261,0.4855,0.2162,0.2135,0.2193,0.5243,0.4815,0.3883,0.2459,0.257,0.2583,0.1985,0.257,0.2137,0.1695,0.2382,0.3259,0.3187,0.2442,0.1581,0.1993,0.1426
Glut-NC-3,0.1129,0.1567,0.8259,0.3797,0.4656,0.5021,0.6883,0.4944,0.7044,0.8861,0.6282,0.995,0.6808,0.5901,0.7241,0.6674,0.5589,2.4699,0.858,1.2275,0.495,0.5516,0.3568,0.3703,0.5955,0.6785,0.5898,0.5378,0.3395,0.4817,0.2161,0.2147,0.2343,0.423,0.373,0.3556,0.2563,0.2744,0.2592,0.1998,0.2478,0.2396,0.2063,0.256,0.2967,0.3168,0.2691,0.1764,0.1593,0.1619
Glut-NC-4,0.0902,0.1421,0.5959,0.4338,0.5308,0.5176,0.6488,0.5001,0.7451,0.7233,0.6411,1.9189,0.6377,0.5437,0.7883,0.729,0.5051,0.9145,0.6742,0.8478,0.5978,0.6527,0.3131,0.3566,0.747,0.7143,0.696,0.6047,0.2946,0.5968,0.1947,0.2035,0.2266,0.4296,0.3822,0.361,0.242,0.2847,0.2684,0.2105,0.2665,0.2643,0.2099,0.2799,0.3017,0.3157,0.2827,0.1506,0.1659,0.165
Glut-NR-1,0.1319,0.1676,0.4943,0.3706,0.4442,0.4715,0.6277,0.5247,2.0171,0.5977,0.7201,0.6902,1.0716,0.6641,1.1505,0.7988,0.4529,0.656,0.6118,0.6152,0.3932,0.3935,0.2586,0.289,0.5698,0.7586,0.5792,0.5097,0.2829,0.4516,0.2144,0.2259,0.2261,0.4888,0.4436,0.352,0.2269,0.2546,0.2874,0.1986,0.2654,0.2186,0.1834,0.2473,0.3028,0.2962,0.206,0.1566,0.1959,0.1278
Glut-NR-2,0.0614,0.1196,0.5602,0.4304,0.5021,0.5076,0.6303,0.4823,0.7417,2.4856,0.5719,0.8178,0.533,0.4766,0.6028,0.5876,0.4757,0.7081,0.7221,1.2648,0.5388,0.5845,0.2452,0.2848,0.5847,0.5719,0.5647,0.5454,0.3476,0.5487,0.2283,0.2538,0.2399,0.3772,0.322,0.2922,0.1634,0.3031,0.3113,0.2103,0.281,0.2592,0.2256,0.2877,0.2393,0.2444,0.1534,0.1194,0.0947,0.0778
Glut-NR-3,0.0826,0.115,0.539,0.4022,0.507,0.5134,0.6513,0.545,1.2233,0.6706,0.7549,0.803,0.7071,0.6177,1.3836,0.7998,0.4104,0.7146,0.6662,0.6773,0.445,0.4723,0.2343,0.2912,0.6097,1.3106,0.6152,0.5499,0.2742,0.4954,0.1803,0.2079,0.197,0.4692,0.415,0.3247,0.1748,0.2286,0.2462,0.1653,0.2181,0.1941,0.1461,0.2172,0.2628,0.2683,0.1319,0.1239,0.0989,0.055
Glut-NR-4,0.0882,0.142,0.5612,0.4151,0.4693,0.4969,0.6708,0.4649,0.7209,1.2003,0.6282,0.8699,0.5771,0.4804,0.6324,0.6249,0.5706,0.7013,1.0219,2.4334,0.5443,0.5635,0.2648,0.307,0.6411,0.6329,0.5979,0.5558,0.3732,0.5632,0.224,0.2331,0.2438,0.3993,0.3502,0.3069,0.1849,0.2931,0.317,0.2037,0.2954,0.258,0.2225,0.3167,0.2584,0.267,0.1994,0.14,0.1513,0.1039
Glut-NR-5,0.0593,0.1218,0.5256,0.4557,0.557,0.5296,0.6423,0.5528,0.6376,0.61,0.6337,0.6522,0.6059,0.5448,0.6807,0.6016,0.4227,0.6347,0.6127,0.6027,0.5349,0.5485,0.2618,0.3545,2.2409,0.8116,1.8372,1.6996,0.2948,0.5199,0.2255,0.2411,0.2359,0.4685,0.4135,0.3639,0.2055,0.2572,0.2534,0.2056,0.254,0.2403,0.1893,0.2507,0.301,0.2956,0.1406,0.1233,0.0859,0.0532
Glut-Nido-1,0.1177,0.1374,0.5456,0.3663,0.4873,0.4993,0.6507,0.5551,1.0803,0.6342,0.7865,0.7487,0.9094,0.8242,2.1576,0.8393,0.408,0.7199,0.636,0.6278,0.4022,0.4352,0.2801,0.3111,0.598,0.8016,0.6103,0.5321,0.2479,0.4751,0.193,0.1904,0.1984,0.5133,0.4741,0.3621,0.2333,0.2345,0.2279,0.1762,0.2257,0.1941,0.1435,0.216,0.3152,0.3241,0.2154,0.1312,0.1547,0.1125
Glut-Nido-2,0.0627,0.1364,0.5062,0.3818,0.4391,0.4666,0.5619,0.4806,0.8346,0.5795,0.7192,0.6533,0.6845,0.5886,1.0559,0.6978,0.4144,0.6394,0.6083,0.5931,0.434,0.4235,0.2907,0.3374,0.613,0.6941,0.6297,0.6406,0.307,0.425,0.2298,0.2418,0.2414,1.4087,0.9746,0.7039,0.3214,0.2606,0.3564,0.2327,0.2531,0.2646,0.2054,0.2545,0.3964,0.3572,0.1952,0.1417,0.1278,0.0973
Glut-Nido-3,0.3299,0.32,0.3431,0.2645,0.2265,0.2295,0.2408,0.1953,0.3902,0.3595,0.3291,0.3725,0.3116,0.2727,0.3516,0.443,0.4485,0.2734,0.3469,0.3666,0.4568,0.7605,0.7338,0.4372,0.4277,0.5083,0.5649,0.402,0.3002,0.3774,0.4344,0.3624,0.4224,0.3825,0.3792,0.4927,0.4841,0.4762,0.3775,0.4346,0.4336,0.4791,0.4557,0.4834,0.4081,0.4026,0.5567,0.2912,0.4101,0.4413
Glut-Pre-1,1.4828,0.5584,0.1854,0.2971,0.2283,0.2141,0.1466,0.2713,0.1097,0.1007,0.1327,0.0352,0.1815,0.2613,0.1339,0.0963,0.2265,0.1274,0.1255,0.0869,0.1895,0.1293,0.6594,0.495,0.1353,0.1179,0.1269,0.1986,0.8137,0.127,0.3928,0.3844,0.4025,0.2347,0.2984,0.3224,0.6131,0.324,0.3355,0.3635,0.2619,0.3009,0.3159,0.2888,0.419,0.4066,0.6566,0.5836,0.5581,1.041
Glut-Pre-2,0.2372,0.3602,0.4151,0.4053,0.4408,0.4714,0.4336,0.444,0.3378,0.3728,0.8033,0.3629,0.3848,0.4277,0.3794,0.3357,0.3096,0.4274,0.4091,0.3386,0.3706,0.3366,2.7585,1.3911,0.3799,0.3567,0.3496,0.3996,0.3219,0.343,0.3505,0.3746,0.3637,0.3477,0.3733,0.3217,0.6447,0.3022,0.338,0.362,0.2725,0.3237,0.2855,0.2652,0.3706,0.3835,0.3265,0.3655,0.2991,0.2548
Glut-Pre-3,0.1148,0.1671,0.5586,0.4003,0.504,0.5529,0.6576,0.5426,0.6943,0.6141,2.8369,0.6923,0.6787,0.6176,0.7315,0.81,0.3974,0.6761,0.5894,0.5917,0.4479,0.4705,0.4366,0.522,0.6329,0.7377,0.5601,0.5412,0.2694,0.5105,0.1867,0.2125,0.2227,0.5329,0.4895,0.3461,0.3005,0.2417,0.2464,0.207,0.2305,0.2355,0.1588,0.2067,0.3374,0.3428,0.2288,0.1608,0.158,0.1228
Glut-RA,0.171,0.2218,0.5131,0.5758,0.6014,0.6129,0.5554,0.488,0.4609,0.5152,0.467,0.5238,0.4355,0.4169,0.4684,0.4521,0.4584,0.4713,0.4758,0.4953,1.1466,0.5966,0.3351,0.3579,0.5692,0.472,0.5243,0.5484,0.5823,0.6561,0.3184,0.3323,0.3273,0.4574,0.4122,0.3783,0.293,0.3433,0.4157,0.2871,0.385,0.3481,0.3158,0.43,0.3563,0.3483,0.2796,0.2165,0.2376,0.1941
Micro,0.9172,0.6483,0.1088,0.2373,0.142,0.1263,0.0491,0.1468,0.1225,0.0735,0.0715,0.0244,0.1493,0.2197,0.1223,0.1675,0.3217,0.0302,0.1154,0.1199,0.1908,0.101,0.4736,0.3869,0.1603,0.1169,0.1593,0.199,0.2345,0.1189,0.3333,0.3135,0.3469,0.2496,0.2828,0.3345,0.5115,0.304,0.3075,0.3125,0.2663,0.2778,0.312,0.2987,0.4025,0.3832,3.3717,0.5871,0.7134,0.8201
OPC,0.6235,1.3737,0.1529,0.311,0.2225,0.2078,0.1392,0.2535,0.1008,0.0621,0.0945,0.0063,0.1752,0.232,0.1153,0.0893,0.2211,0.1028,0.1142,0.0822,0.152,0.1113,0.4444,0.4183,0.0964,0.0772,0.122,0.179,0.3155,0.1045,0.3702,0.3997,0.3935,0.2078,0.2604,0.3064,0.4534,0.3065,0.3492,0.354,0.2674,0.2902,0.3136,0.2667,0.3429,0.3587,0.4668,3.2513,0.5549,0.4732
Oligo-1,0.5351,0.8956,0.1594,0.2492,0.2102,0.1643,0.1453,0.2228,0.2281,0.1352,0.1621,0.1119,0.2605,0.2831,0.2176,0.2323,0.3585,0.1186,0.1897,0.1567,0.2127,0.135,0.4438,0.3962,0.1964,0.1927,0.2178,0.2582,0.2799,0.1809,0.35,0.3389,0.3514,0.309,0.319,0.3261,0.4512,0.3252,0.3242,0.3442,0.3286,0.2985,0.3198,0.3314,0.8893,0.3794,0.659,0.5814,2.8873,0.6369
Oligo-2,0.5884,0.9143,0.1398,0.2135,0.1537,0.1135,0.0815,0.1541,0.1917,0.1055,0.1326,0.0822,0.1981,0.2257,0.1566,0.2107,0.3631,0.0567,0.1559,0.1345,0.218,0.1379,0.4756,0.4167,0.1873,0.1712,0.211,0.2374,0.2671,0.1671,0.3744,0.3517,0.3676,0.2834,0.3176,0.3475,0.5115,0.3402,0.3263,0.3582,0.3308,0.3115,0.3513,0.3533,0.4065,0.4016,0.7152,0.598,3.297,0.7206
