,Astrocytes,COPs+NFOLs,Ex_BCL6,Ex_CACNA1H_CPA6,Ex_CACNA1H_KIT,Ex_CACNA1H_LHX9,Ex_CACNA1H_MCTP2,Ex_CACNA1H_PROX1,Ex_DACH2_ADAMTS5,Ex_DACH2_CEMIP,Ex_DACH2_GRIK4,Ex_DACH2_ITGA9,Ex_DACH2_LHX2,Ex_DACH2_LUZP2,Ex_DACH2_MGAT4C,Ex_DACH2_NR4A3,Ex_DACH2_RORB,Ex_DACH2_SLIT2,Ex_DACH2_TAC1,Ex_DACH2_ZMAT4,Ex_KIAA1217,Ex_KIAA1217_BCL6,Ex_Pre_KCNH7,Ex_Pre_SATB2,Ex_SATB2_FOXP2,Ex_SATB2_OVOA,Ex_SATB2_SOX6,Ex_SATB2_ZNF385B,Ex_TCF7L2,Ex_TSHZ2_NR4A2,Inh_CGE_like_CACNA1B,Inh_CGE_like_CACNA2D3,Inh_CGE_like_MAN1A1,Inh_LGE_like_FOXP1_DGKH,Inh_LGE_like_FOXP1_SGCG,Inh_LGE_like_FOXP2,Inh_LGE_like_Pre,Inh_MGE_like_ANO1,Inh_MGE_like_LHX8,Inh_MGE_like_SST_ABI3BP,Inh_MGE_like_SST_PVALB,Inh_MGE_like_SST_SLC24A2,Inh_MGE_like_ST18,Inh_MGE_like_ST18_PVALB,Inh_OB_CPA6,Inh_OB_FGFRL1,Microglia,OPCs,Oligodendrocytes,Vascular
GABA-3,0.0896,0.1193,0.1386,0.1582,0.1295,0.1149,0.1024,0.1241,0.1009,0.0954,0.0942,0.093,0.111,0.1171,0.0981,0.0907,0.2004,0.0967,0.104,0.1056,0.168,0.1091,0.1457,0.1421,0.1073,0.0918,0.1217,0.1354,0.3174,0.1129,0.3605,0.3985,0.3378,0.1537,0.1496,0.1794,0.2752,0.282,0.2179,0.7911,1.0,0.4842,0.6615,0.6536,0.1735,0.1928,0.1629,0.1267,0.1323,0.2194
GABA-4-1,0.0747,0.1146,0.1205,0.1237,0.0907,0.0793,0.0818,0.0891,0.0961,0.0846,0.1466,0.0781,0.0924,0.0942,0.1638,0.1895,0.1855,0.0769,0.0875,0.1001,0.148,0.1044,0.2801,0.2126,0.098,0.0805,0.1118,0.1175,0.3514,0.1022,0.3641,0.4108,0.203,0.2033,0.1308,0.1779,0.1709,0.4275,0.3033,0.7165,0.9625,0.8421,0.6776,0.7968,0.1586,0.1531,0.4219,0.1092,0.2523,0.2311
GABA-4-2,0.0956,0.1169,0.1517,0.1987,0.1556,0.1354,0.1189,0.1446,0.11,0.104,0.1001,0.0978,0.1209,0.1276,0.1054,0.0966,0.2063,0.1014,0.1069,0.1133,0.1794,0.1116,0.1301,0.1327,0.1084,0.0989,0.123,0.148,0.37,0.1151,0.2238,0.2452,0.234,0.1918,0.1714,0.1597,0.1414,0.3274,0.5274,0.288,0.8479,0.3063,0.7473,0.9417,0.1714,0.1641,0.3788,0.1253,0.1383,0.1027
GABA-5-1,0.0913,0.1282,0.154,0.1455,0.138,0.1175,0.105,0.1416,0.0983,0.0953,0.0889,0.184,0.12,0.1345,0.1015,0.0877,0.1226,0.1069,0.1152,0.0999,0.1253,0.0968,0.1639,0.1694,0.0939,0.0866,0.3332,0.113,0.3948,0.0926,0.8486,0.6649,1.0,0.1313,0.1496,0.1817,0.1963,0.2477,0.2239,0.4162,0.3676,0.4085,0.3866,0.2046,0.1887,0.1753,0.2674,0.3337,0.2715,0.2861
GABA-5-2,0.1002,0.1327,0.1888,0.1369,0.1073,0.2368,0.0871,0.1218,0.1207,0.0826,0.1553,0.1564,0.1378,0.1025,0.315,0.075,0.1099,0.0856,0.0961,0.0812,0.1126,0.0905,0.1511,0.1566,0.1204,0.0738,0.146,0.1048,0.2878,0.0841,1.0,0.7294,0.898,0.1155,0.1413,0.2214,0.3107,0.235,0.1919,0.4136,0.3793,0.3135,0.3564,0.1835,0.5353,0.1759,0.3275,0.3235,0.2981,0.2572
GABA-6,0.1172,0.1309,0.1653,0.1502,0.1383,0.1225,0.1189,0.1573,0.114,0.1012,0.3004,0.1022,0.147,0.1612,0.1265,0.1096,0.1357,0.111,0.1156,0.1034,0.1286,0.1057,0.1745,0.185,0.1083,0.1125,0.1245,0.141,0.1974,0.1045,0.3119,0.2634,0.2936,0.1536,0.1796,0.191,0.2043,1.0,0.2294,0.3331,0.3577,0.2508,0.4928,0.2396,0.2203,0.2119,0.3878,0.1439,0.3055,0.1207
GABA-7,0.0986,0.1422,0.1605,0.1564,0.1391,0.1177,0.1077,0.1362,0.1035,0.1062,0.0974,0.1009,0.1124,0.1159,0.1022,0.0964,0.1649,0.1092,0.1261,0.1197,0.1697,0.1217,0.1802,0.1995,0.1141,0.0997,0.1238,0.1454,0.4582,0.1108,0.3866,0.3818,0.2888,0.1309,0.1525,0.1926,0.2071,0.2586,0.2246,0.7431,0.5032,0.3282,1.0,0.5522,0.1862,0.1747,0.1335,0.1488,0.1284,0.1048
GABA-8,0.0776,0.1073,0.4978,0.1376,0.3988,0.2784,0.1977,0.2915,0.2114,0.3639,0.1441,0.0809,0.1692,0.2011,0.0904,0.0798,0.1461,0.0936,0.105,0.251,0.1337,0.1913,0.1614,0.1807,0.0834,0.0847,0.0889,0.2285,0.4482,0.0821,0.2058,0.2883,0.3829,0.1203,0.2205,0.2878,0.1883,0.2272,0.9854,0.3341,0.2539,0.508,0.4291,0.1967,0.3792,0.1509,0.1985,0.13,0.1009,0.0874
GABA-Pre,0.0453,0.0799,0.166,0.1186,0.1159,0.1762,0.1072,0.1362,0.0978,0.0777,0.1254,0.1182,0.0631,0.1052,0.1818,0.0675,0.0881,0.2034,0.0649,0.1379,0.0944,0.1044,0.1602,0.1485,0.0566,0.0525,0.0687,0.0911,0.3494,0.0582,0.3146,0.4364,0.3305,0.3478,0.373,0.4247,0.7209,0.195,0.3786,0.7427,0.7088,0.8434,0.8733,0.4344,0.4706,0.2518,0.3392,0.2203,0.0728,0.1896
Glut-Arco-1,0.0649,0.0671,0.324,0.6111,0.8151,0.9563,0.5714,0.3771,0.121,0.2146,0.189,0.5194,0.1174,0.1523,0.191,0.3765,0.1107,0.2946,0.129,0.2189,0.4515,0.7129,0.1271,0.097,0.3056,0.3201,0.2964,0.2075,0.1654,0.8795,0.0748,0.0793,0.0762,0.1499,0.102,0.0994,0.0777,0.0809,0.0946,0.072,0.0844,0.0826,0.0734,0.0863,0.0903,0.0882,0.0707,0.0695,0.0683,0.066
Glut-Arco-2,0.0614,0.0637,0.4356,0.4988,0.9854,0.8046,0.7184,0.7935,0.1396,0.1646,0.1899,0.3626,0.2109,0.4233,0.1689,0.3497,0.0889,0.2646,0.1176,0.1603,0.2279,0.5663,0.1385,0.1716,0.2355,0.3083,0.2494,0.1491,0.1764,0.556,0.0713,0.0743,0.0758,0.1547,0.1335,0.0986,0.0848,0.0775,0.0828,0.0728,0.0792,0.081,0.0673,0.0686,0.1734,0.0935,0.1054,0.066,0.0648,0.1531
Glut-Arco-3,0.0854,0.06,0.2962,0.6204,0.8368,0.9148,0.6156,0.3469,0.1998,0.2075,0.2121,0.5701,0.1551,0.1442,0.2134,0.3917,0.1036,0.201,0.1264,0.249,0.3839,0.6809,0.1507,0.1262,0.404,0.3517,0.3642,0.1417,0.148,0.8795,0.0663,0.0692,0.0707,0.1256,0.1006,0.0977,0.1201,0.0739,0.0853,0.065,0.0774,0.0722,0.0637,0.0756,0.0832,0.0812,0.0677,0.0624,0.0612,0.1618
Glut-Arco-4,0.0485,0.0496,0.3129,0.3297,0.6363,0.6486,0.2707,0.2051,0.3248,0.1869,0.2792,0.5103,0.1142,0.1165,0.2738,0.3319,0.1085,0.1505,0.1046,0.2686,0.3897,0.6866,0.3196,0.3477,0.5878,0.5271,0.6285,0.1768,0.0918,0.8355,0.0584,0.0519,0.0598,0.2108,0.1795,0.1911,0.1472,0.0613,0.0663,0.0778,0.0765,0.1058,0.057,0.068,0.0806,0.076,0.1807,0.0507,0.1384,0.1698
Glut-Arco-5,0.0654,0.0688,0.4033,0.1815,0.7483,0.9563,0.6797,0.5693,0.1179,0.1387,0.2356,0.2831,0.344,0.7563,0.3051,0.3123,0.0929,0.7272,0.1254,0.1145,0.1215,0.4087,0.1472,0.2268,0.2813,0.2276,0.2301,0.134,0.1939,0.3193,0.0739,0.0814,0.0767,0.1629,0.1474,0.1025,0.0868,0.0831,0.0887,0.0725,0.0798,0.0849,0.07,0.0753,0.0975,0.0951,0.2466,0.0712,0.0676,0.2001
Glut-HVC-1,0.0623,0.0646,0.1857,0.2324,0.1972,0.1223,0.1837,0.1407,0.5786,0.1586,0.4475,0.3869,0.3091,0.3394,0.7744,0.4101,0.1114,0.1731,0.562,0.3389,0.1801,0.3249,0.1549,0.0969,0.3217,0.6221,0.8924,0.6027,0.1753,0.1309,0.0752,0.0784,0.0767,0.2372,0.3222,0.145,0.0737,0.0898,0.0877,0.0695,0.0921,0.0722,0.0682,0.0819,0.0857,0.0801,0.3685,0.0669,0.0657,0.0634
Glut-HVC-1a,0.0621,0.0643,0.2584,0.1048,0.1306,0.1354,0.3048,0.2048,0.682,0.2191,0.5383,0.6593,0.6054,0.5639,0.8764,0.701,0.102,0.4004,0.2836,0.3096,0.1079,0.1592,0.0854,0.1524,0.3294,0.5448,0.5416,0.4101,0.0896,0.1182,0.0749,0.0781,0.0765,0.1753,0.2539,0.0992,0.0734,0.0816,0.0874,0.0706,0.0835,0.072,0.0679,0.0798,0.0966,0.0942,0.233,0.0667,0.0655,0.0632
Glut-HVC-2,0.0769,0.0791,0.2348,0.2335,0.2741,0.1369,0.2579,0.133,0.2861,0.3088,0.2146,0.8011,0.1455,0.1227,0.4536,0.2316,0.1294,0.3274,0.6597,0.3562,0.6879,0.7445,0.0983,0.1114,0.6162,0.3396,0.7948,0.1877,0.109,0.2521,0.0854,0.0868,0.0897,0.1196,0.1168,0.114,0.0882,0.1044,0.1022,0.0827,0.1002,0.0929,0.084,0.1066,0.0946,0.0964,0.0913,0.0803,0.0815,0.078
Glut-LMAN-1,0.0721,0.0755,0.1505,0.112,0.1246,0.1362,0.3712,0.1454,0.8785,0.4163,0.5131,0.4632,0.6482,0.1753,0.6243,0.6381,0.326,0.2105,0.4093,0.6579,0.1211,0.1149,0.1543,0.0996,0.317,0.6748,0.3182,0.156,0.1066,0.1282,0.082,0.0865,0.0881,0.1321,0.1179,0.1092,0.0834,0.0916,0.1042,0.0779,0.0954,0.0849,0.0806,0.0935,0.1018,0.0975,0.3099,0.0743,0.0767,0.0732
Glut-LMAN-2,0.0868,0.0902,0.1554,0.1358,0.1429,0.1468,0.2252,0.1326,0.382,0.7023,0.1652,0.5197,0.1509,0.2544,0.19,0.1601,0.8667,0.2632,0.3867,0.8036,0.2059,0.1707,0.0981,0.1028,0.249,0.1766,0.3949,0.1976,0.4879,0.183,0.1012,0.1045,0.1063,0.1239,0.1143,0.1082,0.0926,0.1165,0.1213,0.0953,0.1189,0.1122,0.1101,0.1296,0.0967,0.0996,0.3671,0.089,0.2102,0.2458
Glut-NC-1,0.0595,0.0641,0.3512,0.0993,0.1567,0.1645,0.4057,0.2258,0.4518,0.2473,0.5693,0.6452,0.6797,0.6221,0.9731,0.8879,0.1022,0.4743,0.2448,0.3313,0.1772,0.2313,0.1359,0.1198,0.2793,0.5455,0.2437,0.1666,0.1084,0.1156,0.0679,0.0708,0.0693,0.128,0.112,0.0966,0.0848,0.079,0.0755,0.0666,0.0772,0.0723,0.0617,0.0739,0.094,0.0915,0.2615,0.0628,0.0653,0.1187
Glut-NC-2,0.0687,0.0721,0.2111,0.1058,0.1212,0.1944,0.3989,0.2094,0.6848,0.1719,0.5384,0.4601,0.8879,0.6862,0.8771,0.6037,0.1114,0.3039,0.1585,0.2159,0.1913,0.1177,0.177,0.1869,0.1795,0.6155,0.3282,0.1526,0.094,0.1287,0.08,0.0772,0.0815,0.2169,0.2175,0.1086,0.0864,0.0891,0.092,0.0745,0.0891,0.0786,0.0733,0.0831,0.1032,0.1008,0.3366,0.0709,0.0758,0.1818
Glut-NC-3,0.0631,0.0642,0.5916,0.1059,0.1561,0.1272,0.4245,0.1816,0.3197,0.6158,0.256,0.6992,0.4002,0.4161,0.4175,0.4386,0.4282,1.0,0.5087,0.7657,0.1231,0.1816,0.1306,0.1528,0.1957,0.3075,0.2207,0.1662,0.1409,0.1156,0.073,0.0716,0.0744,0.1933,0.103,0.0952,0.0808,0.0864,0.0826,0.0689,0.0775,0.0759,0.0702,0.0791,0.0885,0.0906,0.265,0.0677,0.0653,0.0665
Glut-NC-4,0.0627,0.0638,0.2014,0.1085,0.2054,0.1188,0.2683,0.1117,0.4642,0.4968,0.2293,0.9708,0.1589,0.1962,0.5646,0.6203,0.2055,0.7744,0.4038,0.7771,0.3934,0.4605,0.0924,0.0972,0.5165,0.4449,0.4367,0.2045,0.088,0.2709,0.0685,0.0698,0.074,0.1054,0.1025,0.0998,0.0755,0.086,0.0804,0.0725,0.0787,0.1208,0.0711,0.0841,0.0902,0.0947,0.2114,0.0649,0.0673,0.0661
Glut-NR-1,0.0758,0.0781,0.148,0.1146,0.1272,0.1388,0.4394,0.1586,0.9417,0.1779,0.5498,0.4303,0.7701,0.4195,0.7948,0.6529,0.1347,0.2131,0.251,0.2727,0.1175,0.1205,0.1909,0.2185,0.224,0.7055,0.2428,0.1531,0.1001,0.1308,0.0846,0.0875,0.0891,0.1433,0.1237,0.1118,0.0907,0.0942,0.1022,0.0818,0.098,0.086,0.0793,0.0924,0.1092,0.1068,0.341,0.0769,0.0805,0.1946
Glut-NR-2,0.0756,0.0802,0.2259,0.1214,0.1356,0.1397,0.3671,0.1317,0.5652,1.0,0.2593,0.6404,0.1489,0.1281,0.3516,0.4746,0.1246,0.3913,0.617,0.7911,0.4002,0.4402,0.0933,0.1009,0.4227,0.2662,0.2676,0.154,0.1155,0.1595,0.0869,0.0951,0.09,0.1183,0.1127,0.1053,0.0827,0.1077,0.1101,0.0841,0.0989,0.097,0.0855,0.1031,0.0884,0.0916,0.2926,0.079,0.0778,0.0767
Glut-NR-3,0.0647,0.067,0.2926,0.1035,0.1278,0.1322,0.2629,0.142,0.7649,0.4577,0.5995,0.6797,0.4121,0.2188,0.9731,0.6122,0.1064,0.3805,0.4149,0.4635,0.1945,0.167,0.1379,0.1656,0.3868,0.7275,0.3764,0.1475,0.0957,0.1237,0.075,0.0797,0.0781,0.1161,0.1095,0.1008,0.136,0.085,0.089,0.0721,0.0832,0.0765,0.0708,0.0814,0.0911,0.0934,0.2411,0.0682,0.0659,0.0637
Glut-NR-4,0.071,0.0744,0.3268,0.1169,0.1235,0.131,0.5904,0.1201,0.517,0.8521,0.3614,0.6221,0.1672,0.1272,0.3062,0.2989,0.3504,0.4877,0.698,1.0,0.1824,0.2903,0.1654,0.1008,0.2726,0.3072,0.2636,0.1396,0.1109,0.1549,0.0824,0.0839,0.0854,0.1138,0.1082,0.0985,0.0769,0.0944,0.1056,0.0795,0.0964,0.0871,0.0809,0.1031,0.0888,0.0924,0.3093,0.2199,0.0756,0.0721
Glut-NR-5,0.0786,0.0809,0.2396,0.1233,0.1614,0.1375,0.2539,0.1559,0.3365,0.1883,0.5093,0.2699,0.2422,0.2879,0.4493,0.2234,0.1203,0.2272,0.2851,0.1737,0.1417,0.2183,0.1538,0.2821,0.917,0.6044,0.8195,0.7843,0.105,0.13,0.1627,0.0936,0.0904,0.1266,0.1174,0.1955,0.086,0.1008,0.097,0.0874,0.0989,0.0919,0.0847,0.0953,0.1096,0.1072,0.3573,0.0821,0.0797,0.2316
Glut-Nido-1,0.0595,0.0618,0.2901,0.0983,0.1185,0.1618,0.273,0.2153,0.7001,0.2293,0.5342,0.4695,0.8046,0.6461,1.0,0.7078,0.2102,0.408,0.3988,0.3218,0.1012,0.1506,0.2537,0.1497,0.1804,0.6813,0.2463,0.1318,0.0838,0.1146,0.0683,0.0669,0.0713,0.245,0.1109,0.0956,0.0798,0.0818,0.078,0.0656,0.0762,0.0698,0.063,0.0745,0.158,0.093,0.2559,0.0607,0.0643,0.1057
Glut-Nido-2,0.0378,0.0411,0.2392,0.0749,0.1385,0.187,0.1821,0.1364,0.6988,0.2023,0.5188,0.371,0.3822,0.2518,0.7921,0.5201,0.0776,0.4129,0.2877,0.2785,0.0868,0.0923,0.2306,0.0675,0.2974,0.4015,0.3188,0.5204,0.1886,0.0836,0.1153,0.0506,0.0491,0.7302,0.698,0.5829,0.1506,0.0573,0.3673,0.0632,0.1129,0.1642,0.0449,0.0538,0.2385,0.1262,0.1433,0.0423,0.04,0.0835
Glut-Nido-3,0.263,0.0567,0.0896,0.0469,0.0434,0.0704,0.0457,0.0423,0.1792,0.0656,0.1041,0.1564,0.1573,0.0481,0.257,0.4253,0.3577,0.0494,0.0637,0.0945,0.2815,0.243,0.5146,0.349,0.286,0.4595,0.751,0.1023,0.0828,0.1004,0.3428,0.1046,0.2246,0.1957,0.0821,0.54,0.522,0.5639,0.1473,0.3099,0.3098,0.5698,0.4459,0.332,0.1064,0.1482,0.6368,0.1028,0.2985,0.4274
Glut-Pre-1,0.8226,0.2562,0.1032,0.1323,0.1144,0.1096,0.0994,0.3036,0.1738,0.0832,0.1916,0.0798,0.1012,0.2824,0.0959,0.0821,0.1119,0.0912,0.087,0.0809,0.1052,0.0927,0.8036,0.315,0.0976,0.0857,0.0883,0.1073,0.272,0.0897,0.3446,0.1761,0.1906,0.117,0.2435,0.1532,0.6199,0.1582,0.2499,0.2783,0.1257,0.1398,0.144,0.1289,0.3067,0.3189,0.6144,0.4094,0.4094,0.6991
Glut-Pre-2,0.0697,0.1068,0.2417,0.1729,0.2319,0.5011,0.2193,0.3095,0.3913,0.1382,0.7198,0.1606,0.2174,0.3872,0.4244,0.2565,0.2328,0.2984,0.1805,0.093,0.1297,0.0892,1.0,0.8733,0.266,0.187,0.2894,0.1659,0.0825,0.095,0.1018,0.143,0.1155,0.0972,0.2986,0.081,0.4919,0.0782,0.0911,0.1096,0.0731,0.0841,0.0743,0.0719,0.1258,0.1536,0.3375,0.1222,0.0755,0.2186
Glut-Pre-3,0.0617,0.0675,0.2386,0.1015,0.1178,0.2964,0.4258,0.2011,0.4554,0.2363,1.0,0.3579,0.4028,0.4296,0.4627,0.8092,0.1372,0.3989,0.2157,0.3176,0.1075,0.1107,0.5551,0.5344,0.4474,0.5734,0.1979,0.3018,0.085,0.1217,0.0688,0.073,0.0745,0.1258,0.1141,0.0937,0.087,0.0812,0.083,0.0715,0.0777,0.0794,0.065,0.0701,0.0892,0.0914,0.2877,0.0662,0.0639,0.2298
Glut-RA,0.0705,0.0739,0.3584,0.5017,0.5987,0.6397,0.3295,0.1667,0.1305,0.1813,0.1962,0.1988,0.1971,0.1751,0.25,0.1195,0.1266,0.1544,0.2163,0.1737,0.8421,0.7561,0.2087,0.1715,0.475,0.3413,0.3753,0.3629,0.3766,0.7252,0.0818,0.0849,0.0833,0.239,0.1025,0.098,0.0789,0.0882,0.105,0.0776,0.1002,0.09,0.0803,0.1103,0.1771,0.0919,0.0763,0.0727,0.0751,0.0716
Micro,0.5504,0.2889,0.1036,0.1392,0.116,0.1142,0.0987,0.1179,0.1125,0.1011,0.0999,0.2242,0.1198,0.1336,0.1109,0.1262,0.3442,0.0976,0.105,0.1093,0.1286,0.1023,0.388,0.2248,0.124,0.1063,0.1218,0.131,0.1364,0.1078,0.1927,0.1804,0.2073,0.1423,0.1526,0.1997,0.2587,0.1606,0.165,0.1749,0.1455,0.149,0.1698,0.1565,0.2349,0.2156,1.0,0.2729,0.4834,0.8733
OPC,0.6474,0.8733,0.1169,0.1622,0.1307,0.1245,0.1131,0.1364,0.1021,0.0947,0.0994,0.0936,0.119,0.1335,0.1096,0.0982,0.1281,0.1035,0.108,0.097,0.115,0.1064,0.2433,0.232,0.1007,0.0958,0.1113,0.1211,0.172,0.1049,0.2044,0.2219,0.2127,0.1245,0.1394,0.1536,0.2558,0.1577,0.1834,0.1898,0.1461,0.1497,0.1669,0.1426,0.1775,0.1968,0.4907,1.0,0.674,0.5896
Oligo-1,0.2738,0.5773,0.1046,0.1295,0.1152,0.1073,0.102,0.1228,0.1249,0.1008,0.1059,0.0974,0.1346,0.1402,0.2478,0.1272,0.2082,0.0985,0.1103,0.1033,0.1169,0.0996,0.2471,0.2358,0.1135,0.1118,0.1208,0.132,0.1373,0.1087,0.1936,0.1813,0.2006,0.1465,0.1499,0.2824,0.4188,0.1616,0.1574,0.1872,0.1707,0.1432,0.1536,0.1758,0.3472,0.2165,0.4724,0.4673,0.8785,0.5068
Oligo-2,0.4273,0.5716,0.0993,0.1215,0.1007,0.094,0.0905,0.1022,0.3055,0.0928,0.0952,0.0916,0.1148,0.1265,0.2028,0.1191,0.1856,0.0894,0.1038,0.0965,0.1239,0.0979,0.3846,0.2278,0.1127,0.1089,0.2722,0.1293,0.1322,0.1071,0.2002,0.1678,0.1926,0.1352,0.1419,0.2655,0.3704,0.1535,0.1455,0.1792,0.1494,0.1384,0.1627,0.1733,0.2177,0.2085,0.6263,0.4828,1.0,0.6994
