gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
GPC6,3.405270122391692e-38,-0.8544397055963796,0.556,0.774,5.286000810988623e-34
KLHL13,3.476112113736141e-38,1.7105949296893588,0.295,0.109,5.3959688341526115e-34
FOSL2,4.0320575830311644e-38,-1.4800099244109577,0.165,0.424,6.2589629861392765e-34
CTDSPL,1.943004112424576e-37,0.548561940839981,0.91,0.835,3.0161252837166694e-33
GJC1,2.429300709368577e-37,-2.89957598844439,0.042,0.265,3.771003491152842e-33
IGSF21,2.642965096426796e-37,-2.085821679700137,0.082,0.323,4.1026747191833155e-33
RAB11FIP4,2.850530803859382e-37,1.2563742895173224,0.408,0.186,4.424878966830919e-33
PCDH17,3.074006515860854e-37,2.1439665548508975,0.234,0.075,4.771780314570803e-33
LOC110473331,4.333163948086958e-37,-3.9233984978813368,0.019,0.23,6.726370396615385e-33
LOC110469736,4.685968008139045e-37,2.055008091072864,0.211,0.061,7.27402813903424e-33
HTR2C,6.188540654047708e-37,0.5341798646426867,0.955,0.94,9.606471657278258e-33
LOC110474298,6.561318648823753e-37,0.6457209330871383,0.831,0.743,1.0185134938569112e-32
LOC110471624,9.498923990489728e-37,-0.4263004517441602,0.975,0.995,1.4745179710437205e-32
SRPX,9.662202352764728e-37,-4.651457091935352,0.009,0.211,1.4998636712196687e-32
PRR16,1.0255997308533272e-36,-0.47542399089129717,0.968,0.99,1.5920384622036198e-32
GABRG1,1.0328870208759239e-36,-1.272367735893728,0.263,0.524,1.6033505225056967e-32
LUZP2,1.171396447540409e-36,1.2299488314045144,0.486,0.264,1.8183587055169769e-32
EMILIN2,1.3190712814759623e-36,-2.664468490380279,0.053,0.278,2.0475943502351363e-32
FRMD4A,1.4738548632813736e-36,1.022704083675881,0.715,0.558,2.2878649042716763e-32
VSTM2A,1.9045940338865425e-36,-3.2822885918445612,0.03,0.245,2.95650131880208e-32
MMD,2.1164763008784075e-36,1.8274961358509536,0.217,0.064,3.2854061618535517e-32
THSD7A,3.150948874321088e-36,1.0544340764741746,0.653,0.473,4.891217937608625e-32
ADK,3.826207885105286e-36,-1.0100654911612743,0.366,0.614,5.939422500048936e-32
DCBLD1,3.838145475017895e-36,-3.228245661210808,0.029,0.241,5.957953220870278e-32
RPH3A,4.439073864369063e-36,-1.1699123508944806,0.279,0.531,6.890774359660097e-32
PLPPR1,4.605091733511646e-36,1.8438542694479472,0.259,0.091,7.148483897930128e-32
TBL1X,5.678666984641964e-36,-0.9455669800176416,0.416,0.661,8.814994760259721e-32
OLFM3,5.694983727824545e-36,2.3396597871086633,0.163,0.038,8.840323240702041e-32
NYAP2,6.036917124881941e-36,0.6656811911861374,0.827,0.72,9.371106452954237e-32
PCSK5,6.098647906551813e-36,-1.9526767712114577,0.103,0.341,9.46693114534038e-32
CAMKK2,1.0158707473767279e-35,1.9222269775653325,0.199,0.055,1.5769361611528948e-31
CBFA2T3,1.0621209800393686e-35,-3.29189341122315,0.027,0.236,1.6487303973151117e-31
LOC110469115,1.883656183261709e-35,-1.246243365401923,0.301,0.553,2.923999493277151e-31
TSNARE1,2.1415072668799786e-35,0.7380912201172996,0.841,0.724,3.324261730377791e-31
GXYLT2,5.347323064528241e-35,-2.9599243739064507,0.035,0.245,8.300649593067187e-31
AFAP1,5.550157866465344e-35,-2.4860473214880727,0.064,0.284,8.615510056114153e-31
USP54,1.2223594775946802e-34,1.0056024989723311,0.616,0.431,1.897468617070222e-30
KIAA0513,1.328169172818746e-34,-2.092196833869365,0.084,0.311,2.0617170069665392e-30
NHS,1.3378842255951536e-34,2.082794117533818,0.21,0.064,2.0767976833913568e-30
PVALB,1.4420885747757085e-34,-4.566226161383536,0.007,0.199,2.2385540946243325e-30
DOK7,1.9898704147188238e-34,-2.4619979447118037,0.059,0.277,3.08887584476803e-30
PPM1E,2.1513779376444493e-34,-1.8833138417180142,0.104,0.338,3.339583972605479e-30
C1QTNF4,2.8940253193563733e-34,1.9830248280742264,0.204,0.06,4.4923955032368986e-30
SRGAP2,3.091484715932903e-34,-1.4564522641695608,0.172,0.415,4.798911724542645e-30
LPAR1,4.191549586252252e-34,-1.722976895671139,0.123,0.36,6.506542422739371e-30
RASGRP1,4.761675210346748e-34,-2.668287166619546,0.048,0.259,7.391548429021257e-30
LMO4,5.662655747461913e-34,-1.748334176214376,0.113,0.347,8.790140516785128e-30
TAFA1,8.149034852148231e-34,-0.6785735172219314,0.734,0.892,1.2649746800989698e-29
MAP2K1,9.456730827113058e-34,1.9768403898547517,0.195,0.056,1.46796832629276e-29
DACH2,1.468553034755422e-33,0.8984061402667245,0.699,0.514,2.2796348758508418e-29
FGF9,1.474117311523315e-33,-1.9241979561244982,0.1,0.326,2.2882723026776417e-29
PLXNB2,1.5068650682250944e-33,1.2671175983342222,0.458,0.256,2.339106645405814e-29
DPF3,2.050149240534953e-33,-2.622579429588072,0.051,0.261,3.1824466660824075e-29
CPNE4,2.3637290499256606e-33,1.4785968387997774,0.445,0.247,3.669216604199603e-29
BCL11A,2.74401061657486e-33,1.4933423988366412,0.412,0.217,4.259527680109155e-29
CAST,2.804607541132396e-33,-1.5927686846134312,0.127,0.366,4.3535922860998186e-29
DPYD,4.3655768483147884e-33,-0.6555480240543403,0.637,0.835,6.776684941639046e-29
DENND2A,6.0875935934197784e-33,-2.538181118520259,0.049,0.257,9.449771535065522e-29
TESC,6.3105453791283835e-33,-1.3137872143347524,0.171,0.415,9.795859592020989e-29
CRYBG1,9.418097360401995e-33,-1.2097979042495965,0.237,0.484,1.4619712532552016e-28
TSPOAP1,1.6876447335716345e-32,-0.9233187050082824,0.421,0.633,2.619730919923248e-28
PTPRA,1.931623767673246e-32,1.0538814256185796,0.577,0.401,2.99845957455918e-28
IRS2,2.013846362051044e-32,1.6553402462359321,0.293,0.121,3.126093707811836e-28
TMEM163,2.0607605542056648e-32,-1.2804837725070055,0.184,0.428,3.1989186082934537e-28
LIMCH1,2.6722795975842863e-32,-1.961979229290712,0.085,0.305,4.148179619330088e-28
STMN2,2.7414426409936907e-32,-1.2184491429824365,0.27,0.505,4.255541411614506e-28
CDC42BPB,2.9921910258704325e-32,0.8816888455927319,0.636,0.454,4.6447781294586725e-28
GPC3,3.6724717638284085e-32,-1.1490739211015104,0.311,0.548,5.7007779189908385e-28
ACE,4.597072088794602e-32,-6.142515787184925,0.001,0.176,7.136035003435861e-28
MAN1A2,6.605962990161187e-32,-0.9191726606800432,0.38,0.619,1.025443634962721e-27
STXBP6,6.870472997310935e-32,1.232858889970393,0.46,0.256,1.0665035233725764e-27
LOC110471408,8.001910362147512e-32,2.266623676921309,0.152,0.037,1.2421365455161582e-27
RAPGEF5,9.167988075254374e-32,0.5519742369169099,0.9,0.849,1.4231467889217364e-27
NUAK1,1.0552398280090724e-31,2.1359525585576122,0.156,0.039,1.638048785018483e-27
LRRTM3,1.857646987406699e-31,0.9050044331602494,0.655,0.484,2.883625418551419e-27
RASAL2,2.14300335477791e-31,1.695622822712481,0.236,0.083,3.32658410762175e-27
FARP1,2.3375968139968617e-31,-1.952080132620137,0.091,0.306,3.628651534367328e-27
UBASH3B,4.438794543660664e-31,0.9469337245449662,0.637,0.469,6.890340770124448e-27
LOC116183201,4.504122280513805e-31,-1.3712851931494083,0.16,0.397,6.99174901604158e-27
CSMD3,5.427489087314727e-31,-0.40775014231468054,0.949,0.98,8.42509131023865e-27
CAB39L,6.223362378268125e-31,-1.5600621541325648,0.129,0.353,9.66052541978561e-27
EYA4,7.416486309107821e-31,-7.460691747211179,0,0.167,1.151261169762807e-26
LOC116183448,8.860531153997696e-31,0.5045489938455109,0.88,0.813,1.3754202510350622e-26
SYT16,9.298945563299028e-31,1.909257862539127,0.194,0.06,1.443475319790908e-26
LOC110480671,9.619439590357683e-31,-4.804099569508992,0.006,0.177,1.493225607611223e-26
TBR1,1.2271061038072264e-30,-1.4204081517458307,0.155,0.382,1.9048368049399575e-26
DCLK3,1.2770708702937478e-30,1.5051600303769759,0.324,0.148,1.9823971119569846e-26
GRIP1,1.2849696069750989e-30,-1.01139870609465,0.322,0.555,1.994658320907446e-26
TMEM255A,1.413884608681289e-30,-1.2479624232254505,0.198,0.431,2.194773078055965e-26
TACC2,1.5202158014398104e-30,-0.7828266652715552,0.461,0.673,2.3598309885750175e-26
CTNNA3,1.564080352208085e-30,0.8330780775655648,0.668,0.474,2.4279219307326104e-26
NTNG1,2.6510965715469454e-30,-0.7253498955246364,0.566,0.759,4.1152972080123235e-26
GALNT10,5.3649494358848926e-30,2.202744811533062,0.171,0.049,8.328011009324119e-26
FUT9,5.846985664186507e-30,-0.8231117256707252,0.461,0.674,9.076275846516714e-26
GRM2,6.245681072250466e-30,-3.5761689646311146,0.016,0.191,9.695170728454398e-26
LGI2,6.351369449299267e-30,-3.0790128448787657,0.025,0.205,9.859230796147253e-26
DOCK10,6.542484667957458e-30,-4.1976573413773846,0.012,0.183,1.0155898950070363e-25
RAPH1,6.91388726419425e-30,-1.017152826307201,0.324,0.548,1.0732427200208733e-25
CACNA1I,1.2028227458485786e-29,2.0945234101159254,0.179,0.054,1.8671417483807486e-25
GRID2,1.428523826020646e-29,1.1878959632886348,0.37,0.181,2.217497535131849e-25
KCNK9,2.6690068436604005e-29,-1.071691027300214,0.416,0.617,4.14309932341404e-25
LOC110470947,2.81807639174778e-29,1.8393532297777337,0.212,0.074,4.374499982910079e-25
PTK2,3.190272298871433e-29,0.8691434295307802,0.673,0.487,4.952259689538126e-25
STT3B,3.4657899081242653e-29,-1.2485582396774229,0.233,0.451,5.379945674381297e-25
ANO6,3.731287810306099e-29,1.9252373476050342,0.184,0.057,5.792078067938157e-25
AGRN,4.1998281310461973e-29,-1.2446721608949742,0.208,0.43,6.519393207823012e-25
KLF12,5.475140101721016e-29,1.4112432140005267,0.325,0.151,8.499059979901533e-25
RGS12,5.55637809549868e-29,-1.0297628751624432,0.327,0.547,8.625165717642602e-25
BANK1,6.603636167885336e-29,1.7555484471436742,0.198,0.065,1.0250824423408407e-24
DAB2IP,6.860381084742968e-29,1.2558676362931906,0.396,0.211,1.064936955784651e-24
FOXP2,9.391071571900758e-29,1.7202347948570025,0.246,0.095,1.4577760401061545e-24
NRG1,9.673104041488073e-29,-0.4947819032585874,0.899,0.96,1.5015559403601936e-24
MARCHF1,9.803863276305131e-29,-0.6445243220165862,0.676,0.828,1.5218536963808454e-24
LOC110468053,1.0222904053471435e-28,-2.2240725280921967,0.061,0.253,1.586901396220371e-24
AGPAT3,1.0574776521708128e-28,-0.900953747629138,0.355,0.576,1.6415225594647527e-24
KIAA1324L,1.1195887905511464e-28,1.139252145048392,0.454,0.261,1.7379376795725446e-24
NEURL1,2.326148661833932e-28,1.071359222471535,0.525,0.335,3.6108805677648124e-24
HIVEP3,2.59076442649752e-28,0.8593421590356585,0.643,0.483,4.0216436192521e-24
RRAS2,2.7295141553824683e-28,-2.3743160541849004,0.053,0.24,4.2370248234002056e-24
CACNA1H,4.006580234982566e-28,-1.9418184369477949,0.094,0.293,6.219414498763437e-24
TENM4,4.31346585467601e-28,-0.43076132106460374,0.961,0.988,6.69579304621357e-24
MAPK4,5.92550986925084e-28,-1.0822851197757615,0.289,0.501,9.19816897003808e-24
PTPN4,7.643577313683814e-28,0.5411370535925932,0.9,0.868,1.1865125064031384e-23
PRXL2C,1.1655406634474306e-27,-3.0115060255204895,0.026,0.196,1.8092687718694465e-23
LOC110479881,1.6311415792199515e-27,1.0987786339262149,0.49,0.313,2.5320210734231306e-23
ADAM12,1.9102265010670773e-27,-2.1019616888342885,0.087,0.279,2.9652445976064243e-23
DOK5,1.925367195783231e-27,-1.6432831604896516,0.108,0.311,2.9887474980143093e-23
PDE9A,2.290716469860973e-27,-4.509935266231028,0.007,0.163,3.5558791761651883e-23
NTNG2,2.4993664753955705e-27,-2.309715848569856,0.055,0.237,3.879766579756544e-23
PITPNM2,2.5340527274184315e-27,-0.737531952570003,0.526,0.715,3.933610048771631e-23
STC2,2.67597705300334e-27,-3.6594716113256758,0.014,0.175,4.1539191793770843e-23
KLHL2,2.9420552464422516e-27,0.5367564226134096,0.827,0.747,4.566952359052307e-23
CDYL,3.0078534799707507e-27,-0.9276058392403319,0.353,0.567,4.6690909569585964e-23
ITPR2,3.239247489759429e-27,1.4029867815760413,0.325,0.157,5.028283878353562e-23
TGFBR3,3.2442723027021114e-27,1.2699482087056129,0.345,0.171,5.036083895484488e-23
DENND2C,3.595696118520024e-27,-2.7191269184731577,0.03,0.201,5.581599084778633e-23
VCAN,4.7203077502635974e-27,-1.7122305142071432,0.129,0.329,7.327333720734183e-23
SLC24A2,5.371034879840166e-27,-0.79133705919965,0.357,0.588,8.337457443975889e-23
ERC1,8.483460982356529e-27,-0.5477922318315893,0.717,0.846,1.316887648291204e-22
USP46,8.97796930574171e-27,1.054620321942485,0.465,0.282,1.3936501753302856e-22
LOC110476613,1.1177378452708613e-26,-2.664468490380279,0.053,0.23,1.735064457213958e-22
SPOPL,1.2030770994073749e-26,-1.1055697744098896,0.251,0.466,1.867536581410068e-22
CHST8,1.2326460514910032e-26,-0.4175368825329291,0.954,0.984,1.9134364657294843e-22
PALLD,1.5173662137932877e-26,0.5516635695156271,0.9,0.829,2.3554075736713203e-22
MBP,1.8911590456918818e-26,1.5552497966578431,0.181,0.058,2.935646186627508e-22
DOCK11,2.3401482622293983e-26,-1.6410201089810823,0.108,0.306,3.632612147458695e-22
ITPR1,3.1626050766344525e-26,0.47513608199447166,0.951,0.909,4.909311860459661e-22
LPP,3.3022009567372917e-26,-2.8796442964934053,0.027,0.192,5.1260065451432975e-22
LOC110477439,3.3872228828147795e-26,0.7964124126073833,0.616,0.433,5.257986080993382e-22
PLCL2,3.853464927155783e-26,-0.9683018341159096,0.363,0.559,5.981733606423922e-22
SPATS2L,4.225570321669918e-26,-2.15661315586241,0.055,0.232,6.559352810328213e-22
ARHGEF28,4.322099299394821e-26,-1.4866869557441231,0.121,0.323,6.709194742450581e-22
RPS6KA5,4.494514085698596e-26,-0.9980088756972265,0.277,0.493,6.97683421522993e-22
KCNG2,4.8894076717526575e-26,-1.0578289618784371,0.254,0.47,7.589827528861651e-22
TMPRSS7,4.8944224311339767e-26,-4.378987106091946,0.006,0.154,7.597611939849272e-22
ABCG1,5.393381132182504e-26,-1.394196335424272,0.169,0.374,8.372145531486901e-22
SLC6A15,7.058564652905989e-26,-1.3031832643382621,0.179,0.384,1.0957009910705967e-21
LOC110484011,8.021106075334366e-26,-0.6240426337293562,0.702,0.836,1.2451162960741535e-21
HS6ST1,8.143254587306572e-26,1.0647139088295228,0.464,0.289,1.2640774095875992e-21
SCML2,8.542172824882685e-26,-0.6921001881097708,0.61,0.766,1.3260014876065392e-21
NRG3,1.0472373104935303e-25,0.422583525614304,0.923,0.879,1.625626477079107e-21
FGFR1,1.2946000100679937e-25,-2.7337102416175942,0.03,0.193,2.0096075956285465e-21
AIFM3,1.7987490172118967e-25,-2.0633562496657936,0.062,0.239,2.792198099418027e-21
RASSF3,1.9315229603576167e-25,-1.1102735930818026,0.247,0.457,2.9983030913631283e-21
HACD3,1.93276147462034e-25,-2.4499172756170036,0.038,0.204,3.0002256370531538e-21
MICU1,1.9805124418017238e-25,-1.082379377468005,0.218,0.429,3.074349463408816e-21
RAB30,2.198329649997223e-25,-0.9929241042669836,0.264,0.475,3.4124671156906896e-21
MAPKBP1,2.319994138742973e-25,0.995440773165025,0.504,0.337,3.601326901570717e-21
RGS6,2.375354733381425e-25,-0.42168766943834957,0.892,0.951,3.6872631526279866e-21
GADD45B,2.393769590871681e-25,-3.5090547687725775,0.013,0.163,3.71584853591011e-21
GPCPD1,2.60096698893482e-25,-0.9752649200409368,0.249,0.465,4.037481056923521e-21
LPIN2,3.212690416523191e-25,-1.1095815747218851,0.237,0.446,4.987059333568949e-21
RAD21,3.270097479512742e-25,-1.20894850214232,0.178,0.383,5.076172317447629e-21
PGBD5,3.62052603924052e-25,1.1228653027988367,0.457,0.292,5.6201425707130596e-21
ADRA1D,3.8396115163384616e-25,1.6181636735000606,0.204,0.075,5.960228956812194e-21
SMARCD3,3.8600211717364195e-25,-1.076998376260716,0.308,0.503,5.991910864886444e-21
ZBTB21,3.9254983988059848e-25,-1.2917465047477024,0.172,0.373,6.09355116446653e-21
P4HTM,4.653742996249024e-25,1.3676968747186224,0.238,0.096,7.224005253077359e-21
ATP11C,6.007417482174478e-25,-1.6531309464459987,0.1,0.287,9.325314157579441e-21
CORO7,6.240417516522167e-25,-2.5350390886712595,0.036,0.198,9.687000110897359e-21
ADAM22,1.0099974671616733e-24,0.6536847164046111,0.73,0.624,1.5678190682750653e-20
CDK14,1.0444846298083459e-24,0.4639849425203244,0.926,0.91,1.6213534908514953e-20
RAB3C,1.307511696812185e-24,1.0824505778153508,0.441,0.265,2.0296504069615548e-20
VGLL3,1.409671736323936e-24,1.6758645046459655,0.22,0.088,2.188233436295646e-20
PAK1,1.5171223665889466e-24,-1.022466284521545,0.24,0.449,2.3550290496560217e-20
SATB1,1.843543043381432e-24,-0.6773248992589415,0.588,0.748,2.861731866240997e-20
CERK,2.0432507184245376e-24,-2.029534582569058,0.059,0.23,3.17173809021041e-20
PEPD,2.1343901659210255e-24,-0.7023901053629671,0.496,0.682,3.313213854559208e-20
KCND3,2.3074979490687203e-24,1.0032266133173255,0.488,0.319,3.5819290663393744e-20
TRHDE,2.6072808545364503e-24,0.7879727752092981,0.617,0.45,4.047282070496932e-20
SH3GL3,2.6972379302739628e-24,-1.2561529906875295,0.147,0.346,4.186922439164273e-20
MAP7,2.8495559157345513e-24,0.4265786529280522,0.926,0.893,4.423365647994744e-20
RGS17,3.380030267910648e-24,-1.6206876314097591,0.104,0.288,5.2468209848776985e-20
RPS6KA2,3.934704301460011e-24,1.5341093461145021,0.251,0.11,6.107841487156374e-20
LOC110474505,4.252333071758713e-24,-1.5532578659472516,0.092,0.277,6.600896627291051e-20
HMGN3,4.6162637968287596e-24,-1.2812439716503596,0.155,0.351,7.165826291817284e-20
MEF2D,5.47392949037289e-24,-0.7946714425277863,0.328,0.555,8.497180747905837e-20
LOC110470876,5.8379447862256065e-24,-2.7608154717801923,0.027,0.18,9.06224169165801e-20
TNIK,6.430131364557861e-24,-0.4176608105042897,0.819,0.89,9.981492917203167e-20
TMEM86A,6.98692540656093e-24,1.155443395040885,0.442,0.274,1.0845804308604533e-19
PCDH10,7.195409312955401e-24,-0.6646621797194829,0.53,0.692,1.1169433876500668e-19
LOC110472734,8.117163629078175e-24,-2.779053227078349,0.03,0.184,1.2600273101418051e-19
MAPRE2,8.97698254829817e-24,-0.5088846942369785,0.71,0.825,1.393497000972325e-19
TMEFF1,1.377126251240287e-23,-0.9846768926880481,0.266,0.472,2.1377130798002973e-19
LOC110475696,1.4023072238225975e-23,0.40623907870095577,0.984,0.954,2.176801503539818e-19
PDXK,1.443249998383842e-23,-2.578579483221795,0.032,0.185,2.240356972491238e-19
KCNS2,1.547457474532129e-23,1.7746863157197499,0.158,0.05,2.402118237716224e-19
NTS,1.630472096422974e-23,-0.9013368595231506,0.358,0.556,2.5309818352773824e-19
AK5,2.3090526840841608e-23,0.8643135512051924,0.582,0.439,3.584342481503843e-19
RNF144B,2.73564420501727e-23,-1.7315456575042716,0.087,0.262,4.246540499448308e-19
GPC5,2.7465278943564916e-23,-3.451824509456956,0.019,0.161,4.2634352504095818e-19
DPY19L1,3.112410490530812e-23,1.3230263659617014,0.322,0.168,4.83139480445098e-19
KAZN,3.307445960101798e-23,0.7907107171685109,0.626,0.48,5.134148363866021e-19
HS6ST2,3.397669394229503e-23,-0.9415589827539674,0.288,0.486,5.274202200662457e-19
ZNF831,3.7609804436259005e-23,1.2554026686201947,0.312,0.158,5.838169942640485e-19
CD82,3.9212951950116064e-23,-2.1652358636850075,0.046,0.205,6.087026531216517e-19
CAMK4,4.2956760191986614e-23,0.5804032738861811,0.766,0.663,6.668177884602082e-19
LOC110481932,4.5848589400161713e-23,-1.6062575430250863,0.101,0.278,7.117076532587102e-19
GNAO1,5.43084003361322e-23,-0.5812818880247672,0.491,0.725,8.430292984177802e-19
PPP4R2,8.321377259842022e-23,-1.360624792107256,0.124,0.31,1.2917273920452771e-18
PRKCE,1.0923437888210887e-22,0.43845681308655393,0.861,0.796,1.695645263386976e-18
LOC116184076,1.1637659980646896e-22,-0.736375657329313,0.48,0.662,1.806513958795818e-18
LMTK2,1.1703090641775025e-22,-1.3351608651273195,0.15,0.335,1.8166707603227374e-18
ST8SIA1,1.2462648619619553e-22,-1.3669279109459715,0.127,0.311,1.934576945223543e-18
GSG1L,1.296266929280118e-22,-2.4983168195110954,0.053,0.21,2.012195154321527e-18
CIRBP,1.327489235289102e-22,0.4443091369295511,0.88,0.821,2.060661539939273e-18
AP2B1,1.4667621980843343e-22,-1.106629306693465,0.192,0.388,2.2768549600863124e-18
MSRA,1.5404593954539764e-22,0.4352095632906483,0.895,0.814,2.3912551195632075e-18
IGF2,1.6131052605181048e-22,-1.206854501154563,0.204,0.395,2.504023295902254e-18
EDA2R,1.6352361971870265e-22,-2.6928651893402122,0.029,0.174,2.5383771488934213e-18
GAN,1.908069469052836e-22,-1.09812166782647,0.212,0.406,2.9618962368107174e-18
GALNT17,2.0318598345301785e-22,0.5125749437812949,0.777,0.688,3.154056021141196e-18
MYO18A,2.248338598135412e-22,-1.6761977829623869,0.081,0.25,3.4900960058856e-18
STIM1,2.257029762955615e-22,-1.3164935708872354,0.133,0.317,3.503587301036001e-18
ATP2A2,3.0129924433544497e-22,1.03576913023404,0.441,0.279,4.677068169819112e-18
NCAM1,3.167696880742389e-22,0.6748445286862137,0.613,0.428,4.917215867976411e-18
CAMK2D,4.542288432116021e-22,-1.2667333373247502,0.171,0.357,7.0509943331737e-18
RASGRF2,5.101450036086193e-22,0.5746239272783555,0.798,0.721,7.918980891016597e-18
BARX2,6.460488937721174e-22,1.6212855549554313,0.191,0.074,1.0028616978024579e-17
IVNS1ABP,7.45773962459342e-22,-1.9591452546776602,0.059,0.216,1.1576649219256366e-17
SDC1,9.507975979117594e-22,-1.6744710382429187,0.078,0.243,1.4759231112384243e-17
ADCY8,1.0563248702176504e-21,0.9627844872782293,0.538,0.397,1.6397330960388585e-17
GALNT15,1.1627958076036364e-21,0.9900226543250097,0.49,0.333,1.8050079321431248e-17
MMP16,1.2250098992659852e-21,0.7069304683617135,0.666,0.527,1.901582866630589e-17
ZNF516,1.2528859322179651e-21,1.4568460925968483,0.244,0.112,1.9448548325819473e-17
GPSM2,2.0311166594653988e-21,1.0080176850141296,0.431,0.273,3.152902390488138e-17
ARHGAP6,2.1543374319720443e-21,-2.1366151857452396,0.046,0.196,3.3441779956502044e-17
LRMDA,2.2343235845745308e-21,-1.2925689884028515,0.181,0.359,3.468340500335044e-17
LRRC28,2.5002945621608696e-21,-1.051957677035421,0.247,0.432,3.881207248842318e-17
CD164,2.7345909029308852e-21,-1.357097857085911,0.124,0.299,4.244905458619613e-17
CD99L2,2.8883051145319046e-21,-0.9096765784133601,0.288,0.475,4.4835160292878756e-17
LOC110481339,3.4363572574327715e-21,-1.5409590870573138,0.09,0.255,5.334257370712891e-17
FBXO34,3.6051983686837175e-21,0.6626128677148581,0.673,0.558,5.596349427707734e-17
ASTN2,3.8728389621309016e-21,-0.508674843246051,0.663,0.812,6.011807920915799e-17
RNF165,4.108214653793978e-21,1.4971284372965226,0.202,0.083,6.377181607084391e-17
HECW1,4.728829312546382e-21,0.5781673364265947,0.773,0.694,7.340561741865749e-17
ASXL3,4.753745557595302e-21,0.986218572198424,0.522,0.384,7.379239229055188e-17
RASGEF1C,5.9360401519288035e-21,-1.2410796216685132,0.134,0.313,9.214515127839082e-17
TRPC5,6.999191525758811e-21,1.41498011778662,0.212,0.089,1.0864845005435403e-16
PDP1,7.17971715728363e-21,0.8556156094848822,0.488,0.324,1.114507494325138e-16
ALAS1,7.750236604266019e-21,-1.08863344762253,0.204,0.387,1.203069228080214e-16
EXTL3,8.124382835678845e-21,-0.8888117093035406,0.277,0.469,1.261147947582427e-16
TUSC3,9.419773139832082e-21,-0.8359830676972658,0.238,0.435,1.462231384496134e-16
PDZD2,1.164405629561308e-20,1.494639203455093,0.179,0.068,1.8075068587680184e-16
COL19A1,1.3637466522172332e-20,-2.453158074525771,0.043,0.185,2.116943928236811e-16
SLCO3A1,1.463917539467313e-20,-0.7855671261488777,0.327,0.523,2.27243919651511e-16
AKT3,1.6211349006611438e-20,-0.4520285645176018,0.681,0.815,2.5164877062962936e-16
HERC4,1.9567016435310442e-20,-1.4493318850466308,0.118,0.285,3.03738796125324e-16
MYO6,2.321513933295043e-20,-1.5359798745154158,0.095,0.257,3.603686078653895e-16
BEND4,2.3619576229196482e-20,-2.6356966660178442,0.029,0.163,3.66646681805817e-16
SEMA3E,2.912030747011052e-20,-1.2955549846179117,0.142,0.317,4.520345328585256e-16
MDFIC2,2.9491231055545146e-20,1.030202429149069,0.288,0.144,4.577923796752273e-16
CFAP61,3.476704416209836e-20,1.5240414961355109,0.202,0.086,5.3968882652825285e-16
KCNAB1,3.754440023700831e-20,-0.5812654105328801,0.403,0.617,5.828017248790801e-16
MICAL3,4.5414425202382814e-20,0.8734779063720027,0.484,0.335,7.049681224165884e-16
ZHX2,4.590639030739258e-20,1.4010511667125927,0.238,0.111,7.12604896741655e-16
ZNF804B,5.0099542474033206e-20,0.5334515666365398,0.857,0.758,7.776951978244174e-16
SPOCK3,5.0123496815229703e-20,-1.109379845542722,0.175,0.351,7.780670410628107e-16
GFOD1,6.250649220122572e-20,1.0530120703401558,0.386,0.239,9.702882784396268e-16
CARMIL1,6.356337553792967e-20,0.42143421710441287,0.882,0.83,9.866942784752822e-16
ZNF618,6.438723906155699e-20,-0.533883053354165,0.588,0.756,9.994831119525491e-16
TMEM47,6.466852456186741e-20,-1.0074349257018445,0.223,0.404,1.0038495067738678e-15
SYNPR,8.809000156586683e-20,-0.7045685318750409,0.396,0.595,1.3674210943069508e-15
ZMAT4,9.282986545640622e-20,-1.3748503432837362,0.118,0.283,1.440998001479794e-15
GABRA5,9.791403157852726e-20,-2.140701456565309,0.039,0.176,1.5199195121934786e-15
CRHR2,1.0175828124581541e-19,-0.45097122692354596,0.78,0.886,1.5795937997787926e-15
LOC116183543,1.1027224931076814e-19,1.5837023721472745,0.172,0.066,1.711756126051054e-15
CSRNP3,1.1352126956087967e-19,0.8179145731849021,0.499,0.346,1.7621906673935352e-15
TLN2,1.266361391936427e-19,0.8808167166456999,0.444,0.285,1.9657727887029157e-15
FKBP5,1.3350100966583922e-19,-0.8130404990122806,0.327,0.518,2.0723361730428223e-15
NDFIP2,1.6686128283305896e-19,-0.791766935345694,0.345,0.522,2.5901876934175742e-15
TET2,2.248433395127836e-19,0.6483912933880434,0.66,0.528,3.49024315925694e-15
LRRN3,3.3050915529307036e-19,-0.7043677269155919,0.46,0.625,5.130493617614331e-15
FIGN,4.1329179037153766e-19,-0.5742590134706029,0.553,0.73,6.415528461937379e-15
DAAM1,5.562958609218843e-19,-0.8974970615722582,0.276,0.449,8.635380649090409e-15
PPP4R4,6.237254687525703e-19,-0.8858629456653804,0.315,0.48,9.682090451446148e-15
TMEM170B,6.405169267044686e-19,-1.667004428879765,0.081,0.229,9.942744253233466e-15
TTYH3,7.164103247261672e-19,-0.4927089840869662,0.561,0.721,1.1120837470724293e-14
PXYLP1,7.208412106252023e-19,-1.9054765898840746,0.056,0.196,1.1189618112535016e-14
PICALM,8.198633295652376e-19,-0.9033337078846241,0.28,0.45,1.2726738464841184e-14
CDH4,9.204238148970807e-19,1.282787153913702,0.295,0.161,1.4287738878647386e-14
CLVS1,9.67876470097936e-19,1.0180307052290103,0.406,0.263,1.502434644533026e-14
