gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
WDR41,2.519132339839011e-10,-0.6497754927085169,0.214,0.338,3.910449131132097e-6
LOC116183354,2.520564422224414e-10,0.8099962311660506,0.314,0.208,3.912672152618958e-6
JARID2,2.551505465297511e-10,0.4221756191908237,0.737,0.7,3.960701933781326e-6
EVI5,2.738827842116931e-10,-0.4428720094657833,0.36,0.506,4.2514824593181116e-6
ADCY5,2.8240666370272974e-10,-0.5321289303058648,0.514,0.623,4.383798640657474e-6
SKA2,2.83035560024531e-10,-1.1624064941943328,0.082,0.18,4.393560998260795e-6
OSTF1,2.932594184987152e-10,-1.1470312683074169,0.078,0.175,4.552265953355556e-6
NECTIN3,3.1046626240920794e-10,0.8642079142074746,0.238,0.145,4.819367791378135e-6
TRAF3IP1,3.122707257804356e-10,-0.8978682237592706,0.13,0.24,4.847378476289702e-6
IPO4,3.203972732640147e-10,-1.1689935831252414,0.084,0.181,4.973526872877301e-6
PARK7,3.405667359174702e-10,-1.097352435581699,0.09,0.189,5.28661744164689e-6
YPEL1,3.4538330198163494e-10,-0.7284824485766923,0.184,0.302,5.361384996660919e-6
TNFAIP8L3,3.6191629872007716e-10,0.4226874007145563,0.633,0.557,5.618026705031758e-6
USP8,4.097017833926515e-10,-1.0282871159622466,0.084,0.182,6.35980078360413e-6
BEGAIN,4.413853235466503e-10,0.8181676257842979,0.367,0.267,6.851624377414653e-6
ELK4,4.457919611696492e-10,-0.9469361969824424,0.111,0.215,6.920028613236465e-6
MYO9A,4.4789367783301757e-10,-0.5966020128854461,0.325,0.451,6.952653561001932e-6
LOC116183650,4.503198658515108e-10,-0.7083067522508801,0.134,0.248,6.990315277613002e-6
APCDD1,4.789576662801908e-10,0.8632414835665605,0.302,0.203,7.434859853667402e-6
MIA3,4.92198382573676e-10,-0.6004810306801722,0.212,0.337,7.640395492691173e-6
SENP6,4.973840667935511e-10,-0.45898542526077546,0.314,0.452,7.720892868836294e-6
TBK1,5.054483321093677e-10,-1.2665842311902966,0.066,0.157,7.846074459333714e-6
EYA2,5.082301829109189e-10,-1.313134558797321,0.071,0.163,7.889257129326193e-6
HDAC2,5.089852397920459e-10,-1.086439862778835,0.082,0.179,7.900977877291929e-6
PSEN1,5.317301016234074e-10,-0.925577795940584,0.132,0.238,8.254046367500154e-6
LHFPL2,5.396194732137517e-10,-1.0050122634349887,0.116,0.219,8.376513082697067e-6
PSMD14,5.416523455957954e-10,-0.6162747309320298,0.199,0.324,8.408069360683533e-6
PSD2,5.569375951590762e-10,-0.9332317155313565,0.108,0.212,8.64534228965434e-6
MEGF11,5.634051600674564e-10,1.1093547615170114,0.263,0.171,8.745738299727127e-6
SMS,5.646409838418381e-10,-0.6605932814252105,0.186,0.309,8.764921992176853e-6
LOC110471692,5.812842888895053e-10,-1.2581988833124353,0.069,0.16,9.023276016431792e-6
POU3F4,5.829581792494933e-10,-0.48068865577688613,0.421,0.545,9.049259816489886e-6
ZNF804A,5.841834415033369e-10,1.18700650885794,0.178,0.099,9.0682795624563e-6
SLC4A7,6.042128238197613e-10,-1.3152269377585606,0.071,0.162,9.379195664154154e-6
EPDR1,6.145873449057541e-10,-0.7620259073716311,0.159,0.273,9.540239354972022e-6
DENND5A,6.161641183670707e-10,-0.7393845657108697,0.186,0.302,9.56471560941204e-6
LOC110479691,6.191920051620559e-10,-1.02333586850874,0.107,0.209,9.611717496130594e-6
ZNF326,6.270651486245656e-10,-0.8271853945319851,0.136,0.245,9.733932302099131e-6
GRB10,6.909128505514449e-10,0.8663713297838138,0.259,0.166,1.072504017911008e-5
KIAA1549,6.934625083674715e-10,0.48012460392302403,0.614,0.532,1.076461851738826e-5
CDK6,7.175493154557336e-10,0.6875381831318149,0.436,0.336,1.1138518023819354e-5
PTPRO,7.2399785229562795e-10,-0.6455410240852653,0.324,0.438,1.1238618661185032e-5
LOC110468077,7.635319081970459e-10,0.9088817199112922,0.208,0.121,1.1852305810942744e-5
FBXO16,7.929105092907682e-10,0.6456171549351621,0.418,0.315,1.2308349835720595e-5
RPS6KC1,8.064044206132866e-10,-0.5721130298796019,0.319,0.442,1.2517815821180047e-5
MSL3,8.161809531102021e-10,-0.6280967566749753,0.244,0.365,1.2669576935129667e-5
FAM135A,8.587452548755723e-10,0.6338862065437683,0.415,0.312,1.3330302591433509e-5
TNFRSF19,9.539956305072855e-10,1.1520692058535498,0.158,0.083,1.4808874172364591e-5
LOC116183645,9.886145977884003e-10,-1.1395543868138165,0.077,0.17,1.5346264401469338e-5
KCTD15,1.019761892445839e-9,-0.7008442825440793,0.217,0.333,1.582976385643676e-5
SYBU,1.0299436589728665e-9,-0.5223072697536331,0.253,0.381,1.5987815418235807e-5
IPCEF1,1.1302109751002244e-9,-0.7826198420985409,0.223,0.335,1.7544264966480784e-5
ADAMTS19,1.136313487805362e-9,-0.5176556077595127,0.374,0.501,1.7638994271202635e-5
NOL4,1.1398831045437864e-9,0.5223849497523532,0.514,0.417,1.7694405431833197e-5
DYNC1H1,1.1614267766411085e-9,-0.586721400273519,0.262,0.386,1.8028827853799927e-5
KDM7A,1.18617365369788e-9,0.678252310897971,0.367,0.266,1.841297362635219e-5
ARID5B,1.2404947643657166e-9,0.6852423076646326,0.444,0.359,1.925620022724902e-5
UBE2E3,1.327337864637635e-9,-1.0603436334346954,0.107,0.205,2.0604265672770006e-5
LOC110471174,1.332316987932221e-9,1.1524676453406295,0.165,0.089,2.0681556603671865e-5
KAT2B,1.3386688297960808e-9,-0.7192371193700438,0.194,0.308,2.078015624492456e-5
CXXC5,1.4021622413546752e-9,-0.6644050621097743,0.27,0.384,2.1765764472548625e-5
KIAA0232,1.457113625698097e-9,-0.4306878777521239,0.363,0.497,2.261877481171156e-5
SLC22A23,1.5000871728046342e-9,-0.6103278261123122,0.233,0.352,2.3285853183446335e-5
MTPN,1.5356572480195069e-09,-1.2458935270302325,0.071,0.159,2.3838007461006806e-5
KCNB2,1.5687966976383828e-9,0.9506607052598091,0.269,0.177,2.4352431137440615e-5
CTSH,1.589659138879995e-9,-1.1469375837695166,0.075,0.165,2.467627881283416e-5
ATP1B3,1.6631256248904255e-9,0.7836060960410294,0.305,0.208,2.5816699075174076e-5
NR1D2,1.708641664890931e-9,-0.9186813916745691,0.124,0.226,2.652324456410192e-5
PRKDC,1.8498077254186483e-9,-1.2422228938108288,0.068,0.155,2.8714565321673676e-5
SRSF4,1.8577648386394524e-9,-1.2181214439371004,0.066,0.153,2.883808359020022e-5
ITSN1,1.9431814898032573e-9,-0.6942823751524905,0.221,0.334,3.016400626621596e-5
CLVS2,2.17324345540213e-9,0.7566999930669032,0.263,0.166,3.373525815820727e-5
CSNK1G1,2.1772168967706806e-9,0.7862742899949615,0.289,0.194,3.3796937888571276e-5
LOC110479605,2.222214894296995e-9,-0.618827796704259,0.23,0.349,3.449544180417225e-5
EPB41L2,2.2395062534255604e-9,0.6839423349333951,0.335,0.235,3.476385557192497e-5
CCDC186,2.277804918306352e-9,0.7939629930066421,0.249,0.156,3.53583657468695e-5
LOC116183733,2.5067352068130757e-9,0.4392438532103158,0.62,0.519,3.891205061535937e-5
LOC110483369,2.610630243906795e-9,-1.27977596185089,0.065,0.151,4.052481327616518e-5
SAPCD2,2.835710047046158e-9,-0.8392033704649084,0.142,0.246,4.401872706029751e-5
RP9,2.9074121577420208e-9,-0.7306612196143303,0.118,0.222,4.513175892462939e-5
UBR1,3.039526362271992e-9,-0.6439135712669488,0.225,0.341,4.718256772154813e-5
CLTCL1,3.1085633956313814e-9,-0.9003913007242912,0.121,0.221,4.825422959038593e-5
MAP2K6,3.3706399160323396e-9,-0.6221161512561992,0.173,0.286,5.232244341657001e-5
LMBR1,3.407342371750353e-9,-0.7274369268292322,0.195,0.305,5.289217563668073e-5
TMX3,3.5634843530505262e-9,0.5164151186455282,0.533,0.436,5.5315967612403317e-5
SNRK,3.6705336729856333e-9,0.9217778896112345,0.188,0.108,5.6977694205755984e-5
KIF5A,3.8570893238792035e-9,-1.1072933137247203,0.078,0.166,5.987359757457688e-5
SUSD6,3.8866463367771325e-9,0.6138552061538753,0.486,0.405,6.033241108579143e-5
RAP1GAP2,3.906845057557921e-9,-0.6106024616949883,0.267,0.379,6.064595582847161e-5
LDB1,4.0499377036902106e-9,-0.8171770641349094,0.15,0.254,6.286718297438314e-5
ABCC1,4.080556414703584e-9,-1.0712800556078292,0.081,0.17,6.334247722544374e-5
AMD1,4.1891658645379295e-9,-0.8680348547000216,0.126,0.226,6.502842171522227e-5
CERS6,4.238451270388639e-9,0.4188998637426049,0.702,0.643,6.579347907024285e-5
ST8SIA4,4.374171154125523e-9,-0.7040691936769623,0.237,0.347,6.790025882549048e-5
GTF2IRD1,4.676686798258479e-9,-0.8381658335335389,0.14,0.242,7.259620916936638e-5
EIF2B3,4.733503245364523e-9,-0.5516243943897932,0.279,0.397,7.347817087779349e-5
PIP4K2B,4.865105403853506e-9,0.903271567473396,0.189,0.109,7.552103118401797e-5
HECTD1,4.96245814299964e-9,-0.7249043442422534,0.182,0.289,7.703223775378341e-5
JADE2,5.207104655627077e-9,-0.46908766833223525,0.299,0.427,8.08298855692991e-5
CDH11,5.586289752200153e-9,0.6235447899568534,0.341,0.239,8.671597582340298e-5
IPMK,5.856065785943762e-9,-0.7214824589055111,0.186,0.294,9.090370919520501e-5
SEZ6L,6.000041943917752e-9,-0.5781376186198599,0.205,0.321,9.313865109543526e-5
TYSND1,6.1373537575169915e-9,0.6809521321902237,0.286,0.19,9.527014237793626e-5
SPATA13,6.334932856894143e-9,0.7911444520177511,0.253,0.163,9.833716273756778e-5
ANKMY2,6.7170902791363995e-9,-0.7194843687992487,0.162,0.267,1.0426939240303433e-4
ELOVL6,6.738953835604851e-9,-0.99467031921353,0.084,0.173,1.046087803900941e-4
GRAMD1B,6.862407514773429e-9,0.49022347228933777,0.53,0.443,1.0652515185182793e-4
LOC110482034,7.468184422240033e-9,-0.7667053527351675,0.162,0.267,1.1592862678643203e-4
GMDS,8.002345129065466e-9,-0.4509263045122317,0.386,0.51,1.2422040343848322e-4
SEZ6,8.25101796550935e-9,-1.1107047972640838,0.074,0.158,1.2808055187860166e-4
LOC110478597,8.258699811841544e-9,-0.7981926460190023,0.163,0.266,1.2819979717921629e-4
TP53BP1,8.335993309054816e-9,-0.8775496821143915,0.134,0.232,1.2939962413645792e-4
NCK2,8.441972211534744e-9,-0.9960234802077341,0.091,0.181,1.3104473463965383e-4
STARD9,8.543766242406473e-9,-0.8774295354798618,0.143,0.241,1.326248833808757e-4
DNAJC3,8.615689852525745e-9,-1.043023991887663,0.084,0.171,1.3374135358075714e-4
AP2A2,9.004501915178712e-9,-0.5236436528391004,0.243,0.362,1.3977688322931915e-4
GATAD1,9.357364254627702e-9,0.9167823391111818,0.179,0.103,1.452543653245858e-4
SLITRK4,9.847370831073415e-9,-1.1251448415930168,0.071,0.154,1.5286073741075263e-4
EPB41,1.0359373491882753e-8,-0.6182330241976586,0.251,0.363,1.6080855471449599e-4
HNRNPDL,1.0740939174215568e-8,0.8838377766133163,0.22,0.137,1.6673159880134825e-4
YAF2,1.1441834843128695e-8,-0.5150574503277274,0.263,0.38,1.7761160226988673e-4
NSD2,1.207265670638651e-8,-0.587448889497117,0.254,0.366,1.874038500532378e-4
LPCAT1,1.2149043957417934e-8,-0.4832239605635406,0.412,0.519,1.8858960935099858e-4
CCDC88A,1.2697140878907991e-8,-0.4784873301752278,0.332,0.447,1.9709771786328875e-4
SNX7,1.273416073217211e-8,-0.8119819017298842,0.139,0.237,1.9767237704550766e-4
R3HDM1,1.279391278379258e-8,0.4882857804744612,0.712,0.682,1.985999081428122e-4
LRRIQ1,1.3106356048129785e-8,-0.6629344689262193,0.225,0.336,2.0344996493511865e-4
STK26,1.3654512871034574e-8,-0.8168355574364536,0.134,0.232,2.1195900329706968e-4
PCSK1,1.3939574123052282e-8,-0.5527989320132829,0.228,0.345,2.163840091121406e-4
TGS1,1.4356080806087635e-8,-0.9443330604890456,0.104,0.195,2.2284944235289835e-4
TBC1D24,1.4414652675362019e-8,-0.7707944067017509,0.127,0.225,2.2375865347964462e-4
ACSL6,1.4452905764818899e-8,-0.42366101626621167,0.358,0.491,2.2435245618728376e-4
SLITRK1,1.5378279706488963e-8,0.9018783321735295,0.185,0.109,2.3871703588382816e-4
TYRO3,1.6770806197188565e-8,-0.45464632364725155,0.318,0.438,2.603332245989581e-4
ADD2,1.7019717454334178e-8,-1.0028411643933617,0.077,0.161,2.6419707404362944e-4
HSD17B4,1.7484315746061618e-8,-0.4301503526828024,0.426,0.533,2.714090333261145e-4
CRBN,1.787142991218278e-8,-0.7818113831023834,0.152,0.251,2.774182065268133e-4
DPP4,1.808552133124219e-8,-1.0093446842310216,0.092,0.18,2.807415476248725e-4
CPLX1,2.1216905098963333e-8,0.4137773707049624,0.525,0.417,3.293500178512078e-4
JAG2,2.1527330234925892e-8,0.9420674222892287,0.181,0.106,3.3416874723675465e-4
ASCC1,2.176112548489951e-8,-1.045654247932335,0.081,0.164,3.377979509020951e-4
LOC116183430,2.2400837352678345e-8,0.7797865340564414,0.215,0.133,3.4772819822562597e-4
CWF19L2,2.538059753843267e-8,-0.6331589432159441,0.215,0.32,3.9398301558909033e-4
LOC110468281,2.9853683910767536e-8,-0.6601716428988698,0.145,0.246,4.6341873534684445e-4
RCAN2,2.998131140204187e-8,0.4341260160967649,0.552,0.474,4.65399896893896e-4
EML1,3.0146751976102526e-8,-0.43630758858421936,0.397,0.5,4.679680309250395e-4
WDR37,3.069798747687905e-8,-0.6283572414713656,0.172,0.275,4.765248596035934e-4
LNX2,3.099414187960277e-8,-0.7364934491188504,0.165,0.263,4.811220643970738e-4
RAPGEF1,3.1108116311060734e-8,-0.5539765659187481,0.302,0.41,4.8289128949659574e-4
RBMX,3.12503676437911e-8,-0.6592593053330456,0.211,0.314,4.850994569345692e-4
ITPK1,3.125869663846931e-8,-0.6363596423819817,0.166,0.269,4.8522874791895917e-4
ATP8A1,3.291139922688276e-8,0.5423296047640584,0.465,0.387,5.108836501989011e-4
ATP2C1,3.347782240631539e-8,-0.5598524025533556,0.217,0.326,5.196762372132338e-4
CTSB,3.375072717895339e-8,-0.5072343331482088,0.223,0.334,5.239125379988934e-4
HIVEP1,3.45411566715459e-8,0.7769573402027017,0.319,0.234,5.36182375012407e-4
HSD3B7,3.490305706182953e-8,-0.5562694071934098,0.244,0.357,5.418001547707798e-4
TRIM8,3.5942746174550764e-8,-0.8632383023068253,0.116,0.206,5.579392488675515e-4
LOC110483715,4.1346700451736855e-8,-0.671190489966373,0.195,0.299,6.418248311123112e-4
SNX14,4.135192187770647e-8,-0.6991241798118941,0.147,0.245,6.419058833076376e-4
NKAIN1,4.288018642117261e-8,-0.8058272332598664,0.14,0.235,6.656291338158624e-4
FAM81A,4.517444360030848e-8,0.5676791100171148,0.338,0.241,7.012428880075885e-4
TMEM181,4.63427210601306e-8,-0.7398642181358415,0.165,0.261,7.193780590164072e-4
LOC110478774,4.681370524912873e-8,-0.7583722958518635,0.137,0.232,7.266891465822253e-4
ARVCF,4.711951465524596e-8,0.690350144533991,0.366,0.278,7.31436225993383e-4
LOC116183224,4.7213500890017336e-8,-0.406243963188802,0.396,0.516,7.328951743157392e-4
MTA1,4.97909454433892e-8,-0.5087438766173202,0.227,0.336,7.729048461177306e-4
RAD50,5.035930763522078e-8,-0.8073422715097722,0.103,0.191,7.817275324215322e-4
KIFAP3,5.2436316570539736e-8,0.665657375772328,0.429,0.346,8.139689421244883e-4
TET1,5.423707890168697e-8,-0.4084775427702404,0.429,0.541,8.419221757908869e-4
COMMD1,5.51849814053544e-8,-0.6240669134761769,0.176,0.278,8.566364663553163e-4
LOC110473552,5.677641803594579e-8,-0.949870709242528,0.087,0.169,8.813403371719865e-4
GARNL3,6.163562627244718e-8,-0.5188088891709706,0.275,0.383,9.567698266271977e-4
ARHGAP22,6.358465145271925e-8,-0.7785037336263088,0.145,0.238,9.87024544500561e-4
PTCD2,6.411662739333055e-8,-0.9517471133347999,0.092,0.176,9.9528240702667e-4
MRPS27,6.505665710899457e-8,-0.5878036651145175,0.188,0.292,0.0010098744883029226
RABGAP1,6.712188372470951e-8,-0.6251259902050417,0.207,0.307,0.0010419330010586658
USP25,6.875950567244833e-8,0.7356716189773274,0.316,0.233,0.0010673538065534155
MAPK1,6.934685378121202e-8,-0.49747159648593864,0.244,0.355,0.0010764712112457542
OLA1,6.98496373468436e-8,-0.717031500470964,0.149,0.244,0.0010842759205350531
ILRUN,7.006564231063979e-8,-0.9285356056646759,0.075,0.154,0.0010876289655880615
BZW2,7.208261412910307e-8,-0.42579695676499263,0.319,0.435,0.0011189384191260668
TTC8,7.417373339816364e-8,-0.8230144296921011,0.142,0.232,0.001151398863539694
ALS2,7.869042374250822e-8,-0.6032033916789308,0.233,0.333,0.001221511447754955
EPHB2,8.050318416274373e-8,-0.7608343949767102,0.173,0.267,0.001249650927758271
UBE2G1,8.336854576918751e-8,-0.5846804644866317,0.178,0.28,0.0012941299359750978
TMEM165,8.42018483446634e-8,-0.6200368159973964,0.194,0.294,0.0013070652918542101
RTKN2,8.496103942986685e-8,0.8624636510601862,0.212,0.136,0.0013188502150698232
SUCLG2,9.058641034517304e-8,-0.5121199860181816,0.277,0.386,0.0014061728477881212
EIF3H,9.145310011390895e-8,-0.4742564747929814,0.305,0.416,0.0014196264730682085
RAP2A,9.193512179711402e-8,-0.4630548845796595,0.358,0.464,0.001427108895656601
HMBOX1,9.80335519679131e-8,-0.7131762337040626,0.162,0.257,0.001521774827197915
PCDH19,1.027123968509856e-7,0.6414064404075575,0.332,0.243,0.0015944045363178493
RCC2,1.0408504598009473e-7,-0.5050238538446172,0.286,0.392,0.0016157121687490105
LOC110478727,1.0487720719706018e-7,-0.5985009590734742,0.15,0.247,0.0016280088873199651
PDK3,1.0746252167692832e-7,-0.6556648796217868,0.172,0.269,0.0016681407239909584
IFT43,1.0848196214305878e-7,-0.9267321499241254,0.088,0.169,0.0016839654983467015
MAPK9,1.1741758309587061e-7,-0.7953105640347249,0.108,0.195,0.0018226731423971994
LIN28B,1.1791794078308343e-7,-0.5977199966886919,0.192,0.293,0.0018304401947758042
SVOP,1.2000609699348926e-7,-0.9461185743814204,0.082,0.161,0.0018628546436299338
GAS2,1.2245949699028485e-7,-0.9072074779631905,0.105,0.19,0.0019009387717801916
SEPTIN8,1.2491880967735306e-7,0.7266303044656686,0.256,0.172,0.0019391146826215515
RCAN1,1.252822773426998e-7,-0.6637836125886902,0.168,0.263,0.0019447567911907292
ERO1B,1.281487635608218e-7,-0.5555415519702835,0.292,0.391,0.0019892532567546365
ECI2,1.3170795137723572e-7,-0.8372550986753864,0.098,0.182,0.00204450252922883
ZNF410,1.330849077581715e-7,-0.6038253075339799,0.207,0.306,0.002065877023130096
ARHGAP24,1.349106207796017e-7,-0.8384076202842876,0.11,0.195,0.002094217566361757
STK39,1.358778127706113e-7,-0.46206508861987194,0.364,0.474,0.0021092312876381993
STAC,1.4076174195224758e-7,0.827830263195281,0.205,0.13,0.002185044520324739
EPB41L4A,1.49807113059305e-7,-0.8381658335335389,0.111,0.196,0.002325455816019592
TTC3,1.5557231507320415e-7,-0.8642701311149588,0.11,0.194,0.002414949046881348
NUBPL,1.6016832805368517e-7,-0.8350872619926768,0.13,0.217,0.0024862929563773547
PEX2,1.6019093921464027e-7,-0.5761689646311146,0.273,0.37,0.002486643949428861
FAM131B,1.6269252566828722e-7,-0.4233555959382058,0.315,0.428,0.0025254760759488223
OSBPL11,1.6648947490570398e-7,-0.5686070863780661,0.243,0.346,0.0025844161189612427
POU3F3,1.799866715118075e-7,-0.6869676030348546,0.143,0.234,0.0027939331018777876
SEL1L3,1.8372417408948893e-7,-0.6830841685476268,0.16,0.253,0.002851950354391137
NFYC,1.8990761437962896e-7,-0.8546676309621928,0.094,0.175,0.00294793589801498
LOC110469658,1.918209103160285e-7,0.45365622636098213,0.549,0.489,0.0029776359908357105
ATP2B4,1.9653130023021474e-7,0.40591226257127816,0.629,0.575,0.0030507553734736236
TKT,2.085406274205595e-7,-0.8094955480899357,0.105,0.189,0.003237176159449345
LOC110470486,2.17507718350646e-7,0.9681515515926957,0.188,0.118,0.0033763723119570777
PHKA2,2.2557130054291586e-7,-0.6500993060475699,0.202,0.297,0.003501543298327683
BAIAP2,2.306252383172378e-7,0.5939278373521435,0.344,0.257,0.0035799955743984822
BDP1,2.3146572821532095e-7,-0.6188917890679582,0.205,0.301,0.003593042499086427
NFS1,2.3857218067349386e-7,-0.5618705815785461,0.201,0.3,0.0037033559605946452
SLC12A4,2.4164243206790263e-7,-0.5928863595760483,0.169,0.265,0.0037510154729900524
CEP170B,2.43289523452021e-7,-0.5407561361403579,0.231,0.333,0.003776583272545722
NPTXR,2.474885214440656e-7,0.5473121293006413,0.289,0.201,0.00384176431837623
BCL9,2.4881186433974714e-7,-0.8484219004942868,0.134,0.219,0.0038623065701458947
PACRGL,2.6469963420001516e-7,0.7891233695906414,0.256,0.177,0.004108932421686836
DGLUCY,2.6823568820798566e-7,0.47528738875694065,0.396,0.3,0.004163822588052562
PACS2,2.693885814227276e-7,-1.0427367645500407,0.077,0.15,0.0041817189494250005
RBM20,2.771538990130425e-7,-0.9040396425133994,0.105,0.186,0.004302259974379458
CLINT1,2.8095236532066543e-7,-0.9004853455755937,0.087,0.164,0.004361223566872689
HIC2,2.900027817526136e-7,-0.8757292464900224,0.107,0.188,0.004501713181145821
ATP6V0E1,2.968402537502226e-7,-0.898449322990106,0.087,0.164,0.004607851258964705
HELB,3.0240306598447e-7,-0.8165671740218787,0.113,0.195,0.004694202793276927
SUPT3H,3.3125793736475896e-7,0.9018783321735295,0.218,0.147,0.005142116961713153
USP15,3.4085128014266663e-7,-0.5176389169127165,0.225,0.326,0.005291034421654614
BAG2,3.421368747210398e-7,-0.7431550874020436,0.11,0.193,0.005310990706294701
B4GALT6,3.5660242467708924e-7,-0.6084453676548707,0.179,0.272,0.005535539438262457
TRMT9B,3.5774361009943494e-7,-0.5816389049880808,0.197,0.292,0.005553254059573529
TMEM121,3.5932097969667493e-7,-0.7554350127723106,0.134,0.22,0.005577739567831485
CACNG2,4.012148768022612e-7,-0.40772571304926364,0.425,0.519,0.006228058532601501
nbis-pseudo38,4.062881927217384e-7,-0.6606293177199309,0.14,0.229,0.006306811615619545
SERPINI1,4.110025252505723e-7,0.44065119987461826,0.62,0.543,0.006379992199464634
RHBDL1,4.1376304667847514e-7,0.5308714156401815,0.397,0.312,0.00642284377358997
SLC35B3,4.278880515697795e-7,-0.6493096124045323,0.181,0.271,0.0066421062245176875
COL14A1,4.3255489737192695e-7,-0.7867955180697341,0.127,0.21,0.006714549671904422
TUB,4.434521967907304e-7,-0.6433958798459778,0.224,0.317,0.006883708450782508
TOX,4.4423622778213406e-7,0.6843328252506868,0.293,0.215,0.006895878963862067
RUBCN,4.514788773996077e-7,-0.7679090587231001,0.123,0.206,0.007008306613874111
LNPEP,4.687651365269307e-7,-0.6491004870849657,0.178,0.268,0.007276641214307545
CLCC1,4.780497358355052e-7,0.7633890242780392,0.224,0.15,0.007420766049374547
BLOC1S4,4.87192364738316e-7,0.8522678839542976,0.182,0.114,0.007562687077832878
ZC3H12B,5.079370853282914e-7,0.537881959997526,0.377,0.293,0.007884707375551067
RHOBTB3,5.093932090724748e-7,-0.9248237960181922,0.09,0.165,0.007907310784432025
MEGF9,5.23420918435716e-7,0.5710171125161596,0.328,0.244,0.00812506291687762
PANX2,5.246116225718318e-7,-0.6611351957139817,0.163,0.252,0.008143546217182544
SLC30A9,5.292614365559582e-7,-0.5606001620226315,0.227,0.322,0.008215725279658139
PRLR,5.44879830840005e-7,0.6107587760505299,0.384,0.3,0.008458169614129396
RABGGTB,5.495700429836137e-7,-0.643663818813994,0.14,0.228,0.008530975777234636
GRAMD1C,5.85413273496754e-7,0.76170067412526965,0.217,0.144,0.009087370244490113
NBEAL1,5.980063257431253e-7,-0.49265351167067273,0.23,0.33,0.009282852194510534
AAK1,6.369257020041215e-7,-0.49322571135957083,0.238,0.338,0.009886997672209978
DDRGK1,6.476402234604427e-7,-0.5274607594238796,0.247,0.344,0.010053319188776453
KRIT1,6.552372938683077e-7,-0.6505767419683335,0.145,0.231,0.01017124851271774
GPR137B,6.625164582760867e-7,-0.606848582720541,0.179,0.27,0.010284242981819694
GFPT1,6.794170570200137e-7,-0.8167392204165598,0.107,0.185,0.010546590976121673
CHD9,6.811823785486444e-7,0.4696288850453163,0.53,0.472,0.010573994062210606
BCAT1,7.010421262700602e-7,-0.9012643385971599,0.084,0.157,0.010882276926090145
SFXN1,7.475853032104073e-7,-0.5560167062344883,0.237,0.33,0.011604766661735154
RASSF7,7.849291943431686e-7,0.9593326047374235,0.175,0.11,0.012184455883789008
PGM2L1,7.857668135974739e-7,-0.5921891852215875,0.163,0.252,0.012197458247473588
ALG5,8.51161720408694e-7,-0.7153696006893453,0.139,0.222,0.013212583385904156
YES1,8.53789067272293e-7,0.7255270615717846,0.277,0.202,0.013253367691267804
LOC110480865,8.956024954680832e-7,-0.5549793427999412,0.194,0.287,0.013902437537151056
ATP1A1,9.222873097912993e-7,0.49129400314762417,0.393,0.31,0.01431666590989034
PPM1B,9.80512719749414e-7,-0.43625463457031355,0.316,0.415,0.015220498948670152
CUL2,9.859269424839513e-7,-0.7655463287395996,0.116,0.195,0.015304543928178376
PLPPR5,9.892277370293513e-7,-0.4589095418691691,0.321,0.415,0.01535578216190662
LOC110477801,1.0079295453726526e-6,-0.9660181318191254,0.081,0.151,0.015646090332819686
LOC116183730,1.0154537853140292e-6,0.4857035091929873,0.363,0.272,0.015762889109429676
TMEM131L,1.0209493414977693e-6,0.44025658328199674,0.501,0.431,0.015848196628069872
ZBTB20,1.0485568086296612e-6,-0.7619208494307046,0.114,0.194,0.016276747340358232
LOC110471630,1.059418548322961e-6,-0.8858251242255295,0.117,0.194,0.016445354125617324
LOC116184303,1.0621059130882955e-6,-0.6205847801199966,0.195,0.284,0.01648707008886961
MGAT4A,1.0760770725376224e-6,-0.9510173737942598,0.088,0.16,0.016703944397001513
OSBPL9,1.0862028063337489e-6,-0.7132987815946339,0.142,0.224,0.016861126162718783
NMT2,1.0887027833572646e-6,-0.6808175615756813,0.12,0.201,0.01689993330605482
RFC1,1.1041656911422536e-6,-0.703924511829487,0.143,0.226,0.0171399640236012
RPAP3,1.1141542667925537e-6,-0.44489787534353065,0.249,0.348,0.01729501668342081
TTC33,1.1185681368501316e-6,-0.6138215061105128,0.169,0.256,0.017363533188324592
LGI1,1.1294188778181603e-6,-0.717849586708303,0.101,0.178,0.0175319692403713
LOC110469887,1.2044871750404522e-6,-0.5437474869387371,0.162,0.252,0.01869725441815294
MFF,1.2048890185210801e-6,-0.5342446144542918,0.243,0.334,0.01870349223450273
PRNP,1.2361907600610025e-6,-0.8669767724810589,0.079,0.15,0.019189389168426944
AHCTF1,1.2744145584010459e-6,-0.5064954368243033,0.269,0.361,0.019782737190059435
LOC110482576,1.2752844308105616e-6,-0.6920172933176345,0.123,0.203,0.019796240219472346
SYNRG,1.2786229284665983e-6,-0.8320078690607047,0.092,0.166,0.019848063718587005
SNX13,1.2801163145448348e-6,-0.6498748879996823,0.152,0.236,0.01987124555067947
AQP11,1.3192073048291189e-6,-0.8538366406411804,0.116,0.192,0.020478054992862413
LOC110477847,1.4041891744604703e-6,-0.470450713673507,0.253,0.35,0.021797228555149883
EIF3E,1.4124573578054231e-6,-0.6210232004153751,0.121,0.203,0.021925575565213584
TRA2A,1.4202625819888295e-6,-0.5088332417025239,0.214,0.307,0.0220467360602126
LOC110483077,1.47995561266986e-6,-0.6614162512496258,0.152,0.235,0.022973350975474236
