"","finch|Glut-CACNA1H-1","finch|Glut-CACNA1H-2","finch|Glut-CACNA1H-3","finch|Glut-CACNA1H-4","finch|Glut-CACNA1H-RA","finch|Glut-DACH2-1","finch|Glut-DACH2-2","finch|Glut-DACH2-3","finch|Glut-DACH2-4","finch|Glut-DACH2-5","finch|Glut-DACH2-6","finch|Glut-DACH2-7","finch|Glut-DACH2-8","finch|Glut-DACH2-HVCra","finch|Glut-DACH2-HVCra-Int","finch|Glut-DACH2-HVCx","finch|Glut-DACH2-LMANco","finch|Glut-DACH2-LMANsh","finch|Glut-SATB2-1","chicken|Ex_BCL6","chicken|Ex_CACNA1H_CPA6","chicken|Ex_CACNA1H_KIT","chicken|Ex_CACNA1H_LHX9","chicken|Ex_CACNA1H_MCTP2","chicken|Ex_CACNA1H_PROX1","chicken|Ex_DACH2_ADAMTS5","chicken|Ex_DACH2_CEMIP","chicken|Ex_DACH2_GRIK4","chicken|Ex_DACH2_ITGA9","chicken|Ex_DACH2_LHX2","chicken|Ex_DACH2_LUZP2","chicken|Ex_DACH2_MGAT4C","chicken|Ex_DACH2_NR4A3","chicken|Ex_DACH2_RORB","chicken|Ex_DACH2_SLIT2","chicken|Ex_DACH2_TAC1","chicken|Ex_DACH2_ZMAT4","chicken|Ex_KIAA1217","chicken|Ex_KIAA1217_BCL6","chicken|Ex_SATB2_FOXP2","chicken|Ex_SATB2_OVOA","chicken|Ex_SATB2_SOX6","chicken|Ex_SATB2_ZNF385B","chicken|Ex_TSHZ2_NR4A2"
"chicken|Ex_DACH2_RORB",0.26486636680239,0.113091584294531,0.259683881760587,0.0870356591127078,0.632666661512013,0.255923139034773,0.423550780845338,0.376162315655653,0.287774725952678,0.574696673268708,0.488271137230817,0.341370379086037,0.860410451670081,0.782606245071064,0.402554955992197,0.549915486101803,0.965778981641805,0.826173217811554,0.495630329596609,0.498819008370947,0.44667413879902,0.18663842601736,0.218357033119974,0.179153387806057,0.178072096287823,0.709653945278566,0.561005794030203,0.364682582590183,0.477466160766751,0.261197790597193,0.244727082702031,0.317887794841738,0.591677481303335,0.996098641902664,0.345153091968335,0.698882374501742,0.904438943109626,0.572528407060043,0.384858361919905,0.476328227927855,0.217474713296716,0.453619451819003,0.656435739943041,0.387025417770703
"chicken|Ex_DACH2_SLIT2",0.549043478001374,0.593886948652764,0.490604821366837,0.672064585343469,0.314471678635301,0.629770540653029,0.448501994163418,0.885727189304278,0.636422438291764,0.456359107621273,0.675315743557766,0.591557223128572,0.559995924616252,0.284128403038147,0.393130362105868,0.462346593300445,0.404629318007135,0.371546757552036,0.234931612488469,0.634555029970733,0.44156276513473,0.564643328660907,0.723072000918533,0.617118668420991,0.581045167237529,0.469488846781114,0.808155593534551,0.669259517696729,0.772689441082455,0.544712246858679,0.642442613171896,0.572624682937122,0.45578557364269,0.345153091968335,0.98546408176959,0.5404915199353,0.647774279271366,0.344356588323797,0.440318630172947,0.191966890829575,0.300144993511827,0.209500479063822,0.152696978178623,0.513540766306846
"chicken|Ex_DACH2_TAC1",0.542667198174414,0.388084574341923,0.493294268746053,0.433539290317843,0.55245341283169,0.283882171510625,0.19814761458112,0.629716662301394,0.392858989618616,0.362726248545665,0.778592309445066,0.476853319745711,0.834436329217381,0.55592144344005,0.233586162369165,0.70138538926294,0.788969016952833,0.46979677127745,0.490879285065997,0.438307311620638,0.364848096912074,0.342596117817407,0.31168597276878,0.391942171828865,0.380046015826638,0.445424998479477,0.814316606199923,0.230344522661082,0.787065197539661,0.243728717457251,0.232420668710233,0.32354928199553,0.312806260793684,0.698882374501742,0.5404915199353,0.992543105803052,0.838071570589201,0.700019198332397,0.655788207853485,0.522599873059026,0.362542634407159,0.628463312810636,0.651885892033194,0.438324417885316
"chicken|Ex_DACH2_ZMAT4",0.272999400736512,0.185167838560117,0.3079290571053,0.121419200230641,0.309845583016422,0.344024729551835,0.300158469384787,0.765600329006025,0.655450922198253,0.425009678785784,0.872562711338541,0.563558429084135,0.938580068993566,0.555700488456166,0.315257743829364,0.662862047022104,0.863144100509784,0.603382605824612,0.397352005494646,0.427424993965526,0.208140440360149,0.106357653432516,0.162790487358604,0.21414463980662,0.121542809525676,0.726492119482191,0.880064617319691,0.422859802202986,0.809726471856582,0.20798236902155,0.158693235100663,0.365988376796281,0.557394993842568,0.904438943109626,0.647774279271366,0.838071570589201,0.973014484745187,0.495135153929587,0.425720176644099,0.577968215327806,0.317770454094304,0.546439843534634,0.422000398568514,0.445717473298011
"chicken|Ex_KIAA1217",0.858078306795964,0.707120197706404,0.810182309078754,0.582587603474916,0.961303405536253,0.17184043115245,0.197853173878521,0.256553722591223,0.562955891478366,0.171310393420003,0.654772477005342,0.278981216929546,0.399992528800226,0.36610225810452,0.258242362625948,0.839475064685392,0.639927290693498,0.209965916876774,0.727503270989684,0.532750724013196,0.817683669936024,0.605512399231957,0.477797941475965,0.427259672503249,0.48467345187622,0.19398957281296,0.53593483475938,0.140700674735112,0.483423197932049,0.150926944040483,0.152436199479652,0.156507797754948,0.193811134840613,0.572528407060043,0.344356588323797,0.700019198332397,0.495135153929587,0.99953360327716,0.919562372775009,0.849944788459995,0.276265112778399,0.738817912994454,0.822862392431616,0.829450391063443
"chicken|Ex_KIAA1217_BCL6",0.889025412076056,0.83059038599072,0.864718219376365,0.753948311377944,0.899212622900985,0.152982040147597,0.144492308319944,0.323908221416198,0.552745918110858,0.121859233017612,0.676142422748739,0.242119093657244,0.485311229694184,0.393788898117587,0.269655505043607,0.816073121170811,0.551409430500561,0.164813602301698,0.639623313070983,0.723822555593813,0.753293149797436,0.826047726603856,0.654630032148937,0.644538504713297,0.625522247235721,0.113971427154191,0.650134290618568,0.18238911104671,0.568277379852489,0.243752067598196,0.280966722670357,0.153054291272962,0.197790823969187,0.384858361919905,0.440318630172947,0.655788207853485,0.425720176644099,0.919562372775009,0.990263966631851,0.698301082288322,0.426577904460341,0.728549705581117,0.666407918330961,0.938282639299257
"chicken|Ex_SATB2_FOXP2",0.651111467863589,0.60362687547147,0.614177899559741,0.525242876089184,0.73575865607952,0.262510262350297,0.340283486162061,0.284597890400009,0.66295098936638,0.211238978871023,0.643541937493076,0.354981494847884,0.577020779206573,0.473941637751172,0.454912958637926,0.801092994490925,0.679375056189834,0.29728706519463,0.89414496887978,0.318093457271925,0.404618215473258,0.368259698259756,0.388646303989478,0.368286958628766,0.250916995600489,0.356574995908528,0.558386591727649,0.347427482932493,0.433151060578058,0.206434921322389,0.196276752472463,0.21550499968575,0.36711687640518,0.476328227927855,0.191966890829575,0.522599873059026,0.577968215327806,0.849944788459995,0.698301082288322,0.989455358148501,0.716238469982284,0.900521802724454,0.813833695498634,0.649682735948801
"chicken|Ex_SATB2_OVOA",0.326384273591758,0.44221316179049,0.395271871962498,0.380872076772851,0.216967595922876,0.719890493704572,0.747034324312573,0.55067001231662,0.566192200548585,0.73736919456444,0.325639067811595,0.683103630663404,0.44396257125901,0.457802076182518,0.631642489382834,0.326718692431377,0.214756799245271,0.692597295980106,0.721404386207419,0.442900717806048,0.228810423856415,0.337264077552223,0.308018146583069,0.559320368137814,0.348456587936957,0.652380816813431,0.296349137131219,0.686838169360193,0.468083677297027,0.745438864070402,0.567485762298841,0.669547382048922,0.659259196167271,0.217474713296716,0.300144993511827,0.362542634407159,0.317770454094304,0.276265112778399,0.426577904460341,0.716238469982284,0.97719105339698,0.684441002214684,0.441136898794711,0.379386503985364
"chicken|Ex_SATB2_SOX6",0.402420000829121,0.347495687457515,0.388615038543161,0.360997808615791,0.625472123574032,0.258426166681714,0.36885387658355,0.321254417879241,0.584444476155739,0.262005643830265,0.715617054578373,0.476365983705781,0.584206080079713,0.814031189764799,0.674934633870649,0.827992115628793,0.683603841620419,0.339756412968619,0.944389437782999,0.366773723499585,0.391268051859961,0.458703305962638,0.315506053695242,0.30847528770995,0.292454861641032,0.432515948963317,0.549235898933457,0.164378981406981,0.353191052774703,0.252847229093199,0.275685306045236,0.314269600641194,0.391781375680538,0.453619451819003,0.209500479063822,0.628463312810636,0.546439843534634,0.738817912994454,0.728549705581117,0.900521802724454,0.684441002214684,0.984387221912121,0.899997261980546,0.564698722452772
"chicken|Ex_SATB2_ZNF385B",0.435656494983628,0.285918320998809,0.386943436278941,0.351508538702635,0.74077621255148,0.29518641521174,0.342529849570218,0.270541789476678,0.324696221192479,0.352184255406017,0.648578825849256,0.467388374638467,0.479777980818423,0.895307795391099,0.623677299514463,0.616572179491077,0.674902621688213,0.478767232644343,0.88904491237365,0.329469264520385,0.641506058340794,0.627883724626241,0.434918349428818,0.320939167962605,0.504383141954923,0.320084547240481,0.420691174218599,0.227002620097934,0.190030956732448,0.178830006950836,0.232535402902674,0.255772553968541,0.278168814145106,0.656435739943041,0.152696978178623,0.651885892033194,0.422000398568514,0.822862392431616,0.666407918330961,0.813833695498634,0.441136898794711,0.899997261980546,0.999857498532982,0.418357088215161
"chicken|Ex_TSHZ2_NR4A2",0.9423527221193,0.899712399350504,0.923595055264737,0.800361131510258,0.915939792101743,0.146170542024065,0.193774314632429,0.276447451714591,0.602464492756713,0.144126058741951,0.520893625840287,0.171709495601194,0.385363673297041,0.37971585371889,0.252201975280464,0.748671639238169,0.539859049480322,0.133501855487587,0.389328935172907,0.586758381686946,0.882652251469971,0.869819116301361,0.807462529363185,0.758060811580242,0.665291928333776,0.163496222805762,0.645290593763504,0.354881197422618,0.62109201534666,0.325045783977447,0.354366651686619,0.22043708414098,0.315596632227401,0.387025417770703,0.513540766306846,0.438324417885316,0.445717473298011,0.829450391063443,0.938282639299257,0.649682735948801,0.379386503985364,0.564698722452772,0.418357088215161,0.996492119405681
