CDH19
JAKMIP1
PLCL1
PLCL2
STK32C
STK32A
STK32B
ARL8B
ARL8A
SSC4D
MTA1
MTA3
SAG
ARR3
RAB5A
RAB5B
CPXM1
AEBP1
CPXM2
NOX1
NOX3
LOC110483221
CLCN3
CLCN4
LOC110477961
ACAP3
GPD1L
CSMD3
CSMD2
CSMD1
CTBP1
RARA
RARB
PBX3
LOC110479079
PBX1
RAB44
SLC9A6
SLC9A7
SLC9A9
HMGB3
HMGB1
HMGB2
VAV2
VAV3
YTHDF2
YTHDF3
LOC110481230
ABCB9
LOC110481231
DGKD
DGKK
DGKH
LOC110479169
GABRR3
LOC110478758
ADGRL2
HNF4A
HNF4G
LOC110476369
LOC110481142
LOC110470390
MCOLN3
PLS1
LCP1
PLS3
LOC110481645
PHIP
BRWD3
BRWD1
MAPK9
MAPK10
MAPK8
DNAJB5
DNAJB4
LOC110481821
PIP4K2A
PIP4K2B
DCK
ADAMTS2
ADAMTS14
ADAMTS3
TAGLN2
TAGLN3
TAGLN
FZD7
FZD2
FZD1
NRXN3
TRPC6
TRPC3
TRPC7
PLXNA1
PLXNA4
PLXNA2
MSN
EZR
RDX
FGF9
FGF20
MAPRE2
MAPRE1
LOC110471598
PPP3CA
LOXL2
PFKM
PFKL
PFKP
PTBP1
PTBP3
PTBP2
STRN3
STRN
USP46
USP12
STK24
STK26
STK25
MTMR8
MTMR6
SMAD1
SMAD9
SMAD5
LOC110478876
LOC110475204
SSBP2
SSBP3
LOC110470958
HSPA4
HSPH1
HSPA4L
ACSL1
ACSL5
KCNG2
KCNG1
KCNG4
FAT1
FAT2
FAT3
RUNX1T1
CBFA2T3
ACVR1C
ACVR1B
RHOA
RHOB
RHOC
RHCG
RHAG
LOC110480039
CPNE8
CPNE9
RUNX1
RUNX2
RUNX3
RCAN1
RCAN2
RCAN3
HERC4
CELSR1
MTMR2
MTMR1
CTNNA3
CTNNA1
SESN1
GLP1R
GCGR
OTOF
FER1L6
SLC30A2
SLC30A8
RYR3
RYR2
MTNR1A
UBE2D2
UBE2D3
UBE2D1
KCNN1
KCNN3
KCNN2
MGAT4A
MGAT4B
UNC13B
UNC13A
LAMB2
KIF3C
KIF3B
LOC110479188
FBXL20
LOC110483383
TFAP2C
TFAP2A
ATP10D
ATP10B
ATP10A
CHRNA2
CHRNA3
CHRNA6
DRD1
COMP
FMNL2
SLIT3
SLIT1
SLIT2
SLC8A3
SLC8A1
EHD4
EHD3
DIP2C
DIP2B
ENC1
KLHL25
LOC110479627
ADAP2
ADAP1
ONECUT2
ONECUT1
ONECUT3
CRY1
DAB2IP
SV2B
PABPC1
SLC5A8
SLC5A12
GRIK1
GRIK2
GRIK3
DYRK2
CDK18
SCUBE3
SCUBE1
SCUBE2
SYT2
SYT1
SYT8
PTPRD
PTPRF
PTPRS
MBD3
KDM5A
SRGAP3
SRGAP1
TNIK
MAP4K4
CACNA1G
CACNA1H
SERINC3
SERINC1
SERINC2
LOC110481203
KCNJ2
KCNJ4
FBN2
FBN1
DDR2
LOC110471404
TARS2
TARS1
CPNE1
CPNE2
LOC110469673
NR2F1
NR2F2
HDAC4
ABCA1
ABCA4
ABCA7
PPIF
LOC110478774
ABHD17C
ABHD17A
ABHD17B
SH3GL2
SH3GL1
SH3GL3
SLC16A7
ITPR1
KPNA1
KPNA6
KPNA5
MAN1C1
MAN1A1
MYH10
MYH9
MYH11
RAB3C
RAB3A
PDE4D
PDE4B
PDE4C
ITGA1
LOC110477571
PIP5K1B
PIP5K1A
PLIN2
LOC110477877
EIF4A3
LOC110475545
LOC110475546
LOC110483974
VDAC1
VDAC2
HSPA2
HSPA8
LOC110472277
SLC2A1
GNB3
GNB4
GNB1
INSR
IGF1R
PDE1C
PDE1A
PPP1CB
PPP1CA
PPP1CC
MYO5C
MYO5B
MYO5A
KCNH7
KCNH6
SLC4A3
SLC4A2
SLC4A1
TEAD3
TEAD1
TEAD4
CORO6
CORO1C
DHRS9
STX2
SMARCD2
SMARCD1
SMARCD3
CCND2
CCND1
CCND3
YPEL4
YPEL2
SENP1
ATP2A2
HSD11B1L
FERMT1
KCTD12
PCDH9
SHOX
FAM3C
CBLN1
RCN1
FOXP2
MC5R
AP1S3
IGF2BP2
PTP4A1
CAPZA1
EEF1A2
APBB1
UBE2E3
ADAMTS9
CBX3
ARHGEF10L
LOC110480098
SLC16A3
TMEM14A
FAM49A
LOC110469069
LPAR1
ATP6V1C2
CHD7
LOC110474872
NXPH3
RASGEF1C
MAP3K5
BRD3
ME3
SCIN
DGAT2
EYA4
ASAP2
LOC110482406
NT5C1A
PITX3
GIPC3
HNRNPD
DGKB
SLC35F1
FLVCR2
SLC27A6
AHCYL1
ARHGAP5
ELAVL4
DOCK9
CORO2A
MOB3C
ANKRD34C
PLCG1
SH3D19
TPPP3
LOC110481850
PANK3
AKT3
GALNT13
GPR83
GABARAPL2
PRKAR2B
TLL1
DIRAS1
RHOBTB1
SRPK1
STK39
GALR2
ADAMTS1
MAT1A
CDC34
SLC17A8
CERCAM
CHST11
RFX2
LMAN2
LOC110477643
SLC7A6
LMNB1
ORMDL1
RBX1
SLC9A4
UBE2B
ARHGEF6
MCTP2
NAV3
KIF2C
GNA11
RORB
LARGE2
SNRK
KIF1B
UBALD2
HSP90AB1
PDLIM1
LOC110472940
RAB37
PRKCB
PYGB
LOC110481003
CTDSPL
SORCS3
CHD5
ENTPD4
SIX6
MAP3K3
ACACB
BIN1
KIF18B
TAOK1
CSNK1G2
CHRNB2
ANKRD13B
DAPK3
ARHGEF12
BCAN
FN3K
PPIP5K1
PPIP5K2
MAN2A2
MAN2A1
FER
FES
UNC45B
UNC45A
SEPHS1
NF2
NIPSNAP1
OSBP2
OSBP
AP1B1
AP2B1
DTX1
DTX4
RASAL1
BCHE
MED13L
MED13
JPH1
MYO10
UPP1
UPP2
SCN3B
TRIO
FBXL3
SEMA5A
SEMA5B
ADCY7
ADCY2
P2RY1
PFN1
PFN2
SIAH1
SIAH2
KPNA3
KPNA4
DOK5
DOK6
LXN
LOC110476610
PRELID3B
PRELID3A
PPIB
PPIC
DNAJB9
CNDP2
CNDP1
PLPP4
LOX
DOCK3
PLCH1
IMPA2
IMPA1
MMEL1
MME
GNAL
EML4
KCND3
HMGCLL1
HMGCL
LDLRAD4
PMEPA1
DHX9
DHX36
TRA2A
TRA2B
WNT2
CCNL2
CCNL1
KCNAB1
KCNAB2
THRB
THRA
CCKAR
CCKBR
CHN2
CHN1
TBL1XR1
TRIM3
TRIM2
ZNF385D
PIEZO2
PIEZO1
HYAL1
CTPS1
CTPS2
CADPS2
KCNH8
KCNH4
KAT2A
KAT2B
PGM2
PGM2L1
PDZRN3
PDZRN4
GPR78
GPR26
XK
NEU4
NEU3
TWF2
TWF1
PRPS2
SKAP2
DMD
UTRN
PCYT1A
ELOVL5
ELOVL2
MYO7B
MYO7A
CAPN6
IL1RAPL1
ST7
ST7L
CAV1
GADL1
OSBPL11
WNT11
RAB31
RAB22A
TIA1
TIAL1
TRPC4
TRPC5
NPY
LOC110474803
MPP2
MPP6
RBBP4
RBBP7
KCNQ5
KCNQ4
DIAPH3
ATP7B
ATP7A
JAK1
RIMS1
RIMS2
RAB9A
RAB9B
TOP2B
TOP2A
G3BP2
G3BP1
RRM2B
RRM2
OSR1
NMT1
NMT2
LOC110479365
FHL5
FHL2
ACBD7
KCNB1
KCNB2
ROCK1
ROCK2
PTPRE
PTPRA
NANOS1
TBX18
CYFIP1
CYFIP2
SDCBP2
SDCBP
INTS6
GALNTL6
GALNT10
SAP30L
SAP30
WDFY1
DLX5
PHKA1
PHKA2
TNKS2
TNKS
MOGAT2
MOGAT1
PPEF1
PPEF2
B2M
CHRNA10
TPBG
TPBGL
NAA15
PRDX4
PRDX1
CALCR
CALCRL
LOC110470132
MTHFD2
STMN2
STMN3
ENOX1
ENOX2
LOC110469024
PXDN
CHMP4C
CHMP4B
CDS2
CDS1
SGCA
SGCE
DYNC1I1
DYNC1I2
PI15
R3HDML
CRISPLD2
CRISPLD1
AZIN2
TECRL
LEPROT
LEPROTL1
ZFHX3
ZFHX4
ARSJ
SPARC
SPARCL1
NCOA1
HTR1B
HTR1D
CLVS2
THSD7B
THSD7A
LOC110469558
RCBTB1
SCD
SCD5
LOC110484757
GHSR
MLNR
ARL4C
ARL4A
CAB39
CAB39L
DNAJC5
TMEM30A
ETV4
NPBWR2
NPBWR1
ARID1B
ARFGEF1
ARFGEF2
LOC110470611
HNRNPR
SYNCRIP
CCDC28A
CCDC28B
FGF1
SLC25A39
SLC25A40
PREX1
ADARB1
ADARB2
SULF1
SULF2
BMPR1B
BMPR1A
B4GALT6
NPFFR1
NPFFR2
GJA9
GJA10
POU3F2
POU3F3
CREM
TCEA2
TCEA1
LYPLA2
LYPLA1
EIF4E
EIF4E1B
RAB18
PAX9
THBS1
THBS2
RRAGC
RRAGD
SPTLC2
SPTLC3
GPR158
ADCK1
ENPP3
ABHD3
ABHD15
GPC4
GPC6
LOC110475975
HRH3
ESRRB
ESRRG
SFMBT2
SFMBT1
BZW2
BZW1
OPRD1
OPRM1
MPP3
UGGT1
FDX1
MEIS1
GRM1
RAB32
RAB38
PRKCD
PRKCQ
STXBP5
GAD2
GRM2
GRM3
GPC5
UBE2V2
MYO3B
MYO3A
SEMA3D
PRKD3
PRKD1
SEMA3A
TMEM161B
IRF5
IRF6
KATNA1
STRIP1
STRIP2
GRIN3B
GRIN3A
PCMT1
SEC24C
SEC24D
PPP1R14C
PRSS12
TM9SF2
HEATR5B
MTHFD1
MTHFD1L
CELF2
CELF1
FUCA2
FUCA1
SEC24A
SEC24B
ETNPPL
PHYKPL
SEC61A2
SEC61A1
WASF3
SLC15A1
SLC15A2
CDK8
CDK19
SNX5
PAPSS1
PAPSS2
ATP8A2
ATP8A1
PLXDC1
PLXDC2
FARP1
FARP2
ARL5B
ARL5A
SOX14
SOX21
ARHGEF9
PGF
VEGFA
SSTR1
SSTR4
AGPAT3
AGPAT4
SEMA3G
SEMA3E
PPA1
PPA2
STAM2
STAM
HACD2
HACD1
FZD5
FZD8
DENND6A
DENND6B
SEC23B
SEC23A
SGK2
SGK1
SBF2
DCLK2
DCLK1
LRBA
COPG2
COPG1
DSTN
CFL2
PDS5B
LOC110468464
ZAR1L
DUSP22
FRY
FRYL
NET1
ARHGEF3
MAB21L1
PLPPR1
PLPPR5
MAP1LC3A
E2F3
DYNC1LI1
RASGRF2
RASGRF1
ATP9A
CHORDC1
LOC110478412
ROBO2
ROBO3
MEF2C
MEF2A
IRX4
LPCAT1
LPCAT2
ATP2C1
ATP2C2
LIPH
LIPI
KIF13A
TRIM9
SLC20A2
SLC20A1
RNF182
TBP
TBPL2
KLHL3
KLHL2
FSTL5
FSTL4
IRX2
HECW2
HECW1
LARP1B
LARP1
ADCY8
ADCY3
TRHR
CPNE7
CPNE4
ATAD2
ATAD2B
TBC1D22B
TBC1D22A
PUM1
PUM2
DPEP1
TOP1
TOP1MT
SLC6A19
LOC110469679
RBPMS
RBPMS2
HAS2
KIF21A
VPS4B
HNRNPU
CNOT6
CNOT6L
PEF1
PDCD6
CAMK4
DESI2
LOC110478241
LOC110478235
REEP5
EZH2
EZH1
SNCA
SMARCA2
IKBKB
CHUK
RGS6
RGS7
ITSN1
ITSN2
BRD1
GPR1
LOC110483671
RANBP10
CNTNAP5
KCNK3
KCNK9
RAPGEF2
ZDHHC7
ZDHHC3
SLC36A4
GRID2
GRID1
EXTL1
EXT1
AP3S2
AP3S1
PAK4
PAK5
CLGN
CANX
SPOPL
SPOP
ARID3B
ERO1B
ERO1A
TBC1D9B
TBC1D9
ADRA1B
ADRA1A
TNFAIP8
TNFAIP8L1
DMXL1
DMXL2
TMED3
CPEB2
CPEB4
ECHDC2
AUH
SMARCA5
SMARCA1
DPYS
ACVR2A
ACVR2B
B4GALT1
B4GALT2
LOC110471603
PMPCB
CHSY1
TMOD1
TMOD4
CIAO2B
ACO1
IREB2
ADAMTS19
ADAMTS17
MFSD2A
MFSD2B
LOC110470279
PHETA1
PHETA2
GFOD2
GFOD1
GABRA6
GABRA4
GLUL
TCF12
BRINP2
LOC110478439
RNF44
RNF38
LHX9
LHX2
PDE8B
PDE8A
NT5DC2
NT5DC3
LOC110471010
LOC110471011
FBXW11
BTRC
SEC11C
SEC11A
PTCH1
LOC110469569
LOC110469492
CPLX3
BTF3L4
NR4A2
NR4A1
SMAD3
NUAK2
NUAK1
ACVRL1
HEXB
HEXA
NAPA
NAPB
OGDHL
OGDH
PMM2
PMM1
LHX4
NRN1
LOC110483195
LUC7L
LDB1
LDB2
ABCG1
ABCG4
SLC6A15
SLC6A17
RABGAP1
RABGAP1L
RBM38
RBM24
LOC110484382
NCKAP1
RALGPS2
RALGPS1
LRP1B
LRP1
MGAT4C
CEPT1
CHPT1
MYLK4
ANO3
ANO4
ERBB4
ERBB3
NR2C1
NR2C2
SLC41A1
SLC41A2
USP15
USP4
AVPR1A
SLCO1C1
LOC110472955
TXNRD1
TXNRD3
TLN1
USP44
USP49
TAFA2
NTN4
KCNS2
KCNS1
NTNG1
NTNG2
PGM5
PGM1
LOC110477113
SLC25A24
SLC25A25
MTMR9
STK4
STK3
DENND5A
MPPED1
MPPED2
LGR5
PDE6G
PDE6H
ARHGDIB
ARHGDIA
CHIC1
CHIC2
TMEM50A
TMEM50B
IPO7
IPO8
GART
GRIP1
SFXN1
SFXN3
PACSIN2
PACSIN1
CTSE
ADAMTS10
GEM
REM1
APH1A
NR5A2
CUL4A
CUL4B
ABLIM3
ABLIM1
ESRP1
ESRP2
LOC110472314
TRABD2B
UBTD2
UBTD1
NLN
THOP1
WNT7A
WNT7B
ERC1
ERC2
PURA
PURB
NEK7
NEK6
CHRNA5
CHRNB3
CPLX1
CHD2
ASB16
ASB10
KCNT1
KCNT2
MICAL2
RAP1A
RPL3
RPL3L
CBX6
TRPM8
TRPM2
FAM20C
CAP2
CAP1
MARCHF3
MARCHF2
AP3B1
NAB1
JAK2
JAK3
TPH1
TPH2
DDX5
DDX17
GDF11
MSTN
CREBBP
EP300
KDELR3
KDELR2
STK38L
STK38
CSNK1E
CSNK1D
UHRF1
UHRF2
SLC12A2
SLC12A1
TMEM184B
TMEM184A
MAFK
FSD1L
LOC110473699
TMEM121
ABCC8
ABCC9
CRIP2
KCNJ8
KCNJ11
HIPK2
HIPK1
LDHB
ATP6V0A4
ATP6V0A1
DUSP7
DUSP6
SAR1B
SAR1A
ATP11C
ATP11A
PACS2
STAG2
STAG1
GNPDA1
GNPDA2
PARVA
PARVB
FLI1
ERG
ATP6V0D2
ATP6V0D1
HMGCS2
NAP1L1
NAP1L4
HDAC1
HDAC2
OSBPL8
OSBPL5
PRKAB2
PDE6C
PDE6B
FAM78A
FAM78B
CSRP2
CSRP1
LMO3
DSCAML1
DSCAM
SLC1A3
LOC110469444
MAGT1
TUSC3
DGKI
DGKZ
MASP1
MASP2
MDK
PTN
YIPF5
YIPF7
CSNK2A2
WNT5B
WNT5A
ADIPOR1
ADIPOR2
STAT1
STAT2
CACNA2D3
MYO1A
MYO1B
RASA3
RASA2
SNX3
SNX12
PRKAA2
PRKAA1
ETNK1
ETNK2
DCUN1D1
DCUN1D2
KIF27
KIF7
ISL1
KCTD2
TST
MPST
CACNG2
CACNG3
LOC110480055
ADAM19
RUFY1
RASD2
RASD1
GCNT1
CDC42BPA
CDC42BPB
GFPT2
GFPT1
TOM1L2
TOM1
WNT8B
TRPM6
TRPM7
LIMS2
SLC24A4
SLC24A3
AMMECR1L
AMMECR1
ACSL3
ACSL4
UBQLN4
CNOT7
CNOT8
HMGA1
VRK1
TMC1
TMC2
TMEM63B
TMEM63A
EPHX1
AIP
LOC110472689
ELMO1
ELMO2
P4HA2
P4HA1
LOC110481037
BCL11A
SLC24A2
PDIK1L
PDILT
P4HB
TRAK1
GPR139
FMR1
FXR1
EIF1
EIF1B
DEGS2
DEGS1
POU6F2
BTBD1
BTBD2
SLC10A4
PRKCZ
PRKCI
LOC110481454
PPP2R5C
PPP2R5D
MAL
LOC110472547
MECOM
PPM1A
PPM1B
PLOD1
PLOD2
RGS9
RGS11
LOC110473888
ZFAND2A
ATL2
ATL1
PIK3CD
PIK3CB
GLB1
GLB1L
CLSTN2
CLSTN1
SRSF7
DAAM1
LOC110476643
BTBD6
BTBD3
ERN2
ERN1
RBP2
RBP7
RIMS3
RIMS4
SOS1
SOS2
USP31
ENO2
ENO1
ERLIN1
ERLIN2
GALNT16
GALNT14
SPSB4
SPSB1
NTN3
NTN1
MFN1
MFN2
LOC110478017
CLCN2
CLCN1
KCNK12
KCNK13
TOGARAM2
PPP2R5E
PPP2R5A
CILP
LLGL1
LLGL2
RHOJ
RHOQ
KCNH1
DVL1
PRPSAP2
PRPSAP1
LOC110475659
MXD1
MXI1
DPP8
DPP9
PRKCH
PRKCE
EXOC6B
EXOC6
RALB
RALA
GOLGA7
GOLGA7B
KAT6B
KAT6A
HTR7
AP3M2
AP3M1
MAP2K1
ATRN
ATRNL1
PSEN2
PSEN1
USP5
USP13
PITPNC1
ARHGAP17
RHOT2
RHOT1
CLASP1
CLASP2
NT5C2
PELI2
SCNN1A
DYSF
MYOF
ADCY5
ZMIZ1
SEC14L5
SEC14L1
KIAA0895
WFIKKN2
TCF7L2
RBFOX3
RBFOX1
MDGA1
MDGA2
ECE2
VILL
VIL1
RHBDF1
RHBDF2
LOC110471035
NT5C3A
NT5C3B
FKBP9
ADD2
ADD3
ACTR3
GAA
ARNT2
ARNT
PLEKHH1
PLEKHH2
SLC25A28
IDH2
IDH1
NTRK3
LOC110480038
STAMBPL1
LOC110474508
RPH3A
XYLT1
KCTD6
KCNRG
EN1
INSIG1
INSIG2
EFHD2
EFHD1
DPP4
FAP
ADGRA2
PTGS1
PTGS2
TEKT1
AMPD3
SDK2
SDK1
CLK3
CLK2
SLC11A1
SGSM1
SGSM2
MMD2
MMD
FBXO2
FSCN1
FSCN2
SMURF1
SMURF2
KPNA7
KPNA2
ARPC1A
ARPC1B
MSI2
MSI1
ATG9A
SHH
IHH
MAP2K6
MAP2K3
MYO1C
MYO1H
LRP6
LRP5
TNFAIP1
KCTD10
LOC110470362
FAR1
PLCD3
PLCD4
PXN
ING5
ING4
MYL4
GIT1
LOC110483541
ITGA6
LOC110485017
CDK2AP2
PITPNM1
MITF
TFEB
CTRL
NBEAL2
NBEAL1
PRKAR1B
PRKAR1A
GALNT17
RHOF
USP33
USP20
G6PC2
G6PC
RPS6KB1
RPS6KB2
LOC110474225
LOC110474227
SIDT1
CRHR2
MYO1E
MYO1F
LOC110468166
OPCML
UNC119B
MINDY2
MINDY1
PKN3
PKN2
PPARA
PPARD
SH3GLB1
SH3GLB2
LOC116184543
CERS6
CERS5
TLK2
TLK1
VPS26B
VPS26A
FZD9
MKNK2
TPST2
TPST1
PITPNB
SCAMP4
KLHL40
GALNT3
GALNT6
LOC110481835
CSRNP3
UBE2Q1
TCIRG1
ATP6V0A2
ACSBG1
ACSBG2
SDF2
SDF2L1
CIB2
CIB3
RPS27
LOC110483903
ST6GALNAC4
ST6GALNAC3
REN
PRKAG2
PRKAG1
LMBR1
OTUD7A
OTUD7B
ESYT2
SMARCC2
SMARCC1
CAMKK2
CAMKK1
VANGL1
VANGL2
WNT9A
WNT3A
WNT3
CHCHD10
CHCHD2
DERL3
DERL2
ABR
BCR
IP6K3
CLTC
CLTCL1
LIMK1
LIMK2
ORAI1
CLIP1
CLIP2
MAPKAPK3
MAPKAPK2
PSMB6
GATAD2B
SLC13A5
LOC110467729
PDIA3
TP53BP1
TUBGCP4
CIB1
GDPGP1
VPS33B
PRC1
MFAP1
HYPK
SERINC4
SCARF2
TBX5
THOC5
NEFH
KSR2
GAL3ST1
RNF215
LOC110474137
SF3A1
CASTOR1
HORMAD2
MTMR3
LOC110474142
PES1
ZMAT5
CABP7
EWSR1
ASCC2
WSB2
RFC5
P2RX6
SLC7A4
TBX3
RBM19
PLBD2
SLC8B1
FBXO21
TESC
FBXW8
RNFT2
C15H12orf49
TRPT1
OTUB1
NAA40
RBM14
CCT5
ATPSCKMT
RETREG1
ZNF622
MARCHF11
UBE2QL1
MED10
VWC2
TENT4A
NSUN2
GRB10
COBL
IKZF1
DDC
SPRY2
FBXL7
NDFIP2
RBM26
ANKH
OBI1
MYCBP2
SNRNP48
ROPN1L
MARCHF6
LMO7
MTRR
FASTKD3
C2H5orf49
UCHL3
TBC1D4
KLF12
PIBF1
DIS3
MZT1
DACH1
SLC33A1
C9H3orf33
TSC22D2
IGSF10
RNF13
P2RY13
P2RY12
COMMD2
GPR87
WWTR1
P2RY14
TM4SF4
HPS3
SELENOT
EIF2A
GYG1
SERP1
NMD3
DIPK1C
CCDC112
C2H18orf63
CIDEA
FEM1C
TSHZ1
ZADH2
LOC110470876
ALDH7A1
TIMM21
FRMPD1
RTTN
TRIM59
SMC4
DCAF10
POLR1E
TMEM200C
SEH1L
ZBTB5
GRHPR
MFSD1
PTPN2
GFM1
PSMG2
POT1
ZNF608
LSMEM1
AFG3L2
CTTNBP2
CFTR
TMX3
SNX2
CEP192
RSRC1
PANX2
TES
PRDM6
TFEC
PLXNB2
GRAMD2B
ZNF800
SOCS6
VEPH1
TSPAN12
AASS
CCDC102B
MELK
SERPINI1
PTPRZ1
PDCD10
ZNF277
SNCAIP
DLGAP1
LRRN3
SRFBP1
TGIF1
RNASEH2C
GMPS
WNT16
CEP120
MGMT
EMILIN2
MYOM1
NPVF
ING3
GLRX3
TCERG1L
HIBADH
SMCHD1
WIPF3
SCRN1
FKBP14
MPPE1
KLHL7
WDR11
SNX24
GPNMB
CCDC126
RNMT
FAM221A
FAM210A
ATE1
ASB11
CDCA7L
GFRAL
HCRTR2
VEGFD
LSM8
NDC80
JAZF1
DSEL
PRKX
ANOS1
ARHGEF26
GPR85
BMT2
GRPR
PHF3
TIPARP
SSR3
METTL4
CD109
MET
CLTRN
CAV2
TBC1D5
ACE2
PPP1R3A
ASMT
TRABD
MTO1
SELENOO
PWWP2B
AKAP17A
TUBGCP6
EPB41L3
HDAC10
INPP5A
SMPD1
ZBTB14
AKAIN1
PIGA
MOSPD2
ARFIP2
FANCB
B3GAT2
TIMM10B
SMAP1
TCTN3
LOC110483513
SDHAF4
SYAP1
NAPG
ILK
NKIRAS1
LMOD2
FAM135A
TAF10
RPL15
NDUFA5
HTRA1
IQUB
LCMT2
CREB5
ATP6AP1
PNPLA4
SLC13A1
TRIL
COL9A1
STS
PUDP
SATB1
PNPLA8
APCDD1
COL19A1
C6H10orf88
WDR73
NRCAM
LMBRD1
CNTN1
P2RY8
IKZF5
SLCO2B1
PPP4R1
ASMTL
ACADSB
HMX3
KCNE3
RALBP1
POLD3
BUB3
ZCRB1
TWSG1
TAB3
PPHLN1
PRICKLE1
ANKRD12
NDUFV2
MYOM2
CHRDL2
CHST15
RNF169
PUS7L
OAT
IRAK4
MTCL1
KBTBD11
SMPX
KLHL34
RAB12
TLR7
LHPP
NARS2
FAM83B
FAM53B
USP35
TMEM117
RAPGEF5
FRMPD4
KCTD21
POLR2I
ALG8
IL6
MSL3
RAB11FIP2
LAMA1
PLEKHA8
MLIP
FAM204A
LRRC1
INTS4
COLQ
WWC3
AAMDC
GCLC
FAM126A
RSF1
CLNS1A
HACL1
POLA1
AQP11
BTD
GDPD4
CLDN34
CACUL1
GALNT15
CDKL5
FBXO9
CILK1
DENND10
SFXN4
ACER3
PRDX3
OXNAD1
MXRA5
AGPAT5
RFTN1
MCPH1
RGS10
TGFBR2
TSKU
GYG2
YAF2
TPO
GXYLT1
PRRG1
SNTG2
STT3B
TMEM47
PRIM2
CD99
SCML2
FBXO15
LOC110482209
THAP12
BEND6
CMTM8
UFM1
FREM2
CMTM6
DHRSX
RAI2
UVRAG
GEMIN8
BAG3
SMC6
POSTN
NHS
TDRD3
INPP5F
MCMBP
COL21A1
MYT1L
REPS2
GSDME
GPM6B
SEC23IP
ZRANB1
OSBPL3
OFD1
LOC110474649
EIPR1
PCDH17
TRAPPC12
CASK
NUMA1
BCKDHB
GRHL1
TTK
KLF11
NEK5
NYX
ELOVL4
PPP2R3B
LAMTOR1
ASRGL1
UROS
NEK3
OGFRL1
PPME1
BCCIP
RPL8
TCEANC
C2CD3
VPS36
TTC32
HPSE
