"","Glut-DACH2-LMANsh","Glut-DACH2-6","Glut-DACH2-LMANco","Glut-Im","Oligo-2","Glut-DACH2-HVCra-Pre","Glut-SATB2-1","Glut-DACH2-1","Glut-DACH2-8","Glut-DACH2-HVCra","Glut-DACH2-5","Glut-DACH2-2","Glut-CACNA1H-2","GABA-8","Glut-CACNA1H-1","Glut-NB","Glut-CACNA1H-3","Glut-CACNA1H-4","OPC","Glut-CACNA1H-RA","GABA-7","Glut-DACH2-3","Glut-DACH2-7","Glut-DACH2-4","Glut-DACH2-HVCx","GABA-2-1","Astro-3","Astro-1","GABA-4-1","Glut-GABA","GABA-Im","GABA-1-1","GABA-2-2","GABA-6","Glut-NSC","GABA-5-2","GABA-5-1","Oligo-1","GABA-3","GABA-4-2","Epen","GABA-1-2","GABA-2-3","Astro-2","Endo","Oligo-3","Micro"
"0396 SI-MPO-LPO Lhx8 Gaba_1",0.00199031879528057,0,0.0138443039104745,0,0,0.00171241904560094,0,0,0,0.00231589318933023,0.00234154804301295,0.0011352755263578,0,0.17985274107057,0,0,0,0,0,0,0.016520796026319,0,0.00217192185533421,0,0,0.0335253229279088,0,0,0.00436215832619517,0.0291375116506926,0.127016611105364,0.000941353869412038,0.00093714507194869,0,0,0,0,0,0.00107130909315676,0.0056929675734388,0,0.00221983926986103,0,0,0,0,0
"0397 SI-MPO-LPO Lhx8 Gaba_2",0.00249374945858702,0,0.0318074101239946,0,0.00434377172226729,0.00816424006390698,0,0,0.00148633621726119,0.12191704557556,0,0,0,0.000842512019688002,0.00149811225790342,0.000762778222602344,0.000810788641623522,0.000545291424541117,0,0,0,0.0014975787986443,0,0,0.00531418121822247,0.00187651837674101,0,0,0,0.00266721780674702,0,0.0070157716016572,0,0,0.00562756287844209,0.000836205034874103,0,0,0,0.0077728818984195,0,0.24336534218296,0,0,0,0,0
"0398 SI-MPO-LPO Lhx8 Gaba_3",0,0,0.0178998065754746,0,0,0,0,0,0,0,0,0,0,0.0221411319944792,0,0,0,0,0,0,0.0247085712067694,0.0756001119045549,0.00735437801057145,0,0,0.018844507240477,0,0,0,0.00965757309240669,0.00809085877494495,0,0,0,0.0206323940552227,0,0,0.00644566102798639,0,0,0,0.105795493165414,0,0,0,0,0
"0399 SI-MPO-LPO Lhx8 Gaba_4",0.00529234362954574,0,0.0352321124714869,0,0.00353597720052352,0.00993370075933388,0.00193705609446611,0,0,0.0522697576781542,0,0,0,0.0101207054549146,0,0.00951695846072183,0,0,0,0,0,0.00299231890468673,0,0,0.00805416513453501,0.00528044057520162,0,0,0,0.0337799922601812,0.00194681249948797,0.0373809805183164,0,0,0,0.00447797751338234,0,0,0,0.00541765438725797,0.00255934442885121,0.163387367876807,0,0,0.00174298632905526,0,0
"0400 SI-MPO-LPO Lhx8 Gaba_5",0,0,0.0311676573294704,0,0,0,0,0,0,0,0.0116852984281561,0,0,0.513895531194197,0,0,0,0,0,0,0.0161553670980212,0,0,0,0,0.0152235793798583,0,0,0,0.0153572320996339,0.0109472567481198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0401 SI-MPO-LPO Lhx8 Gaba_6",0,0,0.0937278998999116,0,0.122263242858675,0.04291840199081,0,0,0,0,0,0,0,0,0,0.0196921038638783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738986323181541,0,0,0,0,0,0,0.0162332757864294,0,0,0,0,0
"0402 MPO-ADP Lhx8 Gaba_1",0.00211034271062621,0.000851215461414266,0.0492707471749672,0,0.0261443363168751,0.00612145676482379,0,0,0,0.0058933908382191,0.0197269357867558,0,0.00170395690754323,0.00366319520545271,0,0,0,0,0,0,0,0.012490567473565,0,0,0.00272410085984781,0.00633964211847106,0,0.00096053206897719,0.00208538678137994,0.0659084143984566,0.0145924214910906,0.00836071445490363,0.0014284324457753,0,0,0.00453331207110575,0.0107183487914738,0,0,0.0073448072935257,0,0.0582751272729585,0.00330659341720149,0,0,0,0
"0403 MPO-ADP Lhx8 Gaba_2",0,0,0.0872378470452134,0,0,0,0,0,0,0.0104831820290116,0.00113535196057938,0,0,0.124105439834476,0,0.00666529340998547,0,0,0,0.00683333699550277,0.0122502670335282,0.0151257554114096,0,0,0,0.0299905543884315,0,0,0.0167551882930828,0.028157911900794,0,0,0,0,0.00433655903414271,0,0.00848803781575773,0,0,0.0672799092815422,0,0.0181244442274654,0,0,0,0,0
"0404 MPO-ADP Lhx8 Gaba_3",0.00122099905521285,0.00157791554043107,0.0542318263738601,0,0.0386455651705991,0.00190645612874203,0.00130419999833984,0,0,0.00396938244419325,0.00477922032937514,0,0,0.0469033269071656,0,0.00155804364810408,0,0,0,0,0.00149060982686442,0.0533049797470691,0,0,0,0.0182975545289725,0,0,0,0.00974510287131935,0.00175356738711765,0.00174706616497934,0,0,0.0186579553368759,0,0.00169932495423221,0,0,0.0012519038244139,0,0.0777535611291646,0,0,0,0,0
"0405 MPO-ADP Lhx8 Gaba_4",0,0.00107078896829836,0.0307356542982277,0,0.00216089665218661,0,0,0,0,0.00862109642146815,0,0,0,0.0876771206473461,0,0.001414167144577,0,0,0,0,0.0100156301884673,0.0100877622119755,0,0,0.0218142133521971,0.00756731343780499,0,0,0.0140808762339373,0.065768833360864,0,0,0,0,0.00231451513979968,0,0,0,0,0.086368094055476,0,0.0369326949414031,0,0,0,0,0
"0406 MPO-ADP Lhx8 Gaba_5",0,0.00516154190359553,0,0,0.00608523412407888,0,0,0,0,0,0.00198813030357346,0,0,0.014249618153117,0,0,0,0,0,0,0.00940736982398528,0.421653593229987,0.010539223904268,0,0.00181740775321531,0.00502260234703566,0,0,0,0,0,0,0,0,0.0240938416369496,0,0.00336007841042385,0,0,0,0,0.00667741112987699,0,0,0,0,0
"0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1",0.00114787852580823,0,0.00793890611665162,0,0.02174689002725,0.00141523208904077,0.00678449745240945,0,0.00104030861415309,0.212704991486903,0,0.00106185998425829,0,0,0,0.000581073959968673,0,0,0,0.00238202202270162,0.00184375132134914,0.00546364325608658,0,0,0.0917815613331427,0.00428639080945487,0,0,0.00190236761179591,0.00522345177540828,0,0.00251485385780484,0,0,0.0113626060872473,0,0,0,0,0.0102462784288378,0.00141821638114792,0.0481141814266987,0,0,0.00242220296922492,0,0
"0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2",0.00445300326587163,0,0.0702160113039741,0,0.0156700308267556,0.00804576845285357,0,0,0,0.0554450937910703,0,0,0.00371207226472444,0.00291488755575201,0,0,0,0,0,0,0,0,0.00211069607234601,0,0.0125077900267522,0.010965222904644,0,0,0,0.00966293440560175,0,0.00207727274193773,0,0,0,0.00525258321075703,0.0260561194726271,0,0,0.0539616742477593,0,0.0711123881708341,0,0,0,0,0
"0409 BST Tac2 Gaba_1",0,0,0,0.00214821892901801,0.00362037382512298,0.030147859699289,0,0,0,0.0136286242680393,0,0.000855477503060746,0.00189014376503484,0,0.00587306280349599,0.0051618500189765,0,0.00114996875291227,0.00318413809128765,0.00497436377775093,0,0.00474729780580392,0,0,0.00131553616548901,0.0039174511932352,0,0.000615048474268738,0.00261615643465139,0.00123655998830741,0,0.0576404259448033,0,0,0,0.00235777544881068,0.00189064668459769,0,0,0,0,0.254686992835698,0,0,0,0,0
"0410 BST Tac2 Gaba_2",0,0,0.00241109023149279,0,0.00374820583063586,0.146339218629795,0,0,0,0.106932051985489,0.00081210470311225,0.0121584661028943,0,0,0.000755878997651166,0,0,0,0,0,0,0,0,0,0,0.00194723512266577,0.000807353458023702,0.000486715792517385,0,0,0,0.0293925704997799,0,0,0,0,0,0,0,0,0,0.0713232465490534,0,0,0.00209732712715447,0,0
"0411 PVR Six3 Sox3 Gaba_1",0.00101875816645415,0.00312474787180722,0.0903536723218268,0,0.0120695759141921,0,0,0,0.00145418609955012,0.00750176087420429,0.00665571701664063,0,0,0.0022153739891378,0,0,0,0,0,0.00240774889825222,0,0.245756865348714,0.00710840091214188,0,0.00615192922279079,0.00625015003132098,0,0,0.00367136781635116,0.00127204853650081,0,0.00433686969556908,0,0,0.0146079349093371,0.00323174152327122,0,0,0,0.00894424855824844,0.0034986715870565,0.0203352121369067,0,0,0,0,0
"0414 PVR Six3 Sox3 Gaba_4",0,0,0.00224241393241826,0.00225990812031157,0,0,0,0,0,0,0.00351454474303693,0,0,0,0.0195260551496178,0,0.0167748800606008,0.00148290216167115,0,0.0274571578205845,0,0.0418432101755209,0,0,0.00126047954142928,0.00403230939920038,0,0,0.0206755101184456,0.073788022018703,0.00129964544448563,0.00308151015632668,0,0.00275323627007419,0.0187652758687042,0,0,0,0,0.0525158811647232,0,0.0339220396037881,0,0,0,0,0
"0415 PVR Six3 Sox3 Gaba_5",0.00648177268761067,0.00569966134114374,0.00304295853319768,0.000467200273194958,0.00264894318083815,0.00270597506527448,0.0101999036226962,0,0,0.0063943922216593,0.0116059531403364,0,0.00402367096507606,0,0.000891398366468445,0,0,0.00144144019836726,0,0.0190818177647957,0.00407467241862107,0.0992380570147218,0.0990228048065367,0,0.00996458016466578,0.0124214554991304,0,0,0.00151245043740377,0.00735968459437747,0,0,0,0,0.00170178956372341,0,0.00153143129688633,0,0,0,0.00203584874446656,0.0292158322274046,0,0,0,0,0
"0416 PVR Six3 Sox3 Gaba_6",0,0.0047965827668271,0.0715628598081371,0.00653200296854255,0,0,0,0,0,0.0375790892314629,0,0,0.00756920889144446,0.013891924282139,0,0.00407694153634799,0,0.00357048428021188,0,0,0.0034627024007142,0.0400907437593994,0.00889788457044249,0,0.0588005294885537,0.016981511835149,0,0,0,0.0174854478356271,0,0,0,0,0.0218468985233556,0,0,0,0,0,0.00626617703383869,0,0,0,0,0,0
"0417 PVR Six3 Sox3 Gaba_7",0,0,0,0,0.00715377798336201,0,0.0372264309622504,0,0,0,0,0,0.0237655873960084,0.0266018624287148,0.0222696811093307,0,0.0146889251762294,0,0,0.0346396654741568,0,0.0251295122611676,0.00885052113772845,0,0.0208809484293392,0,0,0,0,0,0,0,0,0.00458394457908535,0.0868610951346281,0,0,0,0,0,0,0,0,0,0,0,0
"0418 PVR Six3 Sox3 Gaba_8",0,0,0,0,0.0650141432603581,0,0.0130197421407319,0,0,0,0,0,0,0,0,0,0,0,0,0.00701048502916614,0.00342114686148324,0,0.00310723361105647,0,0,0.00997526295296329,0,0,0,0.003475787349075,0,0,0,0,0.174628671647195,0.00576256462501173,0,0.0404422442083364,0,0,0.00605754820762249,0.017264948812608,0,0,0,0,0
"0419 PVR Six3 Sox3 Gaba_9",0,0.00564559516865401,0.0254265800227451,0,0.0191977198118558,0,0.0112701904984917,0,0.00317232167297355,0.0392880096376513,0.0024318408875256,0,0,0.00335745162232962,0,0,0,0,0,0.01536825135216,0,0.0714909044159828,0.00315178349869066,0,0.0107045116508167,0.0245583309401297,0,0,0,0.0114372948800945,0.00388758167024772,0,0,0.00460076394025841,0.00387189282614968,0,0,0,0,0.00681585786996404,0,0.0902693275062219,0,0,0,0,0
"0421 BST-MPN Six3 Nrgn Gaba_2",0,0,0,0,0,0,0,0.037195727445383,0,0.0413835954694581,0.0110245050399851,0,0,0,0,0,0,0.0392033924452535,0,0,0,0.158889294463397,0,0,0,0,0,0,0,0,0,0.0213185661665909,0,0,0.0289492408279975,0,0,0,0,0,0,0.0273504585762991,0,0,0,0,0
"0422 BST-MPN Six3 Nrgn Gaba_3",0,0,0,0,0.00746691399677334,0.0324178297876305,0,0,0,0.0233047965760521,0,0.0054741571206846,0.0108139768965328,0,0,0.00791056914259969,0,0,0,0,0,0.0316616095952477,0.01705582736813,0,0,0,0,0,0,0,0.00501172087615404,0.0208733865937273,0,0,0.00685594113068797,0.00747108940449713,0,0,0,0,0,0.214347518303865,0,0,0,0,0
"0423 BST-MPN Six3 Nrgn Gaba_4",0,0,0.0197904186430191,0,0,0.0250677888422841,0,0,0.0076862174917998,0.0292161075119917,0,0.00654744839783982,0.00314670304472185,0,0,0,0,0,0,0.00197514538229685,0,0.199884567490306,0.00381670082051162,0,0.00339386279907957,0,0,0,0.00264494620772629,0,0,0.0132812949660989,0,0,0,0.00183334618107818,0,0,0,0.00417910608899144,0,0.0916152761111453,0,0,0,0,0
"0424 BST-MPN Six3 Nrgn Gaba_5",0.00189347738547006,0.00257717696909291,0.0133199169558335,0,0.00748183719487747,0.019175573828024,0,0,0.0200297053064354,0.0400714237749029,0.00427424514124707,0.00148018970185407,0.00106209301060898,0.00225477220804076,0.000851735301770112,0.00192216390039902,0,0.00537637252225468,0,0.0099488226653888,0,0.062229342212165,0.00500989298360881,0,0.00488979004619723,0,0,0.000998694209564581,0.00126866630253936,0.00328163612687217,0,0.01227550333931,0,0,0.00980625704385605,0.00147126482354766,0,0,0,0.00123718194426319,0.00174470236955009,0.137340286304058,0,0.00107030623898993,0,0,0
"0425 BST-MPN Six3 Nrgn Gaba_6",0.00383136824914916,0.000799152228028579,0.000725954441549162,0,0.00205076438925354,0.00577967886824692,0,0,0,0.0151586049830236,0,0.000478407646913349,0.0602818151632503,0,0,0,0,0.0294865893019953,0,0.00383377871445699,0,0.054593338225176,0.00573797091908867,0,0.00401617279657544,0,0,0,0,0.00101367111022603,0.00126277309725107,0.0136658337910916,0,0,0.00142640381696228,0.00110045803441175,0.00711547587556152,0,0,0,0,0.198331619427586,0,0,0,0,0
"0431 RT-ZI Gnb3 Gaba_1",0,0,0.0629685813878679,0,0.00276095501725592,0.00240903722182812,0,0,0,0,0.00279747730278114,0,0,0,0,0.0402897388929933,0,0,0,0,0,0,0,0,0,0,0,0,0.237545142329764,0,0.00669794305751557,0,0,0,0,0,0.00105610292928613,0,0,0.100399838792757,0,0.00831045985844104,0,0,0,0,0
"0432 RT-ZI Gnb3 Gaba_2",0,0,0.00842962857080695,0,0,0,0,0,0,0,0,0,0,0,0,0.00424216143714623,0,0,0,0,0,0,0,0,0,0,0,0,0.251189294410669,0,0.00761545739510742,0,0,0,0,0,0,0,0,0.198436599727279,0,0.00542681138049157,0,0,0,0,0
"0433 RT-ZI Gnb3 Gaba_3",0,0,0.0189022904541714,0,0,0,0,0,0,0.00414391981966618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245905800922914,0,0,0,0,0,0,0,0,0,0,0.253708820205855,0,0,0,0,0,0,0
"0434 RT-ZI Gnb3 Gaba_4",0,0,0.0703432393412401,0.00551467694632759,0,0.00204561213915875,0,0,0,0.0017227035042843,0,0.00252073526016942,0,0,0,0.0342734840893065,0,0,0,0,0,0.00308464249012877,0,0,0,0.0114742767711295,0,0,0.150058563904159,0,0.00586403740692531,0.0062600008888029,0.00218126587347609,0,0.0022267464442249,0,0.00305708076185039,0,0.00208132246557331,0.0340965215217736,0,0.0319018657218859,0,0,0,0,0
"0435 RT-ZI Gnb3 Gaba_5",0,0,0.00252134589512702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269056435723439,0,0,0.00353924937705611,0,0,0.00144569862314634,0,0,0,0.00197063497981075,0.218744207373634,0.00226048381467245,0,0,0,0,0,0
"0452 AHN-SBPV-PVHd Pdrm12 Gaba_7",0,0,0.0818591712452143,0,0,0,0,0,0,0.0379335876737905,0,0,0,0,0,0.018446034748453,0,0,0,0.0238221782646069,0,0,0,0,0,0.0159428636616287,0,0,0.0661845290702867,0,0,0,0,0,0,0,0,0,0,0,0,0.0583877014061593,0,0,0,0,0
"0458 AHN Onecut3 Gaba_3",0,0,0.120718796835575,0,0.0125684750146133,0,0,0,0,0.00810584758136144,0,0,0,0,0,0.0306202833667049,0,0,0,0,0,0.0163904377088609,0,0,0,0.0564347687263863,0,0,0.0543162521774759,0.00906868245574,0,0,0,0,0,0,0,0,0,0.0123980152989946,0,0.0397971858963295,0,0,0,0,0
"0459 ZI Pax6 Gaba_1",0,0,0.0480599640182215,0,0,0.014510350757609,0,0,0,0,0,0,0,0,0.0160994035766658,0.0191657970758612,0,0,0,0.0567606491884874,0,0.129916998088451,0,0,0,0,0,0,0.020527449305939,0,0,0,0,0,0.0174591295823203,0,0,0,0,0.0401393206429528,0,0.047661054597382,0,0,0,0,0
"0461 ZI Pax6 Gaba_3",0,0,0.0099734667789233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454010724062098,0,0.0149317622062793,0.0155439480699648,0,0,0,0,0,0.188943680192429,0,0,0,0,0,0,0,0,0,0,0.158667990885806,0,0.0420938596986361,0,0,0,0,0
"0465 ZI Pax6 Gaba_7",0,0.0148661007964443,0.0328595030692527,0,0.0182790678997712,0,0,0,0,0,0,0,0,0,0,0.0193350401754016,0,0,0,0.187315689844288,0,0.0637497338753302,0.0133310041289289,0,0,0,0,0,0.0283795063038669,0,0,0,0,0,0,0,0,0,0,0.0170644670696803,0,0.0821318508615116,0,0,0,0,0
"0466 ZI Pax6 Gaba_8",0,0.00597334376257207,0.00775310032911003,0,0,0,0,0,0.0038832634482002,0,0.0129705298981162,0,0,0,0,0.0133688198076696,0,0,0,0.00941663317722345,0.0334184306633211,0.0350989762463673,0,0,0,0.00728897042989712,0,0,0,0.00631480728334952,0.00579943460745137,0.0127927455626555,0,0,0.00998617664652764,0.00615730551794738,0.0182672144151755,0,0,0.00437358087166578,0,0.108711822106906,0,0,0,0,0
"0471 DMH-LHA Gsx1 Gaba_2",0,0,0.0651721867616564,0,0.0113351175826904,0.00601372805940658,0,0,0,0,0.015771969582001,0,0,0.0256783037698966,0,0,0,0,0.00750600400616467,0,0.0059493712416618,0.010548976220242,0,0,0,0.026087027796384,0,0,0.0117632044776862,0,0,0,0,0,0.0201169382802113,0.0170148205922985,0.0124151693264771,0,0,0.0472353857424901,0.00367071513683791,0.053095664765755,0,0.0111666561774179,0.00570625505637691,0,0
"0473 DMH-LHA Gsx1 Gaba_4",0,0,0,0,0.0451756131319747,0,0,0,0,0.018407492965651,0,0,0,0,0,0.0228363457402109,0,0,0,0,0,0,0.0268174415407557,0,0,0,0,0,0,0,0,0,0,0,0.176648148915069,0.018049693711767,0,0,0,0,0.0318139725938567,0.0124777841274732,0,0,0,0,0
"0482 PVpo-VMPO-MPN Hmx2 Gaba_1",0,0.00391099466692663,0.0496783302072853,0,0.0194854230833633,0,0,0,0,0.0945012190230109,0.00682383562215602,0,0,0,0,0,0,0,0,0,0,0.0129195598427209,0,0,0.00613278081390317,0,0,0,0,0.0024600252470836,0,0.0081829535478247,0,0,0.00686957027249168,0.00595168923133788,0.00640679494665287,0,0,0,0,0.159951881818224,0,0,0,0,0
"0483 PVpo-VMPO-MPN Hmx2 Gaba_2",0,0,0.018590107786639,0,0.0240931777342928,0.0168232654416677,0,0,0.00514807011315774,0.177540661729576,0.00690020829399355,0,0,0,0,0.00832528638698263,0,0.00349959680112407,0,0,0,0.00501310312065332,0,0,0,0.00524103648633186,0,0,0.00435656987436351,0.00331684305849935,0,0,0,0,0,0.00378511965068367,0,0,0,0,0,0.182954614138601,0,0,0,0,0
"0484 PVpo-VMPO-MPN Hmx2 Gaba_3",0,0.0117049795021835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116812042009557,0,0,0,0,0,0,0,0,0.0114284823431814,0.393244692421385,0,0,0,0,0
"0496 LGv-ZI Otx2 Gaba_1",0.0128064873898906,0,0,0,0,0,0,0,0,0,0.0175754678391934,0,0,0,0.0180860213788045,0,0,0,0,0,0,0.102681675142151,0.0864454302044086,0,0.0172972018556551,0,0,0,0,0.0169263532888853,0,0,0,0,0,0,0,0,0,0.0466522744800661,0,0,0,0,0,0,0
"0500 LGv-ZI Otx2 Gaba_5",0.012666986152552,0,0,0,0,0,0,0,0,0,0.00679389038320952,0,0,0,0.00953117797231085,0.0790386607898946,0,0,0,0.0108872422844302,0,0.12396752600311,0.0597710568015328,0,0,0.0151014399829694,0,0,0,0.0153525863783038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0501 BST-po Iigp1 Glut_1",0,0.00940626441796989,0,0,0,0,0,0,0,0,0.0435615018449749,0,0,0,0,0,0,0,0,0,0,0,0.425655508493787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0502 TRS-BAC Sln Glut_1",0,0.108347410499905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394513073500947,0,0,0,0.00459955378669612,0,0,0.00624208960776938,0,0,0,0,0,0,0,0,0,0,0,0.00786122815354207,0,0,0,0,0,0,0,0,0,0,0,0
"0503 TRS-BAC Sln Glut_2",0,0.0835731075979852,0.0214069872534991,0,0,0,0,0,0.0125835365543984,0,0.012915956360024,0,0,0,0,0.325937564591866,0,0,0,0.0082165211088213,0,0,0.0310865408053673,0,0,0,0,0,0,0,0,0,0,0,0.00369539062684983,0,0,0,0,0,0,0,0,0,0,0,0
"0505 MEA-COA-BMA Ccdc42 Glut_1",0.000816583231041841,0,0.00451461188500213,0.0900006021223143,0,0.000972705702595237,0,0.0158387389282806,0,0.000578249339880125,0.00843270191148426,0.0113115414435058,0.00284888281607793,0,0.00832242855694571,0,0.00586940773810347,0.0316754110009024,0.0014310105013731,0.0484871284543735,0,0.115118430749023,0.0232430275532769,0,0,0,0,0,0,0,0,0.0010953854220913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0506 MEA-COA-BMA Ccdc42 Glut_2",0.00164172579283462,0,0.00357783575983448,0.0313102294300205,0,0,0,0.0277590007486869,0.00128119017552873,0,0.00208562433215737,0.00229871308684375,0.0118745661523759,0,0.0030084894976428,0,0,0.00597382276239545,0,0,0.00350583374895763,0.0512650159605374,0.249473734824069,0,0,0,0,0,0,0,0,0.00122146645201236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0507 MEA-COA-BMA Ccdc42 Glut_3",0.00103723251175096,0.00104498795157084,0.00104380148042189,0.0073149544588603,0,0,0,0.0763314139807082,0,0.0010111950586914,0.00424269272832661,0.00224651332542405,0,0,0,0,0.00204197046802409,0.00557505442209668,0,0.00223759634215837,0,0.313468133941937,0.0554488737485199,0,0,0,0,0,0,0,0,0.00125204538487298,0,0,0.00122887685528043,0,0,0,0,0,0,0,0,0,0,0,0
"0508 MEA-COA-BMA Ccdc42 Glut_4",0,0,0,0.0125673860609746,0.00112438977453621,0.0010762675393661,0,0.00644003968473344,0,0,0.0109772535113348,0.0141265691266836,0.000712378373139931,0,0.00321665862178976,0.000750198349820737,0.00304005341457307,0,0,0.0151286995780387,0,0.256810735197797,0.0879018318203488,0,0,0,0,0,0,0.00242744518157287,0,0.00425751237508739,0,0,0.00215497342318205,0,0,0,0,0,0,0.00159213339880387,0,0,0,0,0
"0509 COAa-PAA-MEA Barhl2 Glut_1",0.00439911342903166,0.00914676088888974,0,0.00117589461740158,0,0.00855812642245409,0,0.00969606665093629,0,0.00334033205131547,0.022051272635046,0.020732550959811,0.00460517287543718,0,0.029924793650262,0,0.005999417993966,0.000950666843543125,0,0.0527596710130457,0,0.226822478284111,0.0411376296407506,0,0,0,0,0,0,0,0.000848534040557326,0.00131516224511529,0,0,0,0,0,0,0,0,0,0.00253451000125075,0,0,0,0,0
"0510 COAa-PAA-MEA Barhl2 Glut_2",0.0165366961061537,0.0029976323451161,0,0.00733444461070494,0,0.00485823634217079,0,0,0,0,0.0632725918518716,0.0399990232903306,0.000912357292389269,0,0.104647521228565,0.000944499162835049,0,0,0,0.0943771639375552,0,0.014053063591257,0,0,0,0,0,0,0,0,0,0.00283020941397546,0,0,0,0.000878516568139806,0,0,0,0,0,0.00188176373552834,0,0,0,0,0
"0511 COAa-PAA-MEA Barhl2 Glut_3",0.0873168816753939,0.0555551764295263,0,0.0452813063295162,0,0.00101581586376194,0,0,0.00110291713146703,0.00123162864639436,0.0239924650522164,0.00163258463854893,0,0,0.0395664614363773,0.0092300009030515,0.00346964009964286,0,0,0.0112222305629186,0,0.0146893349627259,0.00419230267722088,0,0,0.00139355149890847,0,0.000864370311160354,0,0.00298493354064954,0,0.00315198170486672,0,0,0.000680370829922357,0,0,0,0,0,0,0,0,0,0,0,0
"0512 COAa-PAA-MEA Barhl2 Glut_4",0.0076065874803661,0.00816197185287722,0.00562244549384719,0.0209611149045803,0,0.00616662413218419,0,0.0248779781628593,0.0275261689802839,0.003203323977639,0.0274078083632144,0.0303659181106893,0,0,0,0.0184384684492595,0.00124441943423356,0,0,0.00433542591352402,0,0.0115742685619123,0.00825236673659641,0,0,0.0882159442234971,0,0.00490058744429676,0,0,0,0.0018699115113116,0.0201426842254163,0,0.00603358043186309,0,0.00124949874361707,0,0,0,0,0.0111149144416917,0,0,0,0,0
"0513 COAa-PAA-MEA Barhl2 Glut_5",0.0478667245843082,0,0.000996472119329858,0.00542262217937112,0.000998975367793453,0.00343353317028707,0,0,0.0045903971692069,0,0.0787517528501254,0.145018806789712,0,0,0.0497926854703739,0.00341350610476316,0,0,0,0.00206360935733541,0,0.00477399819173316,0.00105887873295851,0,0,0.00168713481913777,0,0,0,0,0,0.0022458428401159,0,0,0.00122264977826593,0,0.00138480313097882,0,0,0,0,0,0,0,0,0,0
"0514 COAa-PAA-MEA Barhl2 Glut_6",0.0401110061563302,0,0,0,0,0.000866741633146031,0,0,0.000703015099873525,0,0.0874978762887685,0.00820411313879712,0,0,0.098123562729545,0,0.00141062438308134,0,0,0.187467130605464,0,0,0,0,0,0.000872783596626134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0515 COAa-PAA-MEA Barhl2 Glut_7",0.00275253050396135,0.00289481946057998,0,0.00406512557654776,0,0.00263195406528192,0,0,0,0,0.0253472914164579,0.00772163965374333,0.00740561505909606,0,0.0584445705122301,0,0.00311302779717402,0.00415057469104632,0,0.0667185416778556,0.000878794370587447,0.227945057436536,0.0274026872999842,0,0,0.00190363089412451,0,0,0,0,0,0.00260747966561953,0,0,0.00206319804766168,0,0,0,0,0,0,0,0,0,0,0,0
"0516 COAa-PAA-MEA Barhl2 Glut_8",0.0151708409373583,0.0208229652745079,0,0.0072299198893133,0,0,0,0,0,0,0.0495648005512593,0,0,0,0.0905588971189235,0.00396303820004464,0.00188303061493732,0,0,0.214745693702091,0,0.043138853051554,0.0143955045847384,0,0,0,0,0,0,0,0,0,0,0,0.00791082687868336,0,0,0,0,0,0,0.00136321340337168,0,0,0,0,0
"0517 COAa-PAA-MEA Barhl2 Glut_9",0,0,0,0.00315029324508429,0.0035816386044427,0,0,0.00346545990013122,0,0.00969216836713602,0.0292476538004648,0,0.0124751198557079,0,0.0286165639332212,0.00802680305087034,0,0.00417206870429255,0,0.140216242625258,0,0.116228909262374,0.025877403419011,0,0,0,0,0,0,0,0,0.00250655680118296,0,0,0,0,0,0,0,0,0,0.00319095785270696,0,0,0,0,0
"0518 MS-SF Bsx Glut_1",0.0129725621641203,0.0298173316312543,0.0358791085152206,0,0.00312817763114516,0.000517435671400639,0.00188544796376711,0.00106401297784237,0.00189169294450358,0.00608022263156684,0.0122643218318903,0,0,0.00690370921452203,0.000744478340864463,0.0200552146991705,0,0,0.00187314673710868,0.0218331830813752,0.00401859202570184,0.0518965297302304,0.0258093680391786,0,0.0925503191693164,0.0206489867551488,0,0.00125573542360088,0.00154016546624678,0.000502423984608565,0.00262328949250432,0,0,0.000890539898686252,0.020926476269083,0.00535743358698448,0.000925793131144906,0,0,0.000967627601794262,0,0.00259238737140132,0,0,0.00115210717980639,0,0
