"","Glut-DACH2-LMANsh","Glut-DACH2-6","Glut-DACH2-LMANco","Glut-Im","Oligo-2","Glut-DACH2-HVCra-Pre","Glut-SATB2-1","Glut-DACH2-1","Glut-DACH2-8","Glut-DACH2-HVCra","Glut-DACH2-5","Glut-DACH2-2","Glut-CACNA1H-2","GABA-8","Glut-CACNA1H-1","Glut-NB","Glut-CACNA1H-3","Glut-CACNA1H-4","OPC","Glut-CACNA1H-RA","GABA-7","Glut-DACH2-3","Glut-DACH2-7","Glut-DACH2-4","Glut-DACH2-HVCx","GABA-2-1","Astro-3","Astro-1","GABA-4-1","Glut-GABA","GABA-Im","GABA-1-1","GABA-2-2","GABA-6","Glut-NSC","GABA-5-2","GABA-5-1","Oligo-1","GABA-3","GABA-4-2","Epen","GABA-1-2","GABA-2-3","Astro-2","Endo","Oligo-3","Micro"
"124 MPN-MPO-PVpo Hmx2 Glut [subclass]",0.0335475589321344,0,0.0337049496633854,0,0,0.0347113206277099,0,0,0,0.0700573399466969,0.128939145055419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021019022761398,0,0,0,0,0,0,0.0764079610604902,0,0,0,0,0
"129 VMH Nr5a1 Glut [subclass]",0.0477716328336423,0,0,0,0,0.0315949867195754,0,0,0,0.0365170786611412,0.0305159217647564,0,0.0305518716693005,0,0,0.0247634190254196,0,0,0,0,0,0.0536870608894637,0.0324481078388388,0,0,0,0,0,0,0,0,0,0,0,0.0175792802958156,0,0,0,0,0,0,0,0,0,0,0,0
"132 AHN-RCH-LHA Otp Fezf1 Glut [subclass]",0.0267334505907817,0,0.118888467263638,0,0,0,0,0,0,0.0223296935322513,0.0348277022698435,0,0,0.0357042963900836,0,0,0,0,0,0.0312965650515281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256447542288021,0,0.0241354323760402,0,0,0,0,0,0,0,0,0,0
"133 PVH-SO-PVa Otp Glut [subclass]",0,0,0.203358383832707,0,0.0250245393756658,0,0,0,0,0,0,0,0.0225583790508067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196710703662268,0,0,0,0,0,0,0.0200056253850372,0,0,0,0,0
"135 STN-PSTN Pitx2 Glut [subclass]",0,0.0836981423331357,0.104427084828719,0,0.0177545442255755,0,0,0,0,0,0,0,0,0,0,0.00778650141250531,0,0,0,0.0111825661969419,0,0.023497920157124,0,0,0,0.0152023164977958,0,0,0.0528008900972632,0,0,0.0340452139421363,0,0,0,0,0,0,0,0.0256338693554438,0,0.0392983513905633,0,0,0,0,0
"139 PH-LHA Foxb1 Glut [subclass]",0.0406608694900523,0,0.247487410046904,0,0,0,0,0,0,0,0.141102872544497,0,0,0,0,0,0,0,0,0,0,0.0244683475275076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14 HY Glut [class]",0.0103078634648488,0,0.0345702493606735,0.0110468901248035,0.034421639609079,0,0.00740466309217695,0,0,0.00700071796726883,0.0196924368382738,0,0,0,0.0127243645286371,0.0117430499304009,0,0,0,0.00469944552247992,0,0.0752945348906421,0.0422339565605694,0,0.0106597897634043,0.00778473569383022,0,0,0,0,0,0,0.00404621071465121,0,0.0520062352163509,0,0,0,0,0,0.0100249810099121,0.0107586432043694,0,0,0,0,0
"151 TH Prkcd Grin2c Glut [subclass]",0,0,0.0559433148005379,0,0,0,0,0,0.502647394117298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19 MB Glut [class]",0.0212786416219258,0.028658192615128,0.0208352981906787,0,0.0349734967515032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353888711736729,0.0909543951546248,0,0.0277557380908477,0.0206938179138811,0,0,0.0296530561456637,0,0,0.0201107135235461,0,0,0,0.0137776933436666,0,0,0,0,0,0.0273734244882316,0,0,0,0,0
"Glut-GABA [neurotransmitter]",0.00277750338526569,0.000635760539243855,0.0227554535271829,0.00602623038818212,0,0.00987713031190569,0,0,0,0.00561257296677337,0.00150120681384175,0.00823380921349713,0.00201339224487104,0,0,0.0228512442818577,0.00122000377247431,0,0,0.0374292835064486,0,0.0373342392785008,0.0024392696532613,0,0.00103395799442563,0.00259608975867129,0,0,0.0141482916955484,0.00119821057218749,0,0.0132761674554483,0,0.00251314011906054,0.00507829368839007,0.299823242638496,0,0,0,0.00227547466263341,0,0.0734469296020943,0,0,0,0,0
"Other (rare)",0.00753694500871338,0.0201969300528042,0.00903634601109138,0,0.0152218428805089,0,0,0,0.0598289618303897,0,0.00431071733490877,0,0,0.00505621721737212,0,0,0,0,0,0.0149411897529334,0,0.0680439242205224,0.00291163299092136,0,0,0,0.00762373315118067,0,0.039523325044701,0,0,0.00245440219495241,0,0,0.0462439304317223,0,0.0112958589626754,0,0,0.0325015423845162,0.0829794154919633,0.0230300302063466,0,0.0145451630707055,0.0499637100783967,0,0
"Unassigned",0,0,0.025141611024888,0,0,0,0,0,0,0,0,0,0,0.0345528662691649,0,0.0518624545207435,0,0,0,0.0331582609581947,0,0.151882475568527,0.0247653835882318,0,0,0,0,0,0,0,0,0,0,0,0.0313934588686159,0,0,0,0,0.0374418382300896,0,0,0,0,0,0,0
